,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
170,"Aug 8, 2014","Aug 8, 2014",The Hundred-Foot Journey,Walt Disney,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22000000.0,2023.0,2167.0,15189.0,10979290.0,54235441.0,60807414.0,40035047.0,94270488.0,tt2980648
171,"Mar 21, 2014","Mar 21, 2014",Muppets Most Wanted,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,55000000.0,3194.0,3194.0,14622.0,17005126.0,51178893.0,57380493.0,28133408.0,79312301.0,tt2281587
172,"Sep 26, 2014","Sep 19, 2014",The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,60000000.0,3464.0,3464.0,16586.0,17275239.0,50837305.0,56989948.0,61061436.0,111898741.0,tt0787474
173,"Oct 17, 2014","Oct 17, 2014",The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,50000000.0,3071.0,3113.0,14265.0,17005218.0,50151543.0,56199980.0,47500000.0,97651543.0,tt2262227
174,"Sep 12, 2014","Sep 12, 2014",Dolphin Tale 2,Warner Bros.,Drama,Original Screenplay,Live Action,Kids Fiction,36000000.0,3656.0,3656.0,16995.0,15873397.0,42024533.0,47116851.0,15800000.0,57824533.0,tt2978462
175,"Jul 2, 2014","Jul 2, 2014",Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,13000000.0,3230.0,3230.0,12853.0,8364199.0,38934842.0,43652768.0,3239703.0,42174545.0,tt2183034
176,"May 16, 2014","May 16, 2014",Million Dollar Arm,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3019.0,3019.0,12208.0,10515659.0,36447959.0,40864537.0,2769953.0,39217912.0,tt1647668
177,"Aug 22, 2014","Aug 22, 2014",When the Game Stands Tall,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,15000000.0,2673.0,2766.0,13925.0,8381509.0,30127963.0,33778718.0,10949.0,30138912.0,tt2247476
178,"May 9, 2014","May 9, 2014",Moms' Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,1044.0,1046.0,4024.0,4311083.0,10429707.0,11693519.0,107634.0,10537341.0,tt3014666
179,"May 9, 2014","May 9, 2014",Legends of Oz: Dorothy's Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,70000000.0,2658.0,2658.0,6337.0,3747780.0,8462347.0,9487763.0,11645586.0,20107933.0,tt0884726
180,"Oct 10, 2014","Oct 10, 2014",Meet the Mormons,Purdie Distribution,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,317.0,333.0,1229.0,2509808.0,6047363.0,6779490.0,1808.0,6049171.0,tt4003774
181,"Feb 28, 2014","Feb 28, 2014",The Lunchbox,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000.0,3.0,165.0,1427.0,44542.0,4231500.0,4744248.0,11286386.0,15517886.0,tt2350496
182,"Nov 28, 2014","Nov 28, 2014",Antarctica: A Year on Ice,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,1000000.0,8.0,30.0,114.0,32238.0,288757.0,321846.0,0.0,288757.0,tt2361700
183,"Sep 19, 2014","Sep 19, 2014",Pump,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,3.0,6.0,9.0,42177.0,72277.0,81029.0,0.0,72277.0,tt2630916
184,"Oct 10, 2014","Oct 10, 2014","Christian Mingle, The Movie",Rocky Mountain Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,650000.0,15.0,15.0,15.0,19836.0,19836.0,22231.0,8340.0,28176.0,N/A
185,"Jun 24, 2014","Jun 24, 2014",A Fine Step,,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
186,"Aug 18, 2014","Aug 18, 2014",Henry & Me,Distrib Films,Adventure,Original Screenplay,Hand Animation,Kids Fiction,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
187,"Jan 28, 2014","Dec 27, 2012",Snezhnaya koroleva,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,15193977.0,15193977.0,N/A
188,"Jul 11, 2014","Jul 11, 2014",The Perfect Wave,,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
189,"Mar 11, 2014","Mar 11, 2014",Against the Wild,,Adventure,Original Screenplay,Live Action,Kids Fiction,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
190,"Dec 31, 2014","Dec 31, 2014","Dude, Where's My Dog",,Adventure,Original Screenplay,Live Action,Kids Fiction,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
191,"Aug 29, 2014","Aug 29, 2014",Dwegons and Leprechauns,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
192,"Dec 31, 2014","Dec 31, 2014",Horse Camp,,Adventure,Original Screenplay,Live Action,Contemporary Fiction,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
193,"Jan 10, 2014","Jan 10, 2014",The Adventurer: The Curse of the Midas Box,RLJ Entertainment/Image Entertainment,Adventure,Original Screenplay,Live Action,Historical Fiction,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
194,"Jun 19, 2015","Jun 12, 2015",Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000.0,3946.0,4158.0,37079.0,90440272.0,356461711.0,387329684.0,498576676.0,855038387.0,tt2096673
195,"Jul 10, 2015","Jun 17, 2015",Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,74000000.0,4301.0,4311.0,33712.0,115718405.0,336045770.0,365145822.0,823585370.0,1159631140.0,tt2293640
196,"Mar 13, 2015","Mar 6, 2015",Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,95000000.0,3845.0,3848.0,27905.0,67877361.0,201151353.0,218570149.0,333400000.0,534551353.0,tt10013634
197,"Mar 27, 2015","Mar 19, 2015",Home,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,130000000.0,3708.0,3801.0,31486.0,52107731.0,177397510.0,192759330.0,208600386.0,385997896.0,tt10353704
198,"Sep 25, 2015","Sep 23, 2015",Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000.0,3754.0,3768.0,28046.0,48464322.0,169700110.0,184361406.0,299800188.0,469500298.0,tt2510894
199,"Feb 6, 2015","Jan 28, 2015",The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,74000000.0,3641.0,3680.0,25768.0,55365012.0,162994032.0,177108573.0,148019149.0,311013181.0,tt2279373
200,"Nov 25, 2015","Nov 25, 2015",The Good Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,187500000.0,3749.0,3749.0,22239.0,39155217.0,123087120.0,133515968.0,210683917.0,333771037.0,tt1979388
201,"May 22, 2015","May 20, 2015",Tomorrowland,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,170000000.0,3972.0,3972.0,17822.0,33028165.0,93436322.0,101527480.0,113191196.0,206627518.0,tt1964418
202,"Dec 18, 2015","Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,90000000.0,3653.0,3705.0,19912.0,14287159.0,85886987.0,92486715.0,163630969.0,249517956.0,tt2974918
203,"Oct 16, 2015","Oct 14, 2015",Goosebumps,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,58000000.0,3501.0,3618.0,20942.0,23618556.0,80069458.0,86977223.0,78823842.0,158893300.0,tt1051904
204,"Jan 16, 2015","Nov 28, 2014",Paddington,Weinstein Co.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,55000000.0,3303.0,3355.0,23092.0,18966676.0,76223578.0,82824189.0,176556588.0,252780166.0,tt1109624
205,"Apr 17, 2015","Apr 10, 2015",Paul Blart: Mall Cop 2,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,38000000.0,3633.0,3633.0,21216.0,23762435.0,71091594.0,77247810.0,36559052.0,107650646.0,tt3450650
