,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
4164,"Sep 14, 2012","Sep 12, 2012",Resident Evil: Retribution,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,65000000.0,3012.0,3016.0,10697.0,21052227.0,42345531.0,48729276.0,198302098.0,240647629.0,tt1855325
4165,"Jun 15, 2012","Jun 13, 2012",Rock of Ages,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,70000000.0,3470.0,3470.0,11127.0,14437269.0,38518613.0,44325432.0,22513319.0,61031932.0,tt1336608
4166,"Jun 22, 2012","Jun 20, 2012",Abraham Lincoln: Vampire Hunter,20th Century Fox,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,67500000.0,3108.0,3109.0,9577.0,16306974.0,37519139.0,43175284.0,99970591.0,137489730.0,tt1611224
4167,"Jun 15, 2012","Jun 13, 2012",That's My Boy,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,57500000.0,3030.0,3030.0,9079.0,13453714.0,36931089.0,42498589.0,21948592.0,58879681.0,tt1232200
4168,"Jul 27, 2012","Jul 27, 2012",The Watch,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000.0,3168.0,3168.0,10199.0,12750297.0,34353000.0,39531839.0,32777045.0,67130045.0,tt1298649
4169,"Oct 26, 2012","Oct 26, 2012",Cloud Atlas,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Multiple Creative Types,102000000.0,2008.0,2023.0,8175.0,9612247.0,27108272.0,31190002.0,103564882.0,130673154.0,tt1371111
4170,"Feb 24, 2012","Feb 24, 2012",Wanderlust,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32500000.0,2002.0,2002.0,6273.0,6526650.0,17288155.0,19894402.0,6871779.0,24159934.0,tt13796082
4171,"Apr 27, 2012","Apr 27, 2012",Safe,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,33000000.0,2266.0,2271.0,7204.0,7892539.0,17142080.0,19726307.0,24353133.0,41495213.0,tt10869474
4172,"Sep 14, 2012","Sep 14, 2012",The Master,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,37500000.0,5.0,864.0,4311.0,736311.0,16247159.0,18690037.0,34631972.0,50879131.0,tt1560747
4173,"Sep 21, 2012","Sep 7, 2012",Dredd,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,45000000.0,2506.0,2557.0,6281.0,6278491.0,13414714.0,15437027.0,28052892.0,41467606.0,tt1343727
4174,"Nov 16, 2012","Sep 7, 2012",Anna Karenina,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,49000000.0,16.0,422.0,2628.0,320690.0,12816367.0,14717702.0,58188260.0,71004627.0,tt10453206
4175,"Jan 20, 2012","Jan 20, 2012",Jin lÃ­ng shÃ­ san chai,Wrekin Hill Entertainment,Drama,Original Screenplay,Live Action,Historical Fiction,100000000.0,30.0,30.0,86.0,48558.0,311434.0,358376.0,97915583.0,98227017.0,N/A
4176,"Sep 14, 2012","Sep 14, 2012",Stolen,Alchemy,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,141.0,141.0,240.0,183125.0,289773.0,333451.0,17677973.0,17967746.0,tt1656186
4177,"Sep 28, 2012","Sep 28, 2012",Solomon Kane,Radius,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,22024849.0,22024849.0,N/A
4178,"Jul 19, 2013","Jul 18, 2013",The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,20000000.0,2903.0,3115.0,18800.0,41855326.0,137400141.0,154807536.0,180344261.0,317744402.0,tt1457767
4179,"Oct 25, 2013","Oct 23, 2013",Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,15000000.0,3336.0,3345.0,20225.0,32055177.0,102003019.0,114923815.0,58900000.0,160903019.0,tt3063516
4180,"Nov 15, 2013","Nov 15, 2013",The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,2024.0,2041.0,8882.0,30107555.0,70525195.0,79459931.0,2310515.0,72835710.0,tt2083355
4181,"Jun 7, 2013","Jun 7, 2013",The Purge,Universal,Horror,Original Screenplay,Live Action,Science Fiction,3000000.0,2536.0,2591.0,9330.0,34058360.0,64473115.0,72641292.0,26793466.0,91266581.0,tt2184339
4182,"Oct 18, 2013","Oct 18, 2013",12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,20000000.0,19.0,1474.0,16070.0,923715.0,56671993.0,63751429.0,124093068.0,180765061.0,tt2024544
4183,"Apr 5, 2013","Apr 3, 2013",Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,17000000.0,3025.0,3025.0,12938.0,25775847.0,54239856.0,61111572.0,44802091.0,99041947.0,tt1288558
4184,"Mar 15, 2013","Mar 14, 2013",The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,12800000.0,2507.0,2507.0,13520.0,17118745.0,51872378.0,58444153.0,17949098.0,69821476.0,tt10530176
4185,"Apr 26, 2013","Apr 24, 2013",Pain & Gain,Paramount Pictures,Action,Based on Real Life Events,Live Action,Contemporary Fiction,26000000.0,3277.0,3303.0,14399.0,20244505.0,49875291.0,56194054.0,31400000.0,81275291.0,tt1980209
4186,"Jan 11, 2013","Jan 11, 2013",A Haunted House,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,2500000.0,2160.0,2160.0,9547.0,18101682.0,40041683.0,45114612.0,19880875.0,59922558.0,tt2243537
4187,"Dec 25, 2013","Dec 25, 2013",August: Osage County,Weinstein Co.,Black Comedy,Based on Play,Live Action,Contemporary Fiction,25000000.0,5.0,2411.0,11635.0,179302.0,37738810.0,42314455.0,13000000.0,50738810.0,tt1322269
4188,"Sep 13, 2013","Sep 13, 2013",The Family,Relativity,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000.0,3091.0,3091.0,13485.0,14034764.0,36918811.0,41596091.0,43670131.0,80588942.0,tt10467342
4189,"Oct 18, 2013","Oct 18, 2013",Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,30000000.0,3157.0,3157.0,11221.0,16101552.0,35266619.0,39734587.0,47142901.0,82409520.0,tt1939659
4190,"Jan 4, 2013","Jan 4, 2013",Texas Chainsaw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2654.0,2659.0,7518.0,21744470.0,34341945.0,39215984.0,13324068.0,47666013.0,N/A
4191,"Jul 3, 2013","Jul 3, 2013",Kevin Hart: Let Me Explain,Lionsgate,Concert/Performance,Based on Real Life Events,Live Action,Factual,2500000.0,876.0,892.0,3337.0,10030463.0,32244051.0,36329082.0,83204.0,32327255.0,tt2609912
4192,"Feb 8, 2013","Feb 8, 2013",Side Effects,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,30000000.0,2605.0,2605.0,10882.0,9303145.0,32172757.0,36248758.0,34569381.0,66742138.0,tt10648938
4193,"Aug 16, 2013","Aug 16, 2013",Kick-Ass 2,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000.0,2940.0,2945.0,8737.0,13332955.0,28795985.0,32444180.0,34333924.0,63129909.0,tt1650554
4194,"Nov 1, 2013","Nov 1, 2013",Dallas Buyers Club,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,5000000.0,9.0,1110.0,8269.0,260865.0,27298285.0,30696067.0,33313560.0,60611845.0,tt0790636
4195,"Aug 23, 2013","Jul 19, 2013",The World's End,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,20000000.0,1551.0,1553.0,7296.0,8811790.0,26004851.0,29299432.0,21119787.0,47124638.0,tt1213663
4196,"Mar 1, 2013","Mar 1, 2013",21 and Over,Relativity,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,2771.0,2771.0,10036.0,8754168.0,25682380.0,28936110.0,16513386.0,42195766.0,N/A
4197,"Sep 27, 2013","Sep 27, 2013",Don Jon,Relativity,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,5500000.0,2422.0,2422.0,9016.0,8677009.0,24477704.0,27578791.0,16790875.0,41268579.0,tt2229499
4198,"Mar 29, 2013","Mar 20, 2013",The Place Beyond the Pines,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,4.0,1584.0,6316.0,279457.0,21403519.0,24115156.0,25607930.0,47011449.0,tt1817273
4199,"Nov 27, 2013","Nov 27, 2013",Homefront,Open Road,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22000000.0,2570.0,2570.0,8567.0,6915241.0,20158492.0,22712394.0,31536870.0,51695362.0,tt2312718
4200,"Oct 4, 2013","Sep 26, 2013",Runner Runner,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,3026.0,3026.0,9541.0,7706712.0,19316646.0,21763894.0,41196034.0,60512680.0,tt2364841
4201,"Aug 23, 2013","Aug 23, 2013",You're Next,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,2437.0,2437.0,8662.0,7020196.0,18494006.0,20837031.0,8393171.0,26887177.0,tt1853739
4202,"Nov 15, 2013","Nov 15, 2013",Nebraska,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,4.0,968.0,5646.0,140401.0,17654912.0,19832875.0,7106448.0,24761360.0,tt1821549
4203,"Oct 25, 2013","Oct 25, 2013",The Counselor,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3044.0,3044.0,8015.0,7842930.0,16973715.0,19124056.0,54035619.0,71009334.0,tt2193215
4204,"Jul 12, 2013","Jul 12, 2013",Fruitvale Station,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,900000.0,7.0,1086.0,4860.0,377285.0,16098998.0,18138595.0,1450647.0,17549645.0,tt2334649
4205,"Nov 1, 2013","Sep 4, 2013",About Time,Universal,Romantic Comedy,Original Screenplay,Live Action,Science Fiction,12000000.0,175.0,1280.0,4539.0,1076250.0,15323921.0,17265327.0,73214821.0,88538742.0,tt2194499
4206,"Mar 15, 2013","Mar 6, 2013",Spring Breakers,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,3.0,1379.0,4363.0,263002.0,14124286.0,15913705.0,17024965.0,31149251.0,tt2101441
4207,"Dec 6, 2013","Nov 6, 2013",Inside Llewyn Davis,CBS Films,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,11000000.0,4.0,729.0,2755.0,405411.0,13248209.0,14896340.0,19695038.0,32943247.0,tt2042568
4208,"Jan 18, 2013","Jan 17, 2013",The Last Stand,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2913.0,2913.0,6922.0,6281433.0,12050299.0,13576961.0,36280458.0,48330757.0,tt1549920
4209,"Dec 4, 2013","Dec 4, 2013",Out of the Furnace,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,22000000.0,2101.0,2101.0,4607.0,5220288.0,11330849.0,12765568.0,4103526.0,15434375.0,tt1206543
4210,"Mar 8, 2013","Mar 7, 2013",Dead Man Down,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2188.0,2188.0,5303.0,5345250.0,10895295.0,12275627.0,8704679.0,19599974.0,tt2101341
4211,"Jan 25, 2013","Feb 8, 2012",Movie 43,Relativity,Comedy,Compilation,Multiple Production Methods,Multiple Creative Types,10000000.0,2023.0,2023.0,4959.0,4805878.0,8840453.0,9960456.0,22324294.0,31164747.0,tt1333125
4212,"May 24, 2013","May 22, 2013",Before Midnight,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,5.0,897.0,2335.0,246914.0,8110621.0,9138163.0,15130568.0,23241189.0,tt2209418
4213,"Oct 11, 2013","Oct 11, 2013",Machete Kills,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2538.0,2538.0,6804.0,3837183.0,8008161.0,9022719.0,10264848.0,18273009.0,tt2002718
4214,"Jan 4, 2013","Jan 4, 2013",Promised Land,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,15000000.0,25.0,1676.0,3482.0,173915.0,7597898.0,8666239.0,4796664.0,12394562.0,tt2091473
4215,"Aug 2, 2013","Aug 2, 2013",The Spectacular Now,A24,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2500000.0,4.0,770.0,2729.0,197415.0,6852971.0,7721175.0,63980.0,6916951.0,tt1714206
4216,"Apr 5, 2013","Dec 20, 2012",The Company You Keep,Sony Pictures Classics,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,5.0,807.0,2429.0,131718.0,5132442.0,5782671.0,15955318.0,21087760.0,tt1381404
4217,"May 17, 2013","May 17, 2013",Frances Ha,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,4.0,233.0,1119.0,137398.0,4067398.0,4582693.0,7151223.0,11218621.0,tt2347569
4218,"Jul 26, 2013","Jul 26, 2013",The To Do List,CBS Films,Comedy,Original Screenplay,Live Action,Historical Fiction,1500000.0,591.0,591.0,1262.0,1579402.0,3491669.0,3934028.0,637159.0,4128828.0,tt1758795
4219,"Sep 27, 2013","Sep 27, 2013",Metallica Through the Never,Picturehouse,Concert/Performance,Based on Musical Group,Live Action,Factual,18000000.0,305.0,589.0,1250.0,1576561.0,3419967.0,3853246.0,5662939.0,9082906.0,tt2172935
4220,"Oct 18, 2013","Oct 18, 2013",The Fifth Estate,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,26000000.0,1769.0,1769.0,3774.0,1673351.0,3254172.0,3666446.0,2900000.0,6154172.0,tt1837703
4221,"Apr 19, 2013","Apr 19, 2013",Filly Brown,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,1250000.0,188.0,259.0,811.0,1478323.0,2850357.0,3211469.0,90054.0,2940411.0,tt1869425
4222,"Apr 5, 2013","Mar 27, 2013",Trance,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,16000000.0,4.0,443.0,1213.0,131145.0,2322593.0,2616838.0,20271459.0,22594052.0,tt1111235
4223,"May 3, 2013","May 3, 2013",The Iceman,Alchemy,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,4.0,258.0,565.0,87946.0,1930282.0,2174831.0,1693327.0,3623609.0,tt1491044
4224,"Mar 1, 2013","Feb 28, 2013",Stoker,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,7.0,275.0,750.0,160547.0,1703125.0,1918892.0,10331788.0,12034913.0,tt1682180
4225,"Jun 21, 2013","Jun 21, 2013",L'attentat,Cohen Media Group,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,3750000.0,3.0,55.0,391.0,26352.0,1625707.0,1831661.0,1612268.0,3237975.0,N/A
4226,"Apr 19, 2013","Apr 19, 2013",The Lords of Salem,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Fantasy,1500000.0,355.0,355.0,700.0,642942.0,1165881.0,1313581.0,375250.0,1541131.0,tt1731697
4227,"Mar 1, 2013","Mar 1, 2013",Phantom,RCR Media Group,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,18000000.0,1118.0,1118.0,2553.0,508000.0,1034589.0,1165656.0,164921.0,1199510.0,tt13275834
4228,"Jul 19, 2013","Jul 19, 2013",Only God Forgives,Radius,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4800000.0,78.0,81.0,243.0,313958.0,775849.0,874139.0,3718711.0,4494560.0,tt1602613
4229,"Mar 22, 2013","May 23, 2012",On the Road,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,25000000.0,4.0,107.0,350.0,39550.0,720828.0,812144.0,8592474.0,9313302.0,tt0337692
4230,"May 17, 2013","Oct 25, 2012",Jagten,Mongrel Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,3450000.0,0.0,47.0,256.0,0.0,687185.0,774240.0,17622608.0,18309793.0,N/A
4231,"Apr 26, 2013","Apr 26, 2013",The Reluctant Fundamentalist,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,3.0,58.0,247.0,30920.0,528731.0,595711.0,0.0,528731.0,tt2032557
4232,"Aug 16, 2013","Aug 16, 2013",Ain't Them Bodies Saints,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,3.0,44.0,241.0,26419.0,391611.0,441219.0,683398.0,1075009.0,tt2388637
4233,"Aug 23, 2013","Aug 23, 2013",Drinking Buddies,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,2.0,33.0,157.0,19505.0,343706.0,387248.0,63394.0,407100.0,tt2265398
4234,"May 3, 2013","May 3, 2013","Cinco de Mayo, La Batalla",Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,10000000.0,20.0,43.0,88.0,83586.0,173472.0,195447.0,0.0,173472.0,tt2553908
4235,"Sep 6, 2013","Sep 6, 2013",Winnie Mandela,Image Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,15000000.0,32.0,32.0,32.0,61847.0,61847.0,69680.0,0.0,61847.0,tt1551641
4236,"Aug 2, 2013","Aug 2, 2013",The Canyons,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,250000.0,1.0,9.0,19.0,13351.0,59671.0,67225.0,2704.0,62375.0,tt2292959
4237,"Jun 28, 2013","Jun 28, 2013",Redemption,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,23000000.0,19.0,19.0,23.0,19768.0,36686.0,41330.0,13556787.0,13593473.0,tt10688282
4238,"Mar 1, 2013","Sep 12, 2012",The Sweeney,Entertainment One,Action,Based on TV,Live Action,Historical Fiction,4500000.0,11.0,11.0,12.0,20321.0,26345.0,29678.0,7974021.0,8000366.0,tt0857190
4239,"Dec 6, 2013","Dec 6, 2013",The Last Days on Mars,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,10600000.0,3.0,13.0,22.0,4608.0,24084.0,27123.0,237280.0,261364.0,tt1709143
4240,"Apr 5, 2013","Apr 4, 2013",The Brass Teapot,Magnet Pictures,Black Comedy,Original Screenplay,Live Action,Fantasy,900000.0,2.0,2.0,4.0,4468.0,6997.0,7878.0,406736.0,413733.0,tt1935902
4241,"Feb 22, 2013","Feb 22, 2013",Inescapable,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,2.0,7.0,9.0,1545.0,4327.0,4873.0,0.0,4327.0,tt1844203
4242,"Sep 13, 2013","Sep 13, 2013",Plush,IM Global/Blumhouse,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,10.0,10.0,10.0,2843.0,3080.0,3462.0,25784.0,28864.0,tt2226519
4243,"Oct 11, 2013","Oct 11, 2013",All the Boys Love Mandy Lane,Radius,Horror,Original Screenplay,Live Action,Contemporary Fiction,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,1960521.0,1960521.0,N/A
4244,"Dec 31, 2013","Dec 31, 2013",Re-Kill,,Horror,Original Screenplay,Live Action,Science Fiction,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4245,"Dec 31, 2013","Dec 31, 2013",The Wicked Within,,Horror,Original Screenplay,Live Action,Fantasy,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4246,"Mar 19, 2013","Mar 19, 2013",Straight A's,,Comedy,Original Screenplay,Live Action,Fantasy,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4247,"Jul 23, 2013","Jun 21, 2012",Twixt,,Horror,Based on Real Life Events,Live Action,Fantasy,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1268346.0,1268346.0,N/A
4248,"Feb 8, 2013","Feb 8, 2013",Small Apartments,Morocco Junction Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4249,"Feb 1, 2013","Feb 1, 2013",The Haunting in Connecticut 2: Ghosts of Georgia,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4250,"Dec 31, 2013","Dec 31, 2013",The Vatican Exorcisms,,Horror,Original Screenplay,Live Action,Fantasy,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4251,"Dec 31, 2013","Dec 4, 2013",Zulu,,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1844228.0,1844228.0,N/A
4252,"Jan 15, 2013","Jan 15, 2013",30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,,,,,,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4253,"Aug 23, 2013","Aug 23, 2013",The Frozen Ground,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,5617460.0,5617460.0,N/A
4254,"Jun 21, 2013","Jun 21, 2013",Alien Uprising,Phase 4 Films,Action,Original Screenplay,Live Action,Science Fiction,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4255,"May 14, 2013","May 14, 2013",Black Rock,LD Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4256,"Dec 31, 2013","Dec 3, 2015",Speak No Evil,,Horror,Original Screenplay,Live Action,Fantasy,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,32927.0,32927.0,N/A
4257,"Dec 31, 2013","Dec 31, 2013",House at the End of the Drive,,Horror,Original Screenplay,Live Action,Fantasy,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4258,"Apr 1, 2013","Oct 26, 2012",Stitches,MPI Media Group,Black Comedy,Original Screenplay,Live Action,Fantasy,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,63555.0,63555.0,N/A
4259,"Jun 28, 2013","Jun 28, 2013",The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,43000000.0,3181.0,3184.0,21400.0,39115043.0,159581587.0,179799176.0,70146187.0,229727774.0,tt11067026
4260,"Aug 7, 2013","Aug 7, 2013",We're the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3260.0,3445.0,31564.0,26419396.0,150394119.0,169447735.0,117422157.0,267816276.0,tt1723121
4261,"Dec 13, 2013","Dec 12, 2013",American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,40000000.0,6.0,2629.0,23147.0,740455.0,150098456.0,168771534.0,107760487.0,257858943.0,tt1800241
4262,"Feb 8, 2013","Feb 7, 2013",Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3141.0,3230.0,25197.0,34551025.0,134506920.0,151547767.0,40854658.0,175361578.0,tt2024432
4263,"Dec 18, 2013","Dec 18, 2013",Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,50000000.0,3507.0,3507.0,18686.0,26232425.0,127413176.0,143452488.0,44833047.0,172246223.0,tt1229340
4264,"Dec 25, 2013","Dec 25, 2013",Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,40000000.0,2.0,3285.0,21035.0,90872.0,125095601.0,140255859.0,24709031.0,149804632.0,tt1091191
4265,"Dec 25, 2013","Dec 25, 2013",The Wolf of Wall Street,Paramount Pictures,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,100000000.0,2537.0,2557.0,17000.0,18410067.0,116949183.0,131468982.0,272969720.0,389918903.0,tt0993846
