,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
154,"Jul 2, 2014","Jul 2, 2014",Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,13000000,3230,3230,12853,8364199,38934842,43652768,3239703,42174545,tt2183034,2014-07-02 00:00:00,2014,0
127,"Nov 1, 2013","Oct 31, 2013",Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,55000000,3736,3736,19452,15805237,55750480,62808856,54636592,110387072,tt1621039,2013-11-01 00:00:00,2013,0
1189,"Jan 20, 2012","Jan 20, 2012",Haywire,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,23000000,2439,2441,6693,8425370,18942396,21798025,17432304,36374700,tt1506999,2012-01-20 00:00:00,2012,0
489,"Sep 21, 2012","Sep 21, 2012",House at the End of the Street,Relativity,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,6900000,3083,3083,12536,12287234,31611916,36377529,12492066,44103982,tt1582507,2012-09-21 00:00:00,2012,0
1158,"Nov 11, 2011","Nov 11, 2011",Immortals,Relativity,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,75000000,3112,3120,16232,32206425,83504017,96452400,128058418,211562435,tt1253864,2011-11-11 00:00:00,2011,0
386,"Mar 18, 2011","Mar 18, 2011",Limitless,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,27000000,2756,2838,17098,18907302,79249455,91541614,76315464,155564919,tt1219289,2011-03-18 00:00:00,2011,0
1140,"Sep 23, 2011","Sep 23, 2011",Machine Gun Preacher,Relativity,Drama,Based on Real Life Events,Live Action,Dramatization,30000000,4,93,263,45130,538690,622239,3183298,3721988,tt1586752,2011-09-23 00:00:00,2011,0
786,"Sep 30, 2016","Sep 23, 2016",Masterminds,Relativity,Comedy,Based on Real Life Events,Live Action,Historical Fiction,25000000,3042,3042,8906,6541205,17356894,18380245,13493772,30850666,tt1984204,2016-09-30 00:00:00,2016,0
101,"Mar 30, 2012","Mar 15, 2012",Mirror Mirror,Relativity,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,85000000,3603,3618,19475,18132085,64935167,74724385,108678315,173613482,tt1667353,2012-03-30 00:00:00,2012,0
1289,"Jan 25, 2013","Feb 8, 2012",Movie 43,Relativity,Comedy,Compilation,Multiple Production Methods,Multiple Creative Types,10000000,2023,2023,4959,4805878,8840453,9960456,22324294,31164747,tt1333125,2013-01-25 00:00:00,2013,0
1351,"Apr 11, 2014","Apr 11, 2014",Oculus,Relativity,Horror,Based on Short Film,Live Action,Contemporary Fiction,5000000,2648,2648,8894,12005402,27695246,31051209,16420250,44115496,tt2388715,2014-04-11 00:00:00,2014,0
1287,"Dec 4, 2013","Dec 4, 2013",Out of the Furnace,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,22000000,2101,2101,4607,5220288,11330849,12765568,4103526,15434375,tt1206543,2013-12-04 00:00:00,2013,0
582,"Aug 16, 2013","Aug 16, 2013",Paranoia,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,2459,2459,5713,3528376,7388654,8324727,8952113,16340767,tt12398104,2013-08-16 00:00:00,2013,0
545,"Feb 14, 2013","Feb 13, 2013",Safe Haven,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,28000000,3223,3223,17613,21401594,71399120,80444760,22651831,94050951,tt11531830,2013-02-14 00:00:00,2013,0
418,"Jan 7, 2011","Jan 7, 2011",Season of the Witch,Relativity,Action,Original Screenplay,Live Action,Fantasy,40000000,2816,2827,10225,10612375,24827228,28678101,66299372,91126600,tt0479997,2011-01-07 00:00:00,2011,0
1116,"Mar 4, 2011","Mar 4, 2011",Take Me Home Tonight,Relativity,Comedy,Original Screenplay,Live Action,Historical Fiction,19000000,2003,2003,4572,3464679,6928068,8002652,648536,7576604,tt0810922,2011-03-04 00:00:00,2011,0
636,"Oct 17, 2014","Oct 17, 2014",The Best of Me,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,26000000,2936,2936,11060,10003827,26766213,30008691,14293205,41059418,tt1972779,2014-10-17 00:00:00,2014,0
1529,"Sep 9, 2016","Sep 9, 2016",The Disappointments Room,Relativity,Horror,Based on Real Life Events,Live Action,Contemporary Fiction,15000000,1554,1554,3162,1402822,2423467,2566348,1080294,3503761,tt2364897,2016-09-09 00:00:00,2016,0
1266,"Sep 13, 2013","Sep 13, 2013",The Family,Relativity,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000,3091,3091,13485,14034764,36918811,41596091,43670131,80588942,tt10467342,2013-09-13 00:00:00,2013,0
1357,"Aug 27, 2014","Aug 27, 2014",The November Man,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,2776,2776,10424,7911597,25018119,28049688,9802216,34820335,tt2402157,2014-08-27 00:00:00,2014,0
1193,"Apr 27, 2012","Apr 12, 2012",The Raven,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,26000000,2203,2209,7207,7289642,16008272,18421575,14593529,30601801,tt11327424,2012-04-27 00:00:00,2012,0
1086,"Dec 3, 2010","Dec 3, 2010",The Warrior's Way,Relativity,Western,Original Screenplay,Live Action,Historical Fiction,42000000,1622,1622,3699,3048665,5666340,6577833,2847985,8514325,tt1032751,2010-12-03 00:00:00,2010,0
1569,"Apr 22, 2016","Apr 22, 2016",A Hologram for the King,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,401,523,1931,1138578,4212494,4460856,7633516,11846010,tt2980210,2016-04-22 00:00:00,2016,0
1361,"Jul 25, 2014","Jul 25, 2014",A Most Wanted Man,Roadside Attractions,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,361,808,4570,2686526,17237855,19326647,18831035,36068890,tt1972571,2014-07-25 00:00:00,2014,0
1125,"Dec 21, 2011","Dec 21, 2011",Albert Nobbs,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,7500000,0,245,1174,0,3014696,3469167,5524307,8539003,tt1602098,2011-12-21 00:00:00,2011,0
584,"Oct 18, 2013","Oct 18, 2013",All is Lost,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,8500000,6,483,2438,93583,6263670,7056012,4123144,10386814,tt2017038,2013-10-18 00:00:00,2013,0
1200,"Sep 14, 2012","Sep 14, 2012",Arbitrage,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,12000000,197,256,1849,2002165,7919574,9113385,27911139,35830713,tt1764183,2012-09-14 00:00:00,2012,0
1694,"Dec 7, 2018","Dec 7, 2018",Ben is Back,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000,4,598,1535,80733,3703182,3716963,8913813,12616995,tt7545524,2018-12-07 00:00:00,2018,0
1637,"Feb 24, 2017","Feb 24, 2017",Bitter Harvest,Roadside Attractions,Drama,Original Screenplay,Live Action,Historical Fiction,21000000,127,127,261,219357,557241,569038,48921,606162,tt3182620,2017-02-24 00:00:00,2017,0
1174,"Jan 28, 2011","Jan 28, 2011",Biutiful,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,35000000,59,191,1392,456930,5101237,5892472,19586287,24687524,tt1164999,2011-01-28 00:00:00,2011,0
518,"Apr 13, 2012","Apr 13, 2012",Blue Like Jazz,Roadside Attractions,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,1200000,136,136,346,261190,595018,684719,0,595018,tt1758575,2012-04-13 00:00:00,2012,0
1144,"Aug 26, 2011","Aug 26, 2011",Circumstance,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,900000,7,31,191,43318,454121,524557,504857,958978,tt1684628,2011-08-26 00:00:00,2011,0
77,"May 13, 2011","May 13, 2011",Everything Must Go,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,5000000,218,245,997,791676,2712131,3132793,108879,2821010,tt1531663,2011-05-13 00:00:00,2011,0
259,"Jan 19, 2018","Jan 19, 2018",Forever My Girl,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,3500000,1114,1427,6029,4245630,16376066,16465943,0,16376066,tt4103724,2018-01-19 00:00:00,2018,0
808,"Jun 10, 2016","Jun 10, 2016",Genius,Roadside Attractions,Drama,Based on Factual Book/Article,Live Action,Dramatization,17000000,16,152,587,98274,1361045,1441289,5904238,7265283,tt1703957,2016-06-10 00:00:00,2016,0
131,"Oct 4, 2013","Oct 4, 2013",Grace Unplugged,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000,511,511,1669,998145,2507159,2824788,0,2507159,tt2349460,2013-10-04 00:00:00,2013,0
1506,"Mar 11, 2016","Mar 11, 2016","Hello, My Name is Doris",Roadside Attractions,Drama,Based on Short Film,Live Action,Contemporary Fiction,1000000,4,979,5140,84986,14444999,15296669,217704,14662703,tt3766394,2016-03-11 00:00:00,2016,0
251,"Mar 16, 2018","Mar 16, 2018",I Can Only Imagine,Roadside Attractions,Drama,Based on Song,Live Action,Dramatization,7000000,1627,2894,16927,17108914,83482352,83940536,2301215,85783567,tt6450186,2018-03-16 00:00:00,2018,0
1388,"Apr 11, 2014","Apr 11, 2014",Joe,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,4000000,0,48,161,0,373375,418612,0,373375,tt2382396,2014-04-11 00:00:00,2014,0
727,"May 8, 2015","May 8, 2015",Maggie,Roadside Attractions,Drama,Original Screenplay,Live Action,Science Fiction,4500000,79,79,96,131175,187112,203306,840648,1027760,tt15127804,2015-05-08 00:00:00,2015,0
1494,"Nov 18, 2016","Nov 17, 2016",Manchester by the Sea,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,8500000,4,1213,10502,256498,47695371,49781192,30038496,77733867,tt4034228,2016-11-18 00:00:00,2016,0
1121,"Oct 21, 2011","Oct 5, 2011",Margin Call,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,3400000,56,199,1431,561906,5353586,6183485,15079641,20433227,tt1615147,2011-10-21 00:00:00,2011,0
1448,"Jan 23, 2015","Nov 13, 2014",Mommy,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,4900000,10,83,89,26718,3498695,3801666,14037309,17536004,tt3612616,2015-01-23 00:00:00,2015,0
567,"Apr 26, 2013","Apr 26, 2013",Mud,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000,363,960,5914,2215460,21590086,24325360,9966873,31556959,tt1935179,2013-04-26 00:00:00,2013,0
293,"Feb 22, 2019","Feb 22, 2019",Run the Race,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,1500000,853,1075,3722,2161480,6424420,6424420,0,6424420,tt3201736,2019-02-22 00:00:00,2019,0
1625,"Sep 22, 2017","Sep 22, 2017",Stronger,Roadside Attractions,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,574,645,1932,1611040,4211129,4300327,4575158,8786287,tt12198224,2017-09-22 00:00:00,2017,0
428,"Apr 15, 2011","Apr 15, 2011",The Conspirator,Roadside Attractions,Drama,Based on Real Life Events,Live Action,Dramatization,25000000,707,849,3794,3506602,11538204,13327855,4369207,15907411,tt0968264,2011-04-15 00:00:00,2011,0
1137,"Jul 29, 2011","Jul 29, 2011",The Future,Roadside Attractions,Drama,Original Screenplay,Live Action,Science Fiction,1000000,1,31,269,27137,568662,656864,670512,1239174,tt1235170,2011-07-29 00:00:00,2011,0
1380,"Nov 14, 2014","Jun 4, 2014",The Homesman,Roadside Attractions,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,16000000,4,222,863,45433,2429989,2718999,5787582,8217571,tt2398231,2014-11-14 00:00:00,2014,0
447,"Apr 1, 2011","Apr 1, 2011",The Last Godfather,Roadside Attractions,Comedy,Original Screenplay,Live Action,Historical Fiction,13400000,58,58,79,101779,164247,189722,0,164247,tt1584131,2011-04-01 00:00:00,2011,0
974,"Aug 9, 2019","Aug 9, 2019",The Peanut Butter Falcon,Roadside Attractions,Adventure,Original Screenplay,Live Action,Contemporary Fiction,6200000,17,1490,7947,204793,20457158,20457158,2762921,23220079,tt4364194,2019-08-09 00:00:00,2019,0
1631,"May 12, 2017","May 12, 2017",The Wall,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3000000,540,540,1154,897955,1803064,1841252,2692198,4495262,tt10597306,2017-05-12 00:00:00,2017,0
1021,"Jun 11, 2010","Jun 11, 2010",Winter's Bone,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2000000,4,141,2125,84797,6531503,7581146,9600048,16131551,tt1399683,2010-06-11 00:00:00,2010,0
108,"Jul 13, 2012","Jul 13, 2012",2016: Obama's America,Rocky Mountain Pictures,Documentary,Based on Factual Book/Article,Live Action,Factual,2500000,1,2017,9022,31610,33349941,38377570,0,33349941,tt2247692,2012-07-13 00:00:00,2012,0
519,"Jun 1, 2012","Jun 1, 2012",Hardflip,Rocky Mountain Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000,22,22,36,49879,96734,111312,0,96734,tt1907639,2012-06-01 00:00:00,2012,0
83,"Jul 16, 2010","Jul 16, 2010",Standing Ovation,Rocky Mountain Pictures,Musical,Original Screenplay,Live Action,Contemporary Fiction,5600000,625,625,699,343125,531806,617402,0,531806,tt1303803,2010-07-16 00:00:00,2010,0
85,"Mar 25, 2011","Mar 25, 2011",The 5th Quarter,Rocky Mountain Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,6000000,123,123,242,202342,408159,471465,0,408159,tt1130964,2011-03-25 00:00:00,2011,0
1535,"Oct 21, 2016","Sep 16, 2016",31,Saban Films,Horror,Original Screenplay,Live Action,Historical Fiction,1500000,14,538,20,11842,779820,825792,142907,922727,tt3835080,2016-10-21 00:00:00,2016,0
720,"Sep 11, 2015","Sep 11, 2015",90 Minutes in Heaven,Samuel Goldwyn Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,5000000,877,899,2487,2035273,4816142,5233190,0,4816142,tt4337690,2015-09-11 00:00:00,2015,0
1032,"Dec 17, 2010","Dec 17, 2010",Casino Jack,Samuel Goldwyn Films,Thriller/Suspense,Based on Real Life Events,Live Action,Historical Fiction,12500000,7,60,414,34528,2039869,2363463,232317,2272186,tt1194417,2010-12-17 00:00:00,2010,0
586,"Apr 19, 2013","Apr 19, 2013",Home Run,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,1200000,381,381,1147,1582466,2859955,3222277,0,2859955,tt1669617,2013-04-19 00:00:00,2013,0
513,"Aug 17, 2012","Aug 17, 2012",Robot & Frank,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Science Fiction,2500000,2,209,1098,35539,3317468,3817119,1616888,4934356,tt1990314,2012-08-17 00:00:00,2012,0
1394,"Oct 17, 2014","Oct 17, 2014",Rudderless,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,18,18,26,37440,56001,62783,528498,584499,tt1798243,2014-10-17 00:00:00,2014,0
1708,"Apr 6, 2018","Oct 13, 2017",Sweet Country,Samuel Goldwyn Films,Western,Original Screenplay,Live Action,Contemporary Fiction,4000000,0,7,11,0,85556,86022,2205989,2291545,tt6958212,2018-04-06 00:00:00,2018,0
434,"Feb 25, 2011","Feb 25, 2011",The Grace Card,Samuel Goldwyn Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,200000,352,352,1108,1010299,2430735,2807751,0,2430735,tt1544600,2011-02-25 00:00:00,2011,0
441,"May 6, 2011","May 6, 2011",There Be Dragons,Samuel Goldwyn Films,Drama,Based on Real Life Events,Live Action,Dramatization,36000000,259,259,478,705537,1069334,1235189,2951656,4020990,tt1316616,2011-05-06 00:00:00,2011,0
1055,"Oct 29, 2010","Oct 29, 2010",Welcome to the Rileys,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000,10,11,52,42145,152857,177457,203062,355919,tt1183923,2010-10-29 00:00:00,2010,0
215,"Dec 2, 2016","Dec 2, 2016",Believe,Smith Global Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,3500000,638,638,1077,477387,890303,942747,0,890303,tt2009606,2016-12-02 00:00:00,2016,0
1132,"Sep 23, 2011","Sep 23, 2011",Red State,Smodshow Productions,Horror,Original Screenplay,Live Action,Contemporary Fiction,4000000,2,2,5,102566,1065429,1230683,918167,1983596,tt0873886,2011-09-23 00:00:00,2011,0
1231,"Mar 16, 2012","Mar 14, 2012",21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,42000000,3121,3148,22744,36302612,138447667,159319166,64364762,202812429,tt1232829,2012-03-16 00:00:00,2012,1
1396,"Jun 13, 2014","Jun 5, 2014",22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,50000000,3306,3426,22821,57071445,191719337,214950932,139614539,331333876,tt2294449,2014-06-13 00:00:00,2014,1
1098,"Aug 12, 2011","Aug 12, 2011",30 Minutes or Less,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,2888,2888,10234,13330118,37053924,42801245,4093011,41146935,tt1622547,2011-08-12 00:00:00,2011,0
278,"Nov 22, 2019","Nov 22, 2019",A Beautiful Day in the Neighborhood,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,3235,3491,18087,13251238,61696436,61696436,6709902,68406338,tt3224458,2019-11-22 00:00:00,2019,0
282,"Jan 11, 2019","Jan 9, 2019",A Dog's Way Home,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,61000000,3090,3090,16257,11251263,41952715,41952715,39199790,81152505,tt7616798,2019-01-11 00:00:00,2019,1
1342,"Feb 14, 2014","Feb 14, 2014",About Last Night,Sony Pictures,Romantic Comedy,Based on Play,Live Action,Contemporary Fiction,13000000,2253,2253,8450,25649011,48637684,54531349,1808176,50445860,tt1826590,2014-02-14 00:00:00,2014,0
550,"May 31, 2013","May 31, 2013",After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,130000000,3401,3401,11927,27520040,60522097,68189715,190977568,251499665,tt1815862,2013-05-31 00:00:00,2013,0
236,"Aug 25, 2017","Aug 23, 2017",All Saints,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,2000000,846,846,3910,1514278,5802208,5925109,146572,5948780,tt4663548,2017-08-25 00:00:00,2017,0
1607,"Dec 25, 2017","Dec 25, 2017",All the Money in the World,Sony Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,50000000,2074,2123,6584,5584684,25106325,25443613,31784324,56890649,tt5294550,2017-12-25 00:00:00,2017,0
707,"May 29, 2015","May 27, 2015",Aloha,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,37000000,2815,2815,8228,9670235,21052030,22875039,4335061,25387091,tt1243974,2015-05-29 00:00:00,2015,0
918,"Aug 17, 2018","Aug 15, 2018",Alpha,Sony Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,51000000,2719,2881,13590,10352512,35851379,36048145,63773494,99624873,tt2121250,2018-08-17 00:00:00,2018,0
1317,"Dec 13, 2013","Dec 12, 2013",American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,40000000,6,2629,23147,740455,150098456,168771534,107760487,257858943,tt1800241,2013-12-13 00:00:00,2013,0
143,"Dec 19, 2014","Dec 18, 2014",Annie,Sony Pictures,Musical,Remake,Live Action,Contemporary Fiction,65000000,3116,3197,16131,15861939,85911262,95320160,53918363,139829625,tt1823664,2014-12-19 00:00:00,2014,0
431,"Oct 28, 2011","Oct 28, 2011",Anonymous,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,27500000,265,514,1699,1021768,4463292,5155578,11352217,15815509,tt12295472,2011-10-28 00:00:00,2011,0
53,"Nov 23, 2011","Nov 11, 2011",Arthur Christmas,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000,3376,3376,16380,12068931,46462469,53666324,102485095,148947564,tt1430607,2011-11-23 00:00:00,2011,0
1133,"Jul 29, 2011","Jul 29, 2011",Attack the Block,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,13000000,8,66,299,139506,1024175,1183023,5435008,6459183,tt1478964,2011-07-29 00:00:00,2011,0
1577,"Jun 28, 2017","Jun 28, 2017",Baby Driver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,34000000,3226,3226,21722,20553320,107825862,110109795,120278323,228104185,tt3890160,2017-06-28 00:00:00,2017,0
1093,"Jun 24, 2011","Jun 24, 2011",Bad Teacher,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000,3049,3049,17398,31603106,100292856,115848993,115156141,215448997,tt1284575,2011-06-24 00:00:00,2011,0
384,"Mar 11, 2011","Mar 11, 2011",Battle Los Angeles,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,70000000,3417,3417,15219,35573187,83552429,96512004,129911547,213463976,tt1217613,2011-03-11 00:00:00,2011,0
580,"Sep 20, 2013","Sep 20, 2013",Battle of the Year,Sony Pictures,Drama,Based on Movie,Live Action,Contemporary Fiction,20000000,2008,2008,5219,4603177,8888355,10014426,7835022,16723377,tt1532958,2013-09-20 00:00:00,2013,0
1571,"Nov 11, 2016","Nov 9, 2016",Billy Lynn's Long Halftime Walk,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,40000000,2,1176,2445,114129,1738477,1840977,28491925,30230402,tt2513074,2016-11-11 00:00:00,2016,0
1741,"Oct 25, 2019","Oct 23, 2019",Black and Blue,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,12000000,2062,2062,4393,8376846,22012729,22012729,717415,22730144,tt4472010,2019-10-25 00:00:00,2019,0
1745,"May 24, 2019","May 9, 2019",BrightBurn,Sony Pictures,Horror,Original Screenplay,Live Action,Super Hero,7000000,2607,2607,6629,7845658,17259427,17259427,15924215,33183642,tt7752126,2019-05-24 00:00:00,2019,0
1128,"Sep 9, 2011","Sep 9, 2011",Bucky Larson: Born to Be a Star,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,1500,1500,3000,1415023,2529395,2921719,0,2529395,tt1411664,2011-09-09 00:00:00,2011,0
330,"Nov 24, 2010","Nov 24, 2010",Burlesque,Sony Pictures,Musical,Original Screenplay,Live Action,Contemporary Fiction,55000000,3037,3037,12355,11947744,39440655,45779152,51112020,90552675,tt1126591,2010-11-24 00:00:00,2010,0
536,"Oct 11, 2013","Oct 11, 2013",Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,55000000,3020,3143,23456,25718314,107136417,120696960,113511767,220648184,tt1535109,2013-10-11 00:00:00,2013,0
1267,"Oct 18, 2013","Oct 18, 2013",Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,30000000,3157,3157,11221,16101552,35266619,39734587,47142901,82409520,tt1939659,2013-10-18 00:00:00,2013,0
1479,"Mar 6, 2015","Mar 4, 2015",Chappie,Sony Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,49000000,3201,3201,10944,13346782,31569268,34303028,73432788,105002056,tt1823672,2015-03-06 00:00:00,2015,0
975,"Nov 15, 2019","Nov 13, 2019",Charlie's Angels,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,48000000,3452,3452,11022,8351109,17801306,17801306,55378697,73180003,tt5033998,2019-11-15 00:00:00,2019,0
119,"Sep 27, 2013","Sep 26, 2013",Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,78000000,4001,4001,29882,34017930,119793567,134958329,154599082,274392649,tt1985966,2013-09-27 00:00:00,2013,1
408,"Aug 26, 2011","Aug 26, 2011",Colombiana,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,2614,2614,11478,10408176,36665854,42352991,35629408,72295262,tt1657507,2011-08-26 00:00:00,2011,0
695,"Dec 25, 2015","Dec 24, 2015",Concussion,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,35000000,2841,2841,9796,10513749,34531832,37049232,15831958,50363790,tt2296697,2015-12-25 00:00:00,2015,0
345,"Dec 22, 2010","Dec 22, 2010",Country Strong,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000,2,1441,6856,30452,20218921,23355710,383066,20601987,tt1555064,2010-12-22 00:00:00,2010,0
411,"Sep 30, 2011","Sep 30, 2011",Courageous,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,1161,1214,9963,9112839,34522221,39874744,663663,35185884,tt1630036,2011-09-30 00:00:00,2011,0
316,"Feb 5, 2010","Feb 5, 2010",Dear John,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,2969,3062,17020,30468614,80014842,92894290,62018667,142033509,tt0989757,2010-02-05 00:00:00,2010,0
996,"Apr 16, 2010","Apr 16, 2010",Death at a Funeral,Sony Pictures,Black Comedy,Remake,Live Action,Contemporary Fiction,21000000,2459,2459,11386,16217540,42739347,49618813,6237886,48977233,tt1321509,2010-04-16 00:00:00,2010,0
1350,"Jul 2, 2014","Jul 2, 2014",Deliver Us from Evil,Sony Pictures,Horror,Based on Factual Book/Article,Live Action,Fantasy,30000000,3049,3049,8051,9740471,30577122,34282298,57379496,87956618,tt12763920,2014-07-02 00:00:00,2014,0
1491,"Aug 26, 2016","Aug 25, 2016",Don't Breathe,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,3051,3384,19498,26411706,89217875,94478118,69755810,158973685,tt3958034,2016-08-26 00:00:00,2016,0
323,"Sep 17, 2010","Sep 17, 2010",Easy A,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000,2856,2974,18355,17734040,58401464,67801954,17799257,76200721,tt1282140,2010-09-17 00:00:00,2010,0
315,"Aug 13, 2010","Aug 13, 2010",Eat Pray Love,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,60000000,3082,3108,17998,23104523,80574010,93543468,126024779,206598789,tt0879870,2010-08-13 00:00:00,2010,0
1324,"Aug 9, 2013","Aug 9, 2013",Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,120000000,3284,3284,18976,29807393,93050117,104838746,193141974,286192091,tt1535108,2013-08-09 00:00:00,2013,0
958,"Jan 4, 2019","Jan 2, 2019",Escape Room,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,2717,2717,15143,18238172,57000756,57100848,98614971,155615727,tt5159414,2019-01-04 00:00:00,2019,0
1261,"Apr 5, 2013","Apr 3, 2013",Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,17000000,3025,3025,12938,25775847,54239856,61111572,44802091,99041947,tt1288558,2013-04-05 00:00:00,2013,0
857,"Sep 29, 2017","Sep 27, 2017",Flatliners,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,20000000,2552,2552,8089,6574326,16883115,17240732,28290623,45173738,tt2039338,2017-09-29 00:00:00,2017,0
