,tconst,title,released_date,actor,dombox,adj_dombox,CRev,WICAR
6981,tt5738152,Stronger,2017-09-01 00:00:00, Angela Sweet,4211129,4300327,0,0
2641,tt4354930,Creed,2016-10-07 00:00:00, Angelica Cabrera,109767581,118986028,0,0
1199,tt1243957,The Tourist,2010-12-10 00:00:00, Angelina Jolie,67631157,78441165,0,0
68,tt1302011,Kung Fu Panda 2,2011-05-26 00:00:00, Angelina Jolie,165249063,190880376,165249063,16396499.45
6124,tt3707106,By the Sea,2015-12-09 00:00:00, Angelina Jolie,538460,585086,165787523,1823383.853
3037,tt4052882,The Shallows,2016-06-24 00:00:00, Angelo Josue Lozano Corzo,55121623,58371560,0,0
6706,tt8282116,Silence,2018-10-06 00:00:00, Angie Braley,7100177,7262295,0,0
5192,tt1728973,The Family,2013-11-12 00:00:00, Angie Stevenson,36918811,41596091,0,0
361,tt1762399,Walking with Dinosaurs 3D,2013-12-20 00:00:00, Angourie Rice,36076121,40620542,0,0
6634,tt3799694,The Nice Guys,2016-05-20 00:00:00, Angourie Rice,36261763,38399737,36261763,6442406.82
7088,tt2130270,The Mule,2014-11-21 00:00:00, Angus Sampson,103804407,104249942,0,0
2732,tt3195644,Insidious: Chapter 3,2015-06-05 00:00:00, Angus Sampson,52218558,56740448,52218558,11899334.4
3654,tt5726086,Insidious: The Last Key,2018-01-05 00:00:00, Angus Sampson,67745330,68117149,119963888,20975841.02
5391,tt2553908,Cinco de Mayo: La batalla,2013-05-03 00:00:00, Angélica Aragón,173472,195447,0,0
3859,tt5961976,Knives Out,2016-07-26 00:00:00, Ania Konczal,165364060,165364060,0,0
4221,tt1405500,For Colored Girls,2010-11-05 00:00:00, Anika Noni Rose,37729698,43802470,0,0
3401,tt5001718,"Everything, Everything",2017-05-19 00:00:00, Anika Noni Rose,34121140,34843889,34121140,2993067.274
1670,tt1013860,Dylan Dog: Dead of Night,2011-04-29 00:00:00, Anita Briem,1186538,1370574,0,0
516,tt2372760,Hemma,, Anita Wall,177397510,192759330,0,0
1703,tt6389692,Restless,, Anja Kunzmann,163753,189145,0,0
4337,tt7016298,Animal Kingdom,, Anja Mahler,1044039,1211923,0,0
2705,tt2327665,Joy,2012-03-29 00:00:00, Anja Naucler,56451232,60561945,0,0
796,tt4902904,The Resurrection of Gavin Stone,2017-01-20 00:00:00, Anjelah Johnson-Reyes,2303792,2352581,0,0
3568,tt1105355,Good Ol' Boy,2017-02-03 00:00:00, Anjul Nigam,35312,36054,0,0
3994,tt4364194,The Peanut Butter Falcon,2019-08-23 00:00:00, Ann Owens,20457158,20457158,0,0
3383,tt2568862,Going in Style,2017-04-07 00:00:00, Ann-Margret,45018541,45972107,0,0
6391,tt6782090,The Witch,, Anna Enjaeva,25138705,26620865,0,0
93,tt1302067,Yogi Bear,2010-12-17 00:00:00, Anna Faris,100246011,116179962,0,0
4565,tt0810922,Take Me Home Tonight,2011-03-04 00:00:00, Anna Faris,6928068,8002652,6928068,687422.5724
5063,tt1645170,The Dictator,2012-05-16 00:00:00, Anna Faris,59650222,68642713,66578290,7444266.623
333,tt1985966,Cloudy with a Chance of Meatballs 2,2013-09-27 00:00:00, Anna Faris,119793567,134958329,186371857,19112952.85
754,tt4877122,The Emoji Movie,2017-07-28 00:00:00, Anna Faris,86089513,87913036,272461370,17955981.32
3681,tt1563742,Overboard,2018-05-04 00:00:00, Anna Faris,50316123,50592283,322777493,28077369.07
1432,tt1219289,Limitless,2011-03-18 00:00:00, Anna Friel,79249455,91541614,0,0
3746,tt2168766,Adrift,, Anna Grace Conover,31445011,31617590,0,0
4840,tt1259521,The Cabin in the Woods,2012-04-13 00:00:00, Anna Hutchison,42073277,48415977,0,0
4507,tt1306980,50/50,2011-09-30 00:00:00, Anna Kendrick,35016118,40447363,0,0
285,tt1623288,ParaNorman,2012-08-17 00:00:00, Anna Kendrick,56003051,64445720,56003051,6919806.494
4843,tt1855199,End of Watch,2012-09-21 00:00:00, Anna Kendrick,41003371,47182088,97006422,7261433.36
5389,tt2265398,Drinking Buddies,2013-07-25 00:00:00, Anna Kendrick,343706,387248,97350128,1026588.634
6625,tt2823054,Mike and Dave Need Wedding Dates,2016-07-08 00:00:00, Anna Kendrick,46009673,48722379,143359801,8346491.758
6586,tt2140479,The Accountant,2016-10-14 00:00:00, Anna Kendrick,86260045,91330659,229619846,32662208.76
3330,tt3315656,Split,2017-03-18 00:00:00, Anna Mouglalis,138141585,141067655,0,0
6688,tt2619946,Silence,2015-10-04 00:00:00, Anna Rizzo,7100177,7262295,0,0
3911,tt5159414,Escape Room,2017-09-29 00:00:00, Annabelle Stephenson,57000756,57100848,0,0
5555,tt3322940,Annabelle,2014-10-03 00:00:00, Annabelle Wallis,84273813,94485693,0,0
3361,tt2345759,The Mummy,2017-06-09 00:00:00, Annabelle Wallis,80101125,81797802,80101125,17154242.41
3095,tt4361050,Ouija: Origin of Evil,2016-10-21 00:00:00, Annalise Basso,35144505,37216604,0,0
4556,tt2877476,Win Win,2013-04-19 00:00:00, Anne Comte,10179275,11758152,0,0
6516,tt3716530,Elle,2016-11-11 00:00:00, Anne Consigny,2339735,2423901,0,0
1069,tt0817230,Valentine's Day,2010-02-12 00:00:00, Anne Hathaway,110485654,128269779,0,0
4227,tt0758752,Love & Other Drugs,2010-11-24 00:00:00, Anne Hathaway,32367005,37570464,32367005,3227278.284
16,tt1436562,Rio,2011-04-15 00:00:00, Anne Hathaway,143619809,165896275,175986814,14527602.61
1720,tt1345836,The Dark Knight Rises,2012-07-20 00:00:00, Anne Hathaway,448139099,515697750,624125913,56932513.72
1750,tt1707386,Les Misérables,2012-12-25 00:00:00, Anne Hathaway,148809770,170153201,772935683,30478928.69
26,tt2357291,Rio 2,2014-04-11 00:00:00, Anne Hathaway,131538435,147477603,904474118,23884921.37
2366,tt0816692,Interstellar,2014-11-07 00:00:00, Anne Hathaway,188017894,210620597,1092492012,49179371.69
2662,tt2361509,The Intern,2015-09-25 00:00:00, Anne Hathaway,75764672,82320306,1168256684,27577481.21
3621,tt5164214,Ocean's Eight,2018-06-08 00:00:00, Anne Hathaway,140218711,140988302,1308475395,44188508.67
7520,tt6476140,Serenity,2019-01-25 00:00:00, Anne Hathaway,8547045,8547045,1317022440,27000603.48
4569,tt1477837,Cedar Rapids,2011-03-18 00:00:00, Anne Heche,6861102,7925305,0,0
4881,tt1675434,Intouchables,2011-11-02 00:00:00, Anne Le Ny,13182281,15169042,0,0
7428,tt2181875,Crawl,2013-01-30 00:00:00, Anne Marivin,39014193,39014193,0,0
2864,tt3077214,Suffragette,2015-10-12 00:00:00, Anne-Marie Duff,4702420,5108688,0,0
6038,tt1772288,Danny Collins,2015-04-10 00:00:00, Annette Bening,5637066,6125210,0,0
7564,tt3444266,Don't Let Go,, Annie Kirkman,5215062,5215063,0,0
2,tt1979376,Toy Story 4,2019-06-21 00:00:00, Annie Potts,434038008,434038008,0,0
2098,tt2140373,Saving Mr. Banks,2013-12-20 00:00:00, Annie Rose Buckley,83299761,93718827,0,0
7650,tt2106476,Jagten,2013-01-10 00:00:00, Annika Wedderkopp,5812500,5812500,0,0
6694,tt3425108,Silence,2013-12-26 00:00:00, Anoop Menon,7100177,7262295,0,0
2379,tt2582846,The Fault in Our Stars,2014-06-06 00:00:00, Ansel Elgort,124872350,140003757,0,0
2631,tt2908446,Insurgent,2015-03-20 00:00:00, Ansel Elgort,130179072,141451990,130179072,29664632.37
7560,tt3864056,The Goldfinch,2019-09-13 00:00:00, Ansel Elgort,5332621,5332622,135511693,9174320.25
3043,tt3628584,Barbershop: The Next Cut,2016-04-15 00:00:00, Anthony Anderson,54030051,57215641,0,0
4080,tt13570012,The Photograph,, Anthony Barboza,20578185,20578185,0,0
4417,tt0780653,The Wolfman,2010-02-12 00:00:00, Anthony Hopkins,62189884,72200173,0,0
1525,tt1161864,The Rite,2011-01-28 00:00:00, Anthony Hopkins,33047633,38173558,33047633,3279083.664
1386,tt0800369,Thor,2011-05-06 00:00:00, Anthony Hopkins,181030624,209109774,214078257,22805079.94
2402,tt1959490,Noah,2014-03-28 00:00:00, Anthony Hopkins,101200044,113462960,315278301,14631669.38
3566,tt2126235,Collide,2017-02-24 00:00:00, Anthony Hopkins,2280004,2328298,317558305,3556762.95
3342,tt3371366,Transformers: The Last Knight,2017-06-21 00:00:00, Anthony Hopkins,130168683,132925871,447726988,55903286.87
5178,tt1980209,Pain & Gain,2013-04-26 00:00:00, Anthony Mackie,49875291,56194054,0,0
6036,tt1018765,Our Brand Is Crisis,2015-10-30 00:00:00, Anthony Mackie,7002261,7608617,7002261,1276514.109
6434,tt1712261,Triple 9,2016-02-26 00:00:00, Anthony Mackie,12639297,13384500,19641558,3843296.883
6931,tt5390504,Detroit,2017-08-04 00:00:00, Anthony Mackie,16790139,17145780,36431697,6877700.713
3729,tt6802308,The 15:17 to Paris,2018-02-09 00:00:00, Anthony Sadler,36276286,36475386,0,0
7704,tt1740007,Kanenas,2011-03-03 00:00:00, Antinoos Albanis,27268035,27268035,0,0
6053,tt3612616,Mommy,2014-10-08 00:00:00, Antoine Olivier Pilon,3498695,3801666,0,0
6998,tt10826100,Friend Request,2020-01-25 00:00:00, Antoinette Bailey,3759078,3838700,0,0
1677,tt1321860,The Beaver,2011-05-19 00:00:00, Anton Yelchin,970816,1121395,0,0
1641,tt1758692,Like Crazy,2012-01-27 00:00:00, Anton Yelchin,3395391,3921936,3395391,421114.6714
5775,tt1798243,Rudderless,2015-02-21 00:00:00, Anton Yelchin,56001,62783,3451392,64947.64604
7292,tt5649108,Thoroughbreds,2018-03-09 00:00:00, Anton Yelchin,3072605,3089466,6523997,826910.6108
4084,tt2150674,The Photograph,, Antoni Pawlicki,20578185,20578185,0,0
3830,tt5259496,Indivisibili,2016-09-29 00:00:00, Antonia Truppo,3511417,3530685,0,0
561,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015-02-06 00:00:00, Antonio Banderas,162994032,177108573,0,0
1004,tt6673612,Dolittle,2020-01-17 00:00:00, Antonio Banderas,77047065,77047065,77047065,20197425.81
7366,tt1604115,Veijarit,2010-12-25 00:00:00, Antti Luusuaniemi,104963598,104963598,0,0
6486,tt4520364,Morgan,2016-09-02 00:00:00, Anya Taylor-Joy,3915251,4146091,0,0
3336,tt4972582,Split,2017-01-20 00:00:00, Anya Taylor-Joy,138141585,141067655,138141585,46225049.19
7291,tt5649108,Thoroughbreds,2018-03-09 00:00:00, Anya Taylor-Joy,3072605,3089466,141214190,20199225.42
4076,tt4682266,The New Mutants,2020-08-28 00:00:00, Anya Taylor-Joy,23855569,23855569,165069759,22556054.74
6141,tt3205376,Slow West,2015-04-16 00:00:00, Aorere Paki,229094,248932,0,0
5096,tt10869474,Safe,2019-10-18 00:00:00, Aparna Gopinath,17142080,19726307,0,0
3505,tt7232438,Puen Tee Raluek,2017-09-07 00:00:00, Apichaya Thongkham,8224288,8398483,0,0
2088,tt1876409,Oblivion,2013-07-01 00:00:00, April Washko,89107235,100396339,0,0
1328,tt3112992,My Name Is Khan,2013-08-09 00:00:00, Apu Biswas,4046336,4697651,0,0
4065,tt6483364,Teen Spirit,2019-04-19 00:00:00, Archie Madekwe,441366,441366,0,0
7739,tt9247314,Spiral,2020-09-17 00:00:00, Ari Cohen,23216862,23216862,0,0
4547,tt0770703,What's Your Number?,2011-09-30 00:00:00, Ari Graynor,14011084,16184300,0,0
4519,tt1366344,The Sitter,2011-12-09 00:00:00, Ari Graynor,30542576,35263728,30542576,3786413.962
6907,tt3521126,The Disaster Artist,2017-12-08 00:00:00, Ari Graynor,21120616,21516840,51663192,2716916.206
4866,tt2101477,The Raven,2010-10-31 00:00:00, Ari McKay Wilford,16008272,18421575,0,0
6032,tt2403021,The Green Inferno,2015-09-25 00:00:00, Ariel Levy,7192291,7815110,0,0
4865,tt2101477,The Raven,2010-10-31 00:00:00, Ariel Todd,16008272,18421575,0,0
5587,tt8844252,Wild,2020-02-12 00:00:00, Ariela Rosenzwieg,37880356,41843311,0,0
4756,tt1622979,Final Destination 5,2011-08-12 00:00:00, Arlen Escarpeta,42587643,49193295,0,0
5428,tt8870574,Redemption,2019-07-18 00:00:00, Arlete Guillermina Bombe,36686,41330,0,0
3798,tt6244938,Khorshid Nime Shab,2020-06-07 00:00:00, Arman Darvish,9561064,9613539,0,0
4768,tt1616195,J. Edgar,2011-11-11 00:00:00, Armie Hammer,37306030,43089611,0,0
283,tt1667353,Mirror Mirror,2012-03-30 00:00:00, Armie Hammer,64935167,74724385,64935167,8023469.745
2080,tt1210819,The Lone Ranger,2013-07-03 00:00:00, Armie Hammer,89302115,100615904,154237282,14581329.92
2743,tt1638355,The Man from U.N.C.L.E.,2015-08-14 00:00:00, Armie Hammer,45445109,49380442,199682391,10731004.63
6410,tt4196450,The Birth of a Nation,2016-10-07 00:00:00, Armie Hammer,15861566,16796756,215543957,7216237.283
7040,tt4158096,Free Fire,2017-04-21 00:00:00, Armie Hammer,1799322,1837432,217343279,2966706.351
3777,tt4669788,On the Basis of Sex,2019-01-11 00:00:00, Armie Hammer,24704837,24714028,242048116,11338028.79
7513,tt5461944,Hotel Mumbai,2019-03-29 00:00:00, Armie Hammer,9619500,9619500,251667616,13412818.43
5521,tt1211956,Escape Plan,2013-10-18 00:00:00, Arnold Schwarzenegger,25135965,28320064,0,0
7395,tt6450804,Terminator: Dark Fate,2019-11-01 00:00:00, Arnold Schwarzenegger,62253077,62253077,62253077,10444333.19
5904,tt9851050,Sisters,2019-04-04 00:00:00, Arpa Pawilai,87044645,93534326,0,0
677,tt4302938,Kubo and the Two Strings,2016-08-19 00:00:00, Art Parkinson,48023088,50854506,0,0
6718,tt2513074,Billy Lynn's Long Halftime Walk,2016-11-18 00:00:00, Arturo Castro,1738477,1840977,0,0
1652,tt13388966,A Better Life,, Arun Bannerjee,1759252,2032119,0,0
2143,tt1731141,Ender's Game,2013-11-01 00:00:00, Asa Butterfield,61737191,69558301,0,0
2980,tt1935859,Miss Peregrine's Home for Peculiar Children,2016-09-30 00:00:00, Asa Butterfield,87242834,92375385,87242834,15498017.87
3516,tt3922818,The Space Between Us,2017-02-03 00:00:00, Asa Butterfield,7885294,8052318,95128128,7716974.059
3866,tt0448115,Shazam!,2019-04-05 00:00:00, Asher Angel,140371656,140371660,0,0
7669,tt0783640,The Last Full Measure,2020-01-24 00:00:00, Asher Miles Fallica,2949212,2949212,0,0
2696,tt14392398,Joy,, Ashish Waded,56451232,60561945,0,0
1235,tt1320244,The Last Exorcism,2010-08-27 00:00:00, Ashley Bell,41034350,47639365,0,0
5273,tt2101441,Spring Breakers,2013-03-22 00:00:00, Ashley Benson,14124286,15913705,0,0
2386,tt11286002,Unbroken,2020-11-12 00:00:00, Ashley Cain-Gribble,115637895,127804753,0,0
240,tt1303803,Standing Ovation,2010-07-16 00:00:00, Ashley Cutrona,531806,617402,0,0
2001,tt1592873,LOL,2012-03-01 00:00:00, Ashley Greene,46000,52926,0,0
137,tt0808510,Tooth Fairy,2010-01-22 00:00:00, Ashley Judd,60022256,69683637,0,0
116,tt1564349,Dolphin Tale,2011-09-23 00:00:00, Ashley Judd,72286779,83497797,72286779,7172406.148
443,tt2978462,Dolphin Tale 2,2014-09-12 00:00:00, Ashley Judd,42024533,47116851,114311312,5829264.599
2323,tt1713561,Upside Down,2011-02-04 00:00:00, Ashley Lane Adams,102118,115050,0,0
2186,tt0795461,Scary Movie 5,2013-04-12 00:00:00, Ashley Tisdale,32015787,36071906,0,0
1226,tt1103153,Killers,2010-06-04 00:00:00, Ashton Kutcher,47059963,54634884,0,0
4474,tt1411238,No Strings Attached,2011-01-21 00:00:00, Ashton Kutcher,70662220,81622443,70662220,7011314.466
1467,tt1598822,New Year's Eve,2011-12-09 00:00:00, Ashton Kutcher,54544638,62973177,125206858,7514527.552
7095,tt3766354,The Equalizer 2,2018-07-20 00:00:00, Ashton Sanders,102084362,102644643,0,0
4045,tt5968394,Captive State,2019-03-15 00:00:00, Ashton Sanders,5958315,5958315,5958315,3050657.28
3262,tt6925204,Genius,2012-12-28 00:00:00, Ashwin Babu,1361045,1441289,0,0
6275,tt14078162,Vacation,, Ashwini Ekbote,58884188,63983287,0,0
5765,tt2884206,I Origins,2014-09-19 00:00:00, Astrid Bergès-Frisbey,336472,377236,0,0
3397,tt1972591,King Arthur: Legend of the Sword,2017-05-12 00:00:00, Astrid Bergès-Frisbey,39175066,40004862,39175066,8389627.635
446,tt2183034,Earth to Echo,2014-07-02 00:00:00, Astro,38934842,43652768,0,0
2997,tt1646127,Lights Out,2010-09-22 00:00:00, Audrey Bastien,67268835,71234975,0,0
4029,tt8692378,After,2018-10-10 00:00:00, Audrey Lingle,12138565,12138565,0,0
620,tt3614530,Jem and the Holograms,2015-10-23 00:00:00, Aurora Perrineau,2184640,2373823,0,0
2788,tt3622592,Paper Towns,2015-07-24 00:00:00, Austin Abrams,32000304,34771387,0,0
2066,tt2221640,Now You See Me,, Austin Hays,117723989,132638586,0,0
6162,tt7967156,Heist,2017-01-08 00:00:00, Austin Stiefelmaier,50136,54475,0,0
6860,tt5478478,Hostiles,2018-01-26 00:00:00, Ava Cooper,29819114,29984115,0,0
2304,tt2309788,The Gatekeepers,2013-03-14 00:00:00, Avi Dichter,2408553,2713687,0,0
2303,tt2309788,The Gatekeepers,2013-03-14 00:00:00, Avraham Shalom,2408553,2713687,0,0
986,tt8637428,The Farewell,2019-08-09 00:00:00, Awkwafina,17700478,17700478,0,0
963,tt7961060,Doragon bôru chô: Burorî,2019-01-16 00:00:00, Aya Hisakawa,30376755,30376755,0,0
5955,tt8474974,The Gift,2018-05-24 00:00:00, Ayushita,43787265,47579037,0,0
1296,tt11465448,Remember me,, B. Bat-Uugan,19068240,22137522,0,0
5031,tt6686996,Safe House,2016-10-23 00:00:00, B.J. Halsall,126181630,145203981,0,0
5548,tt9702034,Neighbors,, Babirye Bukilwa,150086800,168273569,0,0
5036,tt14071150,Flight,2021-04-02 00:00:00, Babita Ashiwal,93772375,107878007,0,0
4040,tt4807408,The Best of Enemies,2019-04-05 00:00:00, Babou Ceesay,10205616,10205616,0,0
4532,tt1270761,Don't Be Afraid of the Dark,2011-08-26 00:00:00, Bailee Madison,24046682,27776491,0,0
7196,tt1285009,The Strangers: Prey at Night,2018-03-09 00:00:00, Bailee Madison,24431472,24565563,24431472,2637707.242
3031,tt3197696,Fences,, Balu Perla,57682904,60028365,0,0
4195,tt1116184,Jackass 3D,2010-10-15 00:00:00, Bam Margera,117229692,136098657,0,0
3105,tt1686470,Inferno,2010-09-17 00:00:00, Bao Quyen Tang,34343574,36363844,0,0
2095,tt2226417,Insidious: Chapter 2,2013-09-13 00:00:00, Barbara Hershey,83586447,94176113,0,0
5206,tt5161028,Druzina,2018-02-27 00:00:00, Barbara Kastelec,36918811,41596091,0,0
2071,tt1535109,Captain Phillips,2013-10-11 00:00:00, Barkhad Abdi,107136417,120696960,0,0
2072,tt1535109,Captain Phillips,2013-10-11 00:00:00, Barkhad Abdirahman,107136417,120696960,0,0
1932,tt4851420,Gone,2016-06-30 00:00:00, Barrington Marson,11682205,13443335,0,0
3314,tt5013056,Dunkirk,2017-07-21 00:00:00, Barry Keoghan,190068280,194067644,0,0
4306,tt1194417,Casino Jack,2011-01-07 00:00:00, Barry Pepper,2039869,2363463,0,0
7431,tt8364368,Crawl,2019-07-12 00:00:00, Barry Pepper,39014193,39014193,39014193,4189117.075
5420,tt3279418,Redemption,, Barry Primus,36686,41330,0,0
5175,tt4741754,The Call,2014-09-20 00:00:00, Bayanbaatar Mandakh,51872378,58444153,0,0
737,tt7002100,Coco,2017-05-31 00:00:00, Bea Jugo C.,210460015,214433264,0,0
7460,tt1489887,Booksmart,2019-05-24 00:00:00, Beanie Feldstein,22680962,22680962,0,0
7234,tt5177088,The Girl in the Spider's Web,2018-11-09 00:00:00, Beau Gadsdon,14828555,14909934,0,0
2568,tt2910814,The Signal,2014-07-10 00:00:00, Beau Knapp,600896,673709,0,0
7633,tt5940342,Unhinged,2017-11-07 00:00:00, Becca Hirani,20831465,20831465,0,0
3502,tt6825024,The Promise,2019-04-14 00:00:00, Bekenya Jane Augustin,8224288,8398483,0,0
7199,tt4537896,White Boy Rick,2018-09-14 00:00:00, Bel Powley,24004833,24136582,0,0
2781,tt1666801,The Duff,2015-02-20 00:00:00, Bella Thorne,34030343,36977216,0,0
7570,tt6521876,Jay and Silent Bob Reboot,2019-11-29 00:00:00, Ben Affleck,4589490,4589490,0,0
6250,tt0372538,Spy,2011-08-09 00:00:00, Ben Curtis,110825712,120422719,0,0
3255,tt4950110,I'm Not Ashamed,2018-03-02 00:00:00, Ben Davies,2082980,2205783,0,0
5481,tt1783264,Elysium,2010-01-13 00:00:00, Ben Davis,93050117,104838746,0,0
5643,tt2870612,"As Above, So Below",2014-08-29 00:00:00, Ben Feldman,21222315,23793924,0,0
4774,tt0472399,The Mechanic,2011-01-28 00:00:00, Ben Foster,29121498,33638451,0,0
5386,tt2388637,Ain't Them Bodies Saints,2013-08-16 00:00:00, Ben Foster,391611,441219,391611,47375.52938
681,tt2025690,The Finest Hours,2016-01-29 00:00:00, Ben Foster,27569558,29195045,27961169,4906064.056
3059,tt0803096,Warcraft,2016-06-10 00:00:00, Ben Foster,47365290,50157925,75326459,18043367.93
6384,tt2582782,Hell or High Water,2016-08-26 00:00:00, Ben Foster,27007844,28600213,102334303,15284168.6
5422,tt5621712,Redemption,2020-08-07 00:00:00, Ben Hamilton,36686,41330,0,0
1146,tt0473075,Prince of Persia: The Sands of Time,2010-05-28 00:00:00, Ben Kingsley,90759676,105368643,0,0
2440,tt1528100,Exodus: Gods and Kings,2014-12-12 00:00:00, Ben Kingsley,65014513,72571492,65014513,6233843.695
636,tt3040964,The Jungle Book,2016-04-15 00:00:00, Ben Kingsley,364001123,385462455,429015636,82144667.62
3780,tt5208252,Operation Finale,2018-08-29 00:00:00, Ben Kingsley,17612099,17708762,446627735,32719971.82
3624,tt1677720,Ready Player One,2018-03-29 00:00:00, Ben Mendelsohn,137690172,138445880,0,0
1096,tt4532826,Robin Hood,2018-11-21 00:00:00, Ben Mendelsohn,105487148,122466699,105487148,62702949.89
1099,tt4532826,Robin Hood,2018-11-21 00:00:00, Ben Mendelsohn,30824628,30992814,136311776,47972231.11
1102,tt4532826,Robin Hood,2018-11-21 00:00:00, Ben Mendelsohn,105487148,122466699,241798924,87264732.22
1105,tt4532826,Robin Hood,2018-11-21 00:00:00, Ben Mendelsohn,30824628,30992814,272623552,60547863.66
3848,tt4154664,Captain Marvel,2019-03-08 00:00:00, Ben Mendelsohn,426829839,426829839,699453391,249537383.8
875,tt6921996,Johnny English Strikes Again,2018-10-26 00:00:00, Ben Miller,4412170,4436390,0,0
6216,tt1519461,Area 51,2015-05-15 00:00:00, Ben Rovner,7556,8207,0,0
1436,tt0471042,Tower Heist,2011-11-04 00:00:00, Ben Stiller,78046570,90146729,0,0
816,tt5028340,Mary Poppins Returns,2018-12-19 00:00:00, Ben Whishaw,171958438,172720328,0,0
6271,tt1355683,Black Mass,2015-09-18 00:00:00, Benedict Cumberbatch,62575678,67994442,0,0
5919,tt3397884,Sicario,2015-10-02 00:00:00, Benicio Del Toro,46889293,50947883,0,0
7504,tt6857272,The Kitchen,2017-04-23 00:00:00, Benjamin Borgogni,12180032,12180034,0,0
325,tt1690953,Despicable Me 2,2013-07-03 00:00:00, Benjamin Bratt,368065385,414695440,0,0
