,Unnamed: 0,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,primaryTitleLower
87,94,2010,2010,L'illusionniste,Sony Pictures Classics,Adventure,Original Screenplay,Hand Animation,Historical Fiction,17000000.0,3.0,206.0,935.0,38594.0,2231474.0,2578302.0,6378475.0,8609949.0,l'illusionniste,,,,,,,,
88,95,2010,2010,Flipped,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,14000000.0,45.0,442.0,1148.0,224233.0,1755212.0,2037734.0,2539423.0,4294635.0,flipped,tt0817177,movie,Flipped,Flipped,2010.0,\N,90,flipped
89,96,2010,2010,Flipped,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,14000000.0,45.0,442.0,1148.0,224233.0,1755212.0,2037734.0,2539423.0,4294635.0,flipped,tt2388050,movie,Flipped,Flipped,2015.0,\N,90,flipped
90,97,2010,2010,The Perfect Game,Slowhand Cinema,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,417.0,417.0,831.0,510000.0,1089445.0,1264804.0,2841922.0,3931367.0,the perfect game,,,,,,,,
91,98,2011,2011,Meek's Cutoff,Oscilloscope Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,2000000.0,2.0,45.0,358.0,20042.0,977772.0,1129428.0,892156.0,1869928.0,meek's cutoff,tt1518812,movie,Meek's Cutoff,Meek's Cutoff,2010.0,\N,104,meek's cutoff
92,99,2010,2010,Princess Kaiulani,Roadside Attractions,Drama,Based on Real Life Events,Live Action,Dramatization,9000000.0,33.0,47.0,223.0,186995.0,883887.0,1026158.0,0.0,883887.0,princess kaiulani,,,,,,,,
93,100,2010,2010,Standing Ovation,Rocky Mountain Pictures,Musical,Original Screenplay,Live Action,Contemporary Fiction,5600000.0,625.0,625.0,699.0,343125.0,531806.0,617402.0,0.0,531806.0,standing ovation,tt1303803,movie,Standing Ovation,Standing Ovation,2010.0,\N,105,standing ovation
94,101,2010,2010,I Want Your Money,Freestyle Releasing,Documentary,Based on Real Life Events,Live Action,Factual,400000.0,537.0,537.0,768.0,249428.0,433588.0,503379.0,0.0,433588.0,i want your money,tt1560957,movie,I Want Your Money,I Want Your Money,2010.0,\N,92,i want your money
95,102,2011,2011,The 5th Quarter,Rocky Mountain Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,6000000.0,123.0,123.0,242.0,202342.0,408159.0,471465.0,0.0,408159.0,the 5th quarter,tt1130964,movie,The 5th Quarter,The 5th Quarter,2010.0,\N,101,the 5th quarter
96,103,2010,2010,Les herbes folles,Sony Pictures Classics,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,14000000.0,5.0,23.0,215.0,39162.0,403952.0,468965.0,1500000.0,1903952.0,les herbes folles,,,,,,,,
97,104,2010,2015,Arthur and the War of Two Worlds,,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,45500000.0,0.0,0.0,0.0,0.0,347136.0,403003.0,35833688.0,36180824.0,arthur and the war of two worlds,,,,,,,,
98,105,2011,2011,Trolljegeren,Magnet Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,3500000.0,1.0,21.0,156.0,5585.0,253444.0,292754.0,5453194.0,5706638.0,trolljegeren,,,,,,,,
99,106,2010,2010,The Nutcracker in 3D,Freestyle Releasing,Musical,Based on Ballet,Animation/Live Action,Kids Fiction,90000000.0,45.0,115.0,197.0,65944.0,195459.0,226921.0,20270557.0,20466016.0,the nutcracker in 3d,,,,,,,,
100,107,2010,2010,"Lovely, Still",Monterey Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,2.0,17.0,68.0,4584.0,127564.0,148090.0,155123.0,282687.0,"lovely, still",,,,,,,,
101,108,2011,2011,Alabama Moon,Faulkner-McLean Entertainment,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,10000000.0,0.0,5.0,9.0,0.0,47305.0,54639.0,0.0,47305.0,alabama moon,,,,,,,,
102,109,2012,2012,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,185000000.0,4164.0,4164.0,30444.0,66323594.0,237282182.0,273053234.0,317324350.0,554606532.0,brave,tt1185412,movie,Brave,Veer,2010.0,\N,169,brave
103,110,2012,2012,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,185000000.0,4164.0,4164.0,30444.0,66323594.0,237282182.0,273053234.0,317324350.0,554606532.0,brave,tt1217209,movie,Brave,Brave,2012.0,\N,93,brave
104,111,2012,2012,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,145000000.0,4258.0,4263.0,26837.0,60316738.0,216391482.0,249013308.0,530529789.0,746921271.0,madagascar 3: europe's most wanted,tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012.0,\N,95,madagascar 3: europe's most wanted
105,112,2012,2012,The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,67500000.0,3729.0,3769.0,29339.0,70217070.0,214030500.0,246296397.0,136946253.0,350976753.0,the lorax,tt1482459,movie,The Lorax,The Lorax,2012.0,\N,86,the lorax
106,113,2012,2012,Wreck-It Ralph,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,165000000.0,3752.0,3752.0,32034.0,49038712.0,189412677.0,217704795.0,307098844.0,496511521.0,wreck-it ralph,tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,2012.0,\N,101,wreck-it ralph
107,114,2012,2012,Ice Age: Continental Drift,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,95000000.0,3881.0,3886.0,27365.0,46629259.0,161321843.0,185638877.0,718443294.0,879765137.0,ice age: continental drift,tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,2012.0,\N,88,ice age: continental drift
108,115,2012,2012,Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000.0,3349.0,3384.0,26661.0,42522194.0,148313048.0,170620279.0,230346094.0,378659142.0,hotel transylvania,tt0837562,movie,Hotel Transylvania,Hotel Transylvania,2012.0,\N,91,hotel transylvania
109,116,2012,2012,Life of Pi,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,120000000.0,2927.0,2946.0,25190.0,22451514.0,124987022.0,143012414.0,494323346.0,619310368.0,life of pi,tt0454876,movie,Life of Pi,Life of Pi,2012.0,\N,127,life of pi
110,117,2012,2012,Journey 2: The Mysterious Island,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,79000000.0,3470.0,3500.0,23543.0,27335363.0,103860290.0,119517619.0,214285872.0,318146162.0,journey 2: the mysterious island,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012.0,\N,94,journey 2: the mysterious island
111,118,2012,2012,Rise of the Guardians,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,145000000.0,3653.0,3672.0,25021.0,23773465.0,103412758.0,118853785.0,203488144.0,306900902.0,rise of the guardians,tt1446192,movie,Rise of the Guardians,Rise of the Guardians,2012.0,\N,97,rise of the guardians
112,119,2012,2012,Parental Guidance,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3367.0,3368.0,18916.0,14554053.0,77267296.0,88315801.0,43565087.0,120832383.0,parental guidance,tt1047540,movie,Parental Guidance,Parental Guidance,2012.0,\N,105,parental guidance
113,121,2012,2012,Mirror Mirror,Relativity,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,85000000.0,3603.0,3618.0,19475.0,18132085.0,64935167.0,74724385.0,108678315.0,173613482.0,mirror mirror,tt1667353,movie,Mirror Mirror,Mirror Mirror,2012.0,\N,106,mirror mirror
114,122,2012,2012,ParaNorman,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,60000000.0,3429.0,3455.0,20032.0,14087050.0,56003051.0,64445720.0,52116611.0,108119662.0,paranorman,tt1623288,movie,ParaNorman,ParaNorman,2012.0,\N,92,paranorman
115,123,2012,2012,The Odd Life of Timothy Green,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,2598.0,2717.0,17941.0,10822903.0,51853450.0,59670328.0,3395709.0,55249159.0,the odd life of timothy green,tt1462769,movie,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012.0,\N,105,the odd life of timothy green
116,124,2012,2012,Diary of a Wimpy Kid: Dog Days,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,22000000.0,3391.0,3401.0,16072.0,14623599.0,49008662.0,56396902.0,28221033.0,77229695.0,diary of a wimpy kid: dog days,tt2023453,movie,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012.0,\N,94,diary of a wimpy kid: dog days
117,125,2012,2012,Here Comes the Boom,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000.0,3014.0,3014.0,17264.0,11816596.0,45290318.0,52089375.0,27948940.0,73239258.0,here comes the boom,tt1648179,movie,Here Comes the Boom,Here Comes the Boom,2012.0,\N,105,here comes the boom
118,126,2012,2012,The Three Stooges,20th Century Fox,Comedy,Remake,Live Action,Contemporary Fiction,30000000.0,3477.0,3482.0,15874.0,17010125.0,44338224.0,51022372.0,9714025.0,54052249.0,the three stooges,tt0383010,movie,The Three Stooges,The Three Stooges,2012.0,\N,92,the three stooges
119,128,2012,2012,Frankenweenie,Walt Disney,Adventure,Based on Short Film,Stop-Motion Animation,Fantasy,39000000.0,3005.0,3005.0,12496.0,11412213.0,35287788.0,40599025.0,45863000.0,81150788.0,frankenweenie,tt1142977,movie,Frankenweenie,Frankenweenie,2012.0,\N,87,frankenweenie
120,129,2012,2012,2016: Obama's America,Rocky Mountain Pictures,Documentary,Based on Factual Book/Article,Live Action,Factual,2500000.0,1.0,2017.0,9022.0,31610.0,33349941.0,38377570.0,0.0,33349941.0,2016: obama's america,tt2247692,movie,2016: Obama's America,2016: Obama's America,2012.0,\N,87,2016: obama's america
121,130,2012,2012,The Pirates! Band of Misfits,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,55000000.0,3358.0,3358.0,14910.0,11137734.0,31051126.0,35732198.0,105092479.0,136143605.0,the pirates! band of misfits,tt1430626,movie,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012.0,\N,88,the pirates! band of misfits
122,131,2012,2012,Katy Perry: Part of Me,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,12000000.0,2730.0,2732.0,7876.0,7138266.0,25326071.0,29144070.0,7374368.0,32700439.0,katy perry: part of me,,,,,,,,
123,132,2012,2012,Big Miracle,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,40000000.0,2129.0,2133.0,7751.0,7760205.0,20157300.0,23196088.0,5111380.0,25268680.0,big miracle,tt1430615,movie,Big Miracle,Big Miracle,2012.0,\N,107,big miracle
124,133,2012,2012,Cirque du Soleil: Worlds Away,Paramount Pictures,Drama,Original Screenplay,Live Action,Fantasy,25000000.0,840.0,840.0,3385.0,2282368.0,12512862.0,14359885.0,15500000.0,28012862.0,cirque du soleil: worlds away,tt1792647,movie,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012.0,\N,91,cirque du soleil: worlds away
125,134,2012,2012,Chasing Mavericks,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,20000000.0,2002.0,2030.0,5042.0,2268274.0,6002756.0,6907071.0,2298065.0,8300821.0,chasing mavericks,tt1629757,movie,Chasing Mavericks,Chasing Mavericks,2012.0,\N,116,chasing mavericks
126,135,2012,2012,Won't Back Down,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2515.0,2517.0,5881.0,2603370.0,5310554.0,6111140.0,434949.0,5745503.0,won't back down,tt1870529,movie,Won't Back Down,Won't Back Down,2012.0,\N,121,won't back down
127,139,2013,2013,Frozen,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,150000000.0,1.0,3742.0,50666.0,243390.0,400953009.0,451149053.0,865695311.0,1266648320.0,frozen,tt2294629,movie,Frozen,Frozen,2013.0,\N,102,frozen
128,140,2013,2013,Despicable Me 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,76000000.0,3997.0,4003.0,33528.0,84227980.0,368065385.0,414695440.0,607151450.0,975216835.0,despicable me 2,tt1690953,movie,Despicable Me 2,Despicable Me 2,2013.0,\N,98,despicable me 2
129,141,2013,2013,Oz the Great and Powerful,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Fantasy,200000000.0,3912.0,3912.0,27888.0,79110453.0,234770996.0,264514428.0,255588055.0,490359051.0,oz the great and powerful,tt1623205,movie,Oz the Great and Powerful,Oz the Great and Powerful,2013.0,\N,130,oz the great and powerful
130,142,2013,2013,The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000.0,4046.0,4065.0,34796.0,43639736.0,187168425.0,210881025.0,385900000.0,573068425.0,the croods,tt0481499,movie,The Croods,The Croods,2013.0,\N,98,the croods
131,143,2013,2013,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,78000000.0,4001.0,4001.0,29882.0,34017930.0,119793567.0,134958329.0,154599082.0,274392649.0,cloudy with a chance of meatballs 2,tt1985966,movie,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013.0,\N,95,cloudy with a chance of meatballs 2
132,144,2013,2013,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000.0,3882.0,3894.0,19604.0,33531068.0,107518682.0,121140359.0,155275759.0,262794441.0,epic,tt0848537,movie,Epic,Epic,2013.0,\N,102,epic
133,145,2013,2013,Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000.0,3702.0,3716.0,26389.0,22232291.0,90282580.0,101720591.0,147776989.0,238059569.0,planes,tt1691917,movie,Planes,Planes,2013.0,\N,91,planes
134,146,2013,2013,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000.0,3806.0,3809.0,16334.0,21312625.0,83028130.0,93547068.0,203868448.0,286896578.0,turbo,tt1860353,movie,Turbo,Turbo,2013.0,\N,96,turbo
135,147,2013,2013,The Smurfs 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,110000000.0,3866.0,3867.0,17079.0,17548389.0,71017784.0,80015110.0,277529739.0,348547523.0,the smurfs 2,tt2017020,movie,The Smurfs 2,The Smurfs 2,2013.0,\N,105,the smurfs 2
136,148,2013,2013,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,90000000.0,3031.0,3080.0,20510.0,14401054.0,68559554.0,77245217.0,132300000.0,200859554.0,percy jackson: sea of monsters,tt1854564,movie,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013.0,\N,106,percy jackson: sea of monsters
137,149,2013,2013,The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,91000000.0,2909.0,2922.0,11536.0,12765508.0,58236838.0,65544508.0,129624345.0,187861183.0,the secret life of walter mitty,tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013.0,\N,114,the secret life of walter mitty
138,150,2013,2013,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,40000000.0,3288.0,3353.0,20610.0,15891055.0,57012977.0,64236021.0,17143633.0,74156610.0,escape from planet earth,tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,2012.0,\N,89,escape from planet earth
139,151,2013,2013,Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,55000000.0,3736.0,3736.0,19452.0,15805237.0,55750480.0,62808856.0,54636592.0,110387072.0,free birds,tt1621039,movie,Free Birds,Free Birds,2013.0,\N,91,free birds
140,152,2013,2013,Walking with Dinosaurs 3D,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000.0,3231.0,3243.0,12784.0,7091938.0,36076121.0,40620542.0,87292721.0,123368842.0,walking with dinosaurs 3d,tt1762399,movie,Walking with Dinosaurs 3D,Walking with Dinosaurs 3D,2013.0,\N,87,walking with dinosaurs 3d
141,153,2013,2013,One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000.0,2735.0,2735.0,9764.0,15815497.0,28873374.0,32531374.0,39553626.0,68427000.0,one direction: this is us,tt2515086,movie,One Direction: This Is Us,One Direction: This Is Us,2013.0,\N,92,one direction: this is us
142,154,2013,2013,Black Nativity,20th Century Fox,Musical,Based on Play,Live Action,Fantasy,17500000.0,1516.0,1525.0,3418.0,3669530.0,7018188.0,7907288.0,435996.0,7454184.0,black nativity,tt1425922,movie,Black Nativity,Black Nativity,2013.0,\N,93,black nativity
143,155,2013,2013,Grace Unplugged,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000.0,511.0,511.0,1669.0,998145.0,2507159.0,2824788.0,0.0,2507159.0,grace unplugged,tt2349460,movie,Grace Unplugged,Grace Unplugged,2013.0,\N,102,grace unplugged
144,156,2013,2013,I'm in Love with a Church Girl,High Top Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,457.0,458.0,1304.0,971826.0,2387730.0,2690228.0,115662.0,2503392.0,i'm in love with a church girl,tt1618432,movie,I'm in Love with a Church Girl,I'm in Love with a Church Girl,2013.0,\N,118,i'm in love with a church girl
145,157,2013,2013,The Christmas Candle,Echolight Studios,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,7000000.0,5.0,392.0,749.0,68655.0,1632000.0,1838760.0,301829.0,1933829.0,the christmas candle,tt2739338,movie,The Christmas Candle,The Christmas Candle,2013.0,\N,100,the christmas candle
146,158,2013,2013,The Lost Medallion: The Adventures of…,Freestyle Releasing,Adventure,Original Screenplay,Live Action,Kids Fiction,2500000.0,68.0,68.0,247.0,143532.0,549632.0,619262.0,0.0,549632.0,the lost medallion: the adventures of…,,,,,,,,
147,159,2013,2013,Underdogs,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,2500000.0,4.0,4.0,8.0,18722.0,35017.0,39452.0,1357632.0,1392649.0,underdogs,tt10249374,movie,Underdogs,Underdogs,2018.0,\N,65,underdogs
148,160,2013,2013,Underdogs,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,2500000.0,4.0,4.0,8.0,18722.0,35017.0,39452.0,1357632.0,1392649.0,underdogs,tt1634003,movie,Underdogs,Metegol,2013.0,\N,106,underdogs
149,164,2014,2014,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,60000000.0,3775.0,3890.0,32540.0,69050279.0,257784718.0,289021789.0,210300000.0,468084718.0,the lego movie,tt1490017,movie,The Lego Movie,The Lego Movie,2014.0,\N,100,the lego movie
150,165,2014,2014,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,180000000.0,3948.0,3948.0,29061.0,69431298.0,241407328.0,270659863.0,517129407.0,758536735.0,maleficent,tt1587310,movie,Maleficent,Maleficent,2014.0,\N,97,maleficent
151,166,2014,2014,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,165000000.0,3761.0,3773.0,32851.0,56215889.0,222527828.0,249101171.0,427129579.0,649657407.0,big hero 6,tt2245084,movie,Big Hero 6,Big Hero 6,2014.0,\N,102,big hero 6
152,167,2014,2014,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,145000000.0,4253.0,4268.0,28175.0,49451322.0,177002924.0,198451253.0,437583346.0,614586270.0,how to train your dragon 2,tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,2014.0,\N,102,how to train your dragon 2
153,168,2014,2014,Into the Woods,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,56200000.0,2440.0,2833.0,16910.0,31051923.0,128002372.0,142229088.0,84718770.0,212721142.0,into the woods,tt2180411,movie,Into the Woods,Into the Woods,2014.0,\N,125,into the woods
