,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2058,2011,2011,Biutiful,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000",59,191,"1,392","$456,930","$5,101,237","$5,892,472","$19,586,287","$24,687,524"
2059,2011,2011,Trespass,Alchemy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000",10,10,10,"$16,816","$16,816","$19,419","$769,716","$786,532"
2060,2012,2012,Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$21,000,000",16,"2,809","29,319","$443,003","$132,092,958","$149,662,391","$104,319,495","$236,412,453"
2061,2012,2012,Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000","2,930","3,120","16,723","$39,127,170","$113,721,571","$130,865,522","$56,828,182","$170,549,753"
2062,2012,2012,Act of Valor,Relativity,Action,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000","3,039","3,053","17,305","$24,476,632","$70,012,847","$80,567,540","$12,484,188","$82,497,035"
2063,2012,2012,Contraband,Universal,Action,Remake,Live Action,Contemporary Fiction,"$25,000,000","2,863","2,870","12,395","$24,349,815","$66,528,000","$76,557,338","$31,878,855","$98,406,855"
2064,2012,2012,Looper,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$30,000,000","2,992","2,993","14,582","$20,801,552","$66,486,205","$76,509,248","$103,980,200","$170,466,405"
2065,2012,2012,Project X,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000","3,055","3,055","13,146","$21,051,363","$54,731,865","$62,982,896","$48,296,323","$103,028,188"
2066,2012,2012,Paranormal Activity 4,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","3,412","3,412","13,511","$29,003,866","$53,900,335","$62,026,006","$88,917,657","$142,817,992"
2067,2012,2012,The Devil Inside,Paramount Pictures,Horror,Original Screenplay,Live Action,Historical Fiction,"$1,000,000","2,285","2,551","8,309","$33,732,515","$53,262,945","$61,292,528","$48,496,545","$101,759,490"
2068,2012,2012,The Grey,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","3,185","3,207","13,338","$19,665,101","$51,580,136","$59,356,031","$29,669,040","$81,249,176"
2069,2012,2012,Sinister,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000","2,527","2,542","12,418","$18,007,634","$48,086,903","$55,336,183","$39,640,904","$87,727,807"
2070,2012,2012,The Cabin in the Woods,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,"$30,000,000","2,811","3,572","12,511","$14,743,614","$42,073,277","$48,415,977","$28,616,691","$70,689,968"
2071,2012,2012,End of Watch,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","2,730","2,780","12,904","$13,152,683","$41,003,371","$47,182,088","$16,583,235","$57,586,606"
2072,2012,2012,Lawless,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$26,000,000","2,888","3,138","14,469","$10,001,982","$37,397,291","$43,035,072","$16,996,396","$54,393,687"
2073,2012,2012,The Five-Year Engagement,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,936","2,941","10,456","$10,610,060","$28,700,285","$33,026,957","$32,923,534","$61,623,819"
2074,2012,2012,Haywire,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$23,000,000","2,439","2,441","6,693","$8,425,370","$18,942,396","$21,798,025","$17,432,304","$36,374,700"
2075,2012,2012,Chernobyl Diaries,Warner Bros.,Horror,Original Screenplay,Live Action,Science Fiction,"$1,000,000","2,433","2,433","6,747","$7,955,307","$18,119,640","$20,851,238","$24,292,081","$42,411,721"
2076,2012,2012,The Perks of Being a Wallflower,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$13,000,000",4,745,"5,620","$228,359","$17,742,948","$20,411,402","$15,326,355","$33,069,303"
2077,2012,2012,Silent Hill: Revelation 3D,Open Road,Horror,Based on Game,Live Action,Fantasy,"$20,000,000","2,933","2,933","8,659","$8,023,036","$17,530,219","$20,172,958","$38,445,453","$55,975,672"
2078,2012,2012,To Rome with Love,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,500,000",5,806,"4,097","$361,359","$16,684,352","$19,199,580","$57,605,953","$74,290,305"
2079,2012,2012,The Raven,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$26,000,000","2,203","2,209","7,207","$7,289,642","$16,008,272","$18,421,575","$14,593,529","$30,601,801"
2080,2012,2012,The Man with the Iron Fists,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000","1,868","1,872","5,315","$7,910,980","$15,634,090","$17,990,982","$6,384,898","$22,018,988"
2081,2012,2012,Seven Psychopaths,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,500,000","1,480","1,480","5,263","$4,174,915","$15,024,049","$17,288,978","$18,011,687","$33,035,736"
2082,2012,2012,Killing Them Softly,Weinstein Co.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","2,424","2,424","6,506","$6,812,900","$14,945,541","$17,197,653","$24,292,902","$39,238,443"
2083,2012,2012,Hit & Run,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","2,870","2,870","8,675","$4,526,222","$13,749,300","$15,822,050","$3,467,655","$17,216,955"
2084,2012,2012,Les Intouchables,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,800,000",4,194,"2,857","$101,053","$13,182,281","$15,169,042","$471,448,627","$484,630,908"
2085,2012,2012,Silent House,Open Road,Horror,Remake,Live Action,Contemporary Fiction,"$2,000,000","2,124","2,124","6,148","$6,660,234","$12,739,737","$14,660,296","$3,871,023","$16,610,760"
2086,2012,2012,Arbitrage,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",197,256,"1,849","$2,002,165","$7,919,574","$9,113,385","$27,911,139","$35,830,713"
2087,2012,2012,Seeking a Friend for the End of the W…,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,"$10,000,000","1,625","1,625","3,233","$3,822,803","$7,078,738","$8,145,878","$4,688,221","$11,766,959"
2088,2012,2012,The Collection,LD Distribution,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,403","1,403","3,539","$3,104,269","$6,810,754","$7,837,498","$2,079,340","$8,890,094"
2089,2012,2012,The Sessions,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$1,000,000",4,516,"2,328","$113,467","$6,002,451","$6,898,414","$5,492,753","$11,495,204"
2090,2012,2012,Casa de mi Padre,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",382,475,"1,918","$2,287,239","$5,909,483","$6,800,357","$2,537,469","$8,446,952"
2091,2012,2012,For Greater Glory: The True Story of …,ARC Entertainment,Action,Based on Real Life Events,Live Action,Dramatization,"$12,000,000",757,757,"2,170","$1,885,608","$5,669,081","$6,523,715","$4,357,174","$10,026,255"
2092,2012,2012,"Jeff, Who Lives at Home",Paramount Vantage,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",254,513,"2,016","$855,709","$4,269,426","$4,913,058","$438,701","$4,708,127"
2093,2012,2012,Serbuan maut,Sony Pictures Classics,Action,Original Screenplay,Live Action,Contemporary Fiction,"$1,100,000",14,881,"1,903","$213,785","$4,105,123","$4,723,977","$5,192,284","$9,297,407"
2094,2012,2012,Safety Not Guaranteed,FilmDistrict,Comedy,Original Screenplay,Live Action,Science Fiction,"$750,000",9,182,"1,479","$97,762","$4,010,957","$4,615,623","$411,361","$4,422,318"
2095,2012,2012,Celeste and Jesse Forever,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$840,000",4,586,"1,549","$107,785","$3,103,407","$3,571,255","$684,282","$3,787,689"
2096,2012,2012,De rouille et dâos,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$19,500,000",2,168,718,"$27,154","$2,061,449","$2,343,439","$27,332,185","$29,393,634"
2097,2012,2012,We Need to Talk About Kevin,Oscilloscope Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$7,000,000",1,80,613,"$24,587","$1,738,692","$2,000,800","$9,026,591","$10,765,283"
2098,2012,2012,Your Sister's Sister,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$120,000",13,101,603,"$109,221","$1,597,486","$1,838,311","$1,493,107","$3,090,593"
2099,2012,2012,Killer Joe,LD Distribution,Black Comedy,Based on Play,Live Action,Contemporary Fiction,"$10,000,000",3,73,228,"$37,864","$1,291,645","$1,486,357","$3,367,465","$4,659,110"
2100,2012,2012,"For a Good Time, Call",Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$850,000",23,107,418,"$143,935","$1,251,749","$1,440,447","$134,339","$1,386,088"
2101,2012,2012,Hodejegerne,Magnolia Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,250,000",4,60,425,"$43,013","$1,200,010","$1,380,916","$18,988,730","$20,188,740"
2102,2012,2012,Coriolanus,Weinstein Co.,Drama,Based on Play,Live Action,Historical Fiction,"$10,000,000",9,21,256,"$61,136","$749,641","$862,652","$1,787,066","$2,536,707"
2103,2012,2012,The Paperboy,Alchemy,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$12,500,000",11,76,286,"$102,706","$677,200","$779,287","$3,350,463","$4,027,663"
2104,2012,2012,Bachelorette,Weinstein Co.,Comedy,Based on Play,Live Action,Contemporary Fiction,"$3,000,000",47,60,146,"$181,494","$446,770","$514,114","$12,130,631","$12,577,401"
2105,2012,2012,Sound of My Voice,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$135,000",5,48,249,"$36,134","$408,015","$469,523","$21,433","$429,448"
2106,2012,2012,Compliance,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$270,000",1,21,131,"$16,427","$319,285","$367,417","$511,415","$830,700"
2107,2012,2012,Middle of Nowhere,AFFRM,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$200,000",6,24,59,"$67,909","$236,806","$272,501",$0,"$236,806"
2108,2012,2012,Tim and Eric's Billion Dollar Movie,Magnet Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$3,000,000",24,33,125,"$87,475","$201,436","$231,803","$22,216","$223,652"
2109,2012,2012,Snabba Cash,Weinstein Co.,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,"$4,300,000",2,7,36,"$24,684","$188,870","$217,339","$10,023,533","$10,212,403"
2110,2012,2012,High School,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",200,200,204,"$82,832","$139,034","$159,989","$109,099","$248,133"
2111,2012,2012,The Awakening,Cohen Media Group,Horror,Original Screenplay,Live Action,Fantasy,"$4,900,000",70,70,70,"$95,933","$95,933","$110,387","$6,828,388","$6,924,321"
2112,2012,2012,The Innkeepers,Magnolia Pictures,Horror,Original Screenplay,Live Action,Fantasy,"$750,000",20,20,45,"$29,557","$78,396","$90,208","$933,139","$1,011,535"
2113,2012,2012,Deadfall,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",11,17,50,"$19,391","$66,351","$76,275","$1,607,284","$1,673,635"
2114,2012,2012,Beyond the Black Rainbow,Mongrel Media,Drama,Original Screenplay,Live Action,Fantasy,"$1,100,000",2,5,37,"$4,957","$56,491","$64,999",$0,"$56,491"
2115,2012,2012,Red Lights,Alchemy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$17,700,000",2,18,31,"$10,340","$49,521","$56,984","$14,469,363","$14,518,884"
2116,2012,2012,The Inbetweeners,Wrekin Hill Entertainment,Comedy,Based on TV,Live Action,Contemporary Fiction,"$5,700,000",10,10,10,"$35,955","$35,955","$41,367","$86,015,365","$86,051,320"
2117,2012,2012,L!fe Happens,PMK*BNC,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$930,000",16,16,16,"$20,186","$30,905","$35,559",$0,"$30,905"
2118,2012,2012,The Divide,Anchor Bay Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$3,000,000",7,7,7,"$16,700","$18,000","$20,711","$138,362","$156,362"
2119,2012,2012,Playback,Magnet Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,500,000",1,1,1,$252,$264,$302,"$54,681","$54,945"
2120,2012,2012,The Loved Ones,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",0,0,0,$0,$0,$0,"$12,302","$12,302"
2121,2012,2012,Girls Gone Dead,,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",0,0,0,$0,$0,$0,$0,$0
2122,2012,2012,Detention,Samuel Goldwyn Films,Black Comedy,Original Screenplay,Live Action,Fantasy,"$10,000,000",0,0,0,$0,$0,$0,$0,$0
2123,2012,2012,Infected,,Horror,Original Screenplay,Live Action,Science Fiction,"$2,100,000",0,0,0,$0,$0,$0,$0,$0
2124,2012,2012,Trance,,Horror,Original Screenplay,Live Action,Fantasy,"$950,000",0,0,0,$0,$0,$0,$0,$0
2125,2012,2012,Highway,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",0,0,0,$0,$0,$0,$0,$0
2126,2012,2012,The Helpers,,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",0,0,0,$0,$0,$0,$0,$0
2127,2012,2012,Enter Nowhere,,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$500,000",0,0,0,$0,$0,$0,$0,$0
2128,2012,2012,Snitch,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$850,000",0,0,0,$0,$0,$0,$0,$0
2129,2012,2012,Some Guy Who Kills People,,,,,,"$300,000",0,0,0,$0,$0,$0,$0,$0
2130,2012,2012,Below Zero,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,200,000",0,0,0,$0,$0,$0,$0,$0
2131,2012,2012,The FP,Drafthouse Films,Comedy,Original Screenplay,Live Action,Science Fiction,"$60,000",0,0,0,$0,$0,$0,$0,$0
2132,2012,2012,Crowsnest,IFC Midnight,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,200,000",0,0,0,$0,$0,$0,$0,$0
2133,2012,2012,El rey de Najayo,,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",0,0,0,$0,$0,$0,$0,$0
2134,2012,2012,High Road,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$546,173",0,0,0,$0,$0,$0,$0,$0
2135,2012,2012,Ted,Universal,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,"$50,000,000","3,239","3,303","25,021","$54,415,205","$218,665,740","$251,630,421","$337,350,887","$556,016,627"
2136,2012,2012,Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$100,000,000","3,010","3,012","21,060","$30,122,888","$162,805,434","$185,988,817","$287,036,132","$449,841,566"
2137,2012,2012,21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$42,000,000","3,121","3,148","22,744","$36,302,612","$138,447,667","$159,319,166","$64,364,762","$202,812,429"
2138,2012,2012,Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,"$44,500,000","3,232","3,247","31,242","$19,458,109","$136,025,503","$155,908,183","$91,115,254","$227,140,757"
2139,2012,2012,Prometheus,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$125,000,000","3,396","3,442","14,524","$51,050,101","$126,477,084","$145,543,973","$275,971,181","$402,448,265"
2140,2012,2012,Safe House,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","3,119","3,121","19,662","$40,172,720","$126,181,630","$145,203,981","$81,702,771","$207,884,401"
2141,2012,2012,Zero Dark Thirty,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$52,500,000",5,"2,946","19,039","$417,150","$95,720,716","$107,953,705","$38,891,719","$134,612,435"
2142,2012,2012,Flight,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$31,000,000","1,884","2,638","18,458","$24,900,566","$93,772,375","$107,878,007","$66,786,063","$160,558,438"
2143,2012,2012,The Campaign,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$95,000,000","3,205","3,302","20,254","$26,588,460","$86,907,746","$100,009,411","$18,000,000","$104,907,746"
2144,2012,2012,The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000","3,316","3,355","19,927","$28,591,370","$85,028,192","$97,846,506","$226,951,064","$311,979,256"
2145,2012,2012,This is 40,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,"$35,000,000","2,913","2,931","13,731","$11,579,175","$67,544,505","$77,407,313","$22,676,677","$90,221,182"
2146,2012,2012,Underworld: Awakening,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,"$70,000,000","3,078","3,078","11,614","$25,306,725","$62,321,039","$71,716,168","$98,058,891","$160,379,930"
2147,2012,2012,The Dictator,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000","3,008","3,014","12,339","$17,435,092","$59,650,222","$68,642,713","$120,498,675","$180,148,897"
2148,2012,2012,American Reunion,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","3,192","3,203","13,414","$21,514,080","$56,758,835","$65,315,435","$180,040,376","$236,799,211"
2149,2012,2012,Savages,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000","2,628","2,635","10,388","$16,016,910","$47,323,100","$54,457,235","$35,190,390","$82,513,490"
2150,2012,2012,Resident Evil: Retribution,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,"$65,000,000","3,012","3,016","10,697","$21,052,227","$42,345,531","$48,729,276","$198,302,098","$240,647,629"
2151,2012,2012,Rock of Ages,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,"$70,000,000","3,470","3,470","11,127","$14,437,269","$38,518,613","$44,325,432","$22,513,319","$61,031,932"
2152,2012,2012,Abraham Lincoln: Vampire Hunter,20th Century Fox,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,"$67,500,000","3,108","3,109","9,577","$16,306,974","$37,519,139","$43,175,284","$99,970,591","$137,489,730"
2153,2012,2012,Thatâs My Boy,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$57,500,000","3,030","3,030","9,079","$13,453,714","$36,931,089","$42,498,589","$21,948,592","$58,879,681"
2154,2012,2012,The Watch,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000","3,168","3,168","10,199","$12,750,297","$34,353,000","$39,531,839","$32,777,045","$67,130,045"
2155,2012,2012,Cloud Atlas,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Multiple Creative Types,"$102,000,000","2,008","2,023","8,175","$9,612,247","$27,108,272","$31,190,002","$103,564,882","$130,673,154"
2156,2012,2012,Wanderlust,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$32,500,000","2,002","2,002","6,273","$6,526,650","$17,288,155","$19,894,402","$6,871,779","$24,159,934"
2157,2012,2012,Safe,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000","2,266","2,271","7,204","$7,892,539","$17,142,080","$19,726,307","$24,353,133","$41,495,213"
2158,2012,2012,The Master,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,"$37,500,000",5,864,"4,311","$736,311","$16,247,159","$18,690,037","$34,631,972","$50,879,131"
2159,2012,2012,Dredd,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$45,000,000","2,506","2,557","6,281","$6,278,491","$13,414,714","$15,437,027","$28,052,892","$41,467,606"
2160,2012,2012,Anna Karenina,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$49,000,000",16,422,"2,628","$320,690","$12,816,367","$14,717,702","$58,188,260","$71,004,627"
2161,2012,2012,Jin lÃ­ng shÃ­ san chai,Wrekin Hill Entertainment,Drama,Original Screenplay,Live Action,Historical Fiction,"$100,000,000",30,30,86,"$48,558","$311,434","$358,376","$97,915,583","$98,227,017"
2162,2012,2012,Stolen,Alchemy,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000",141,141,240,"$183,125","$289,773","$333,451","$17,677,973","$17,967,746"
2163,2012,2012,Solomon Kane,Radius,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$40,000,000",0,0,0,$0,$0,$0,"$22,024,849","$22,024,849"
2164,2013,2013,The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$20,000,000","2,903","3,115","18,800","$41,855,326","$137,400,141","$154,807,536","$180,344,261","$317,744,402"
2165,2013,2013,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,"$15,000,000","3,336","3,345","20,225","$32,055,177","$102,003,019","$114,923,815","$58,900,000","$160,903,019"
2166,2013,2013,The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","2,024","2,041","8,882","$30,107,555","$70,525,195","$79,459,931","$2,310,515","$72,835,710"
2167,2013,2013,The Purge,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$3,000,000","2,536","2,591","9,330","$34,058,360","$64,473,115","$72,641,292","$26,793,466","$91,266,581"
2168,2013,2013,12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$20,000,000",19,"1,474","16,070","$923,715","$56,671,993","$63,751,429","$124,093,068","$180,765,061"
2169,2013,2013,Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$17,000,000","3,025","3,025","12,938","$25,775,847","$54,239,856","$61,111,572","$44,802,091","$99,041,947"
2170,2013,2013,The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$12,800,000","2,507","2,507","13,520","$17,118,745","$51,872,378","$58,444,153","$17,949,098","$69,821,476"
2171,2013,2013,Pain & Gain,Paramount Pictures,Action,Based on Real Life Events,Live Action,Contemporary Fiction,"$26,000,000","3,277","3,303","14,399","$20,244,505","$49,875,291","$56,194,054","$31,400,000","$81,275,291"
2172,2013,2013,A Haunted House,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,500,000","2,160","2,160","9,547","$18,101,682","$40,041,683","$45,114,612","$19,880,875","$59,922,558"
2173,2013,2013,August: Osage County,Weinstein Co.,Black Comedy,Based on Play,Live Action,Contemporary Fiction,"$25,000,000",5,"2,411","11,635","$179,302","$37,738,810","$42,314,455","$13,000,000","$50,738,810"
2174,2013,2013,The Family,Relativity,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000","3,091","3,091","13,485","$14,034,764","$36,918,811","$41,596,091","$43,670,131","$80,588,942"
2175,2013,2013,Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$30,000,000","3,157","3,157","11,221","$16,101,552","$35,266,619","$39,734,587","$47,142,901","$82,409,520"
2176,2013,2013,Texas Chainsaw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,654","2,659","7,518","$21,744,470","$34,341,945","$39,215,984","$13,324,068","$47,666,013"
2177,2013,2013,Kevin Hart: Let Me Explain,Lionsgate,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$2,500,000",876,892,"3,337","$10,030,463","$32,244,051","$36,329,082","$83,204","$32,327,255"
2178,2013,2013,Side Effects,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$30,000,000","2,605","2,605","10,882","$9,303,145","$32,172,757","$36,248,758","$34,569,381","$66,742,138"
2179,2013,2013,Kick-Ass 2,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$28,000,000","2,940","2,945","8,737","$13,332,955","$28,795,985","$32,444,180","$34,333,924","$63,129,909"
2180,2013,2013,Dallas Buyers Club,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$5,000,000",9,"1,110","8,269","$260,865","$27,298,285","$30,696,067","$33,313,560","$60,611,845"
2181,2013,2013,The World's End,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,"$20,000,000","1,551","1,553","7,296","$8,811,790","$26,004,851","$29,299,432","$21,119,787","$47,124,638"
2182,2013,2013,21 and Over,Relativity,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","2,771","2,771","10,036","$8,754,168","$25,682,380","$28,936,110","$16,513,386","$42,195,766"
2183,2013,2013,Don Jon,Relativity,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,500,000","2,422","2,422","9,016","$8,677,009","$24,477,704","$27,578,791","$16,790,875","$41,268,579"
2184,2013,2013,The Place Beyond the Pines,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",4,"1,584","6,316","$279,457","$21,403,519","$24,115,156","$25,607,930","$47,011,449"
2185,2013,2013,Homefront,Open Road,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000","2,570","2,570","8,567","$6,915,241","$20,158,492","$22,712,394","$31,536,870","$51,695,362"
2186,2013,2013,Runner Runner,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","3,026","3,026","9,541","$7,706,712","$19,316,646","$21,763,894","$41,196,034","$60,512,680"
2187,2013,2013,You're Next,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000","2,437","2,437","8,662","$7,020,196","$18,494,006","$20,837,031","$8,393,171","$26,887,177"
2188,2013,2013,Nebraska,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",4,968,"5,646","$140,401","$17,654,912","$19,832,875","$7,106,448","$24,761,360"
2189,2013,2013,The Counselor,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","3,044","3,044","8,015","$7,842,930","$16,973,715","$19,124,056","$54,035,619","$71,009,334"
2190,2013,2013,Fruitvale Station,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,"$900,000",7,"1,086","4,860","$377,285","$16,098,998","$18,138,595","$1,450,647","$17,549,645"
2191,2013,2013,About Time,Universal,Romantic Comedy,Original Screenplay,Live Action,Science Fiction,"$12,000,000",175,"1,280","4,539","$1,076,250","$15,323,921","$17,265,327","$73,214,821","$88,538,742"
2192,2013,2013,Spring Breakers,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",3,"1,379","4,363","$263,002","$14,124,286","$15,913,705","$17,024,965","$31,149,251"
2193,2013,2013,Inside Llewyn Davis,CBS Films,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$11,000,000",4,729,"2,755","$405,411","$13,248,209","$14,896,340","$19,695,038","$32,943,247"
