,title,year,M,p,q
1810,"Faith, Hope & Love",2019,23277.383487332114,0.36073585668317804,-0.10939326096662139
1811,Fair*Game,2010,1178262.1745522008,0.11483986264198998,0.5587327985643324
1812,Fading Gigolo,2014,459632.7975875635,-0.018424044970305625,0.9106664156114175
1813,"Faces, Places",2017,124595.89780441619,0.07086339909805496,-0.009988439515416364
1814,Eye in the Sky,2016,2128350.31987688,0.07571266080944535,0.5926906410124443
1815,Extremely Loud and In…,2011,3943637.8771867333,0.07920244460107294,0.8713513529585103
1816,Exodus: Gods and Kings,2014,7743348.745559303,0.48187538040569355,0.08459221482742402
1817,Exit Through the Gift…,2010,413150.2147221544,0.07344503255883617,0.19450223931219163
1818,Ex Machina,2015,2987487.067131375,0.09234956155160166,0.5818010839441259
1819,Ex Libris: The New Yo…,2017,17069.169071111595,0.13143166240939066,0.2734983447821686
1820,Evocateur: The Morton…,2013,669.2030290128104,-0.5684109318604075,0.00013571074049751036
1821,Evil Dead,2013,6680209.783206838,0.5896516585197747,-0.0528520984889439
1822,"Everything, Everything",2017,3795603.46787106,0.45012631207065795,0.15779867299933448
1823,Everything Must Go,2011,339715.2352360479,0.40890213030565625,0.10662705364162595
1824,Everyone Else,2010,1963.0434555557767,-0.3042799035498579,1.329824408170133e-05
1825,Every Man for Himself,2010,5812.375903468951,0.36422626448819473,-0.24028642956566248
1826,Every Day,2011,666335.1363167289,0.06455331565449741,1.2290196067863282
1827,Everest,2015,5027915.2665996775,0.28486538021597707,0.5753428581535984
1828,Even the Rain,2011,70093.52087366737,0.1524049487929468,0.24370301962225743
1829,Europa Report,2013,15000.039939484352,0.28086139051427383,0.49484573630412276
1830,Escape Room,2019,6264672.78891346,0.4049430751484224,-0.055927765691348164
1831,Escape Plan,2013,3061022.1195773156,0.5258331892522988,0.0055352888324778915
1832,Escape From Planet Earth,2013,6917813.018257082,0.42686010921786954,-0.05239944821635556
1833,Escape Fire: The Figh…,2012,5510.011764767398,-1.0187020251983416,5.0588110971814444e-05
1834,Equity,2016,183525.76178141407,0.03581009239013329,0.8358038558897547
1835,Epic,2013,13193773.417004518,0.45015666861288856,-0.02045508192364831
1836,Entourage,2015,3794600.641055381,0.28154558187323364,0.7236916527253887
1837,Entertainment,2015,1338.3046931103718,-0.3917174902319741,4.462147100441879e-05
1838,Enter the Void,2010,52478.44256024515,0.1639762882563173,-0.09268494906024424
1839,Enough Said,2013,2133641.039364034,0.06554593150822312,0.5051094452146822
1840,Enemies of the People,2010,9700.476968299266,0.04582771111835596,0.15032402902336073
1841,Ender's Game,2013,7556149.738089611,0.5486404104138183,-0.0628967451305451
1842,End of Watch,2012,5018605.223735876,0.45674325599567367,0.053473517472474585
1843,Emperor,2013,409797.1751787777,0.4249095003514435,0.05176055211412384
1844,Embrace of the Serpent,2016,151174.84062718056,0.04849761390253489,0.5517313273874223
1845,Embrace,2016,11946.010630314759,-0.5514224917596132,7.816518371980048e-06
1846,Elysium,2013,11520826.916034795,0.4494866091068809,-0.1239906399548597
1847,Elles,2012,19504.305736733015,0.2760654057456283,-0.030028329729497094
1848,Elle,2016,289424.81151837006,0.05582639101297285,0.02500024329253422
1849,Elite Squad: The Enem…,2011,12054.788657071063,0.10237274341679797,0.40886103846933064
1850,Elevator to the Gallows,2016,44031.999775219665,-0.15033791449369294,0.41379954578949774
1851,Elena,2012,28506.095264053136,0.021184818504669054,0.2664254447140269
1852,El Bulli: Cooking in …,2011,2262.664885008983,-0.0939974108679987,1.0554356590619505e-06
1853,Eisenstein In Guanajuato,2016,1832.7481235280763,-0.892608194696173,0.00011572114964264621
1854,Eighth Grade,2018,1449000.7824152254,0.0747861155773635,0.9064257973439854
1855,Edie,2019,7788.975362357967,0.247609544326257,0.02023112286142753
1856,Edge of Tomorrow,2014,12258147.494134909,0.4036438134401138,-0.005296216274757015
1857,Edge of Darkness,2010,5536026.496913253,0.5023258232236187,-0.046722212527978035
1858,Eddie the Eagle,2016,1817857.4144546282,0.4930216830506237,0.07386137196406811
1859,Echo in the Canyon,2019,365216.29848295916,0.04312453873846984,0.40927903853845854
1860,Eat That Question: Fr…,2016,40805.362146246014,0.11566847245236951,0.26526344774583216
1861,Eat Pray Love,2010,10287068.594918473,0.43097056179831106,-0.04615573341404161
1862,Easy A,2010,7422158.856349132,0.3758931662577086,-0.007070976796935913
1863,Earth to Echo,2014,4691156.42561713,0.21080469184399764,0.6250620995041425
1864,Eames: The Architect …,2011,18682.21425332662,0.23342629174941912,0.22930587336283767
1865,Dunkirk,2017,21026457.35806613,0.39492088390306485,-0.06365403662411112
1866,Dumbo,2019,12530132.818368385,0.50379185105924,-0.15961807073531642
1867,Dumb and Dumber To,2014,10323255.84064152,0.5170506989020159,-0.028985426209009124
1868,Due Date,2010,12890281.950337369,0.42337637845820875,-0.1127990254196708
1869,Drug War,2013,15426.703451523017,0.09145551044350121,0.6626436291351654
1870,Drive,2011,4390225.585084028,0.44934603378442484,-0.05841848888354084
1871,Drinking Buddies,2013,41605.580112239564,0.11714122818221963,0.6932948542764806
1872,Dream Horse,2021,309981.4551434476,0.39514827841841205,0.3217993060925078
1873,Draft Day,2014,3528863.4876307566,0.4743351026251658,0.05345513180267919
1874,Dr. Seussâ The Grinch,2018,30122244.66172923,0.3239016272184783,-0.026709169760375073
1875,Dr. Seuss' The Lorax,2012,26684565.04846096,0.393166004076704,-0.009167756921875658
1876,Downtown 81,2019,24507.291800658386,0.4471019429791435,-0.3240401308714018
1877,Downton Abbey,2019,10643785.821585063,0.45054437988443946,-0.09188053505094967
1878,Dough,2016,137377.36528913907,0.02147254411198562,0.18795482909207945
1879,Dora and the Lost Cit…,2019,6745788.144679475,0.40830961108081165,-0.11908245635360915
1880,Dope,2015,2020496.545531721,0.5250232801384115,-0.07318105573763334
1881,Donât Think Twice,2016,503994.67849505,0.05111631143486407,0.46331568170523646
1882,Donât Breathe,2016,10319204.199409302,0.40044890927451676,0.012230616439528219
1883,Donât Blink: Robert F…,2016,10103.06852124894,0.25133663707629245,-0.1873718459258631
1884,Donnie Darko (2001) (…,2017,165092.10959873456,2.0475820457775646,-1.9277600547885125
1885,Donald Cried,2017,6759.503778336513,0.17221790919465732,0.46668426131056595
1886,Don't Think I've Forg…,2015,2577.6015177169106,-0.21079935170871125,4.393298109421583e-06
1887,Don't Be Afraid of th…,2011,3015154.9514416233,0.480791470271313,0.18960164461134227
1888,Don Jon,2013,3002680.103619012,0.48633250059862393,0.00918492593115533
1889,Dolphins and Whales T…,2009,982658.2158994979,-4.03130582760813,4.322944029313072
1890,Dolphin Tale 2,2014,5130249.35564091,0.4304498889042946,0.04881137319519818
1891,Dolphin Tale,2011,9034732.207176847,0.32261074407096874,0.10150251277183608
1892,Dolores,2017,60362.77344717086,0.08483939882215179,0.5823351474949433
1893,Dogtooth,2010,989.6672964351658,-0.12560765797819642,5.5803773032320865e-06
1894,Dogman,2019,2365.4717313124233,-0.2270611966688838,8.207226099205535e-06
1895,Doctor Strange,2016,26186830.305399917,0.48519321112351776,-0.04108721268415749
1896,Do You Believe?,2015,1536154.379488586,0.37683886156813057,0.15164614184403993
1897,Do Not Resist,2016,8713.5730758695,0.1410634118963512,0.19678888003506365
1898,Django Unchained,2012,19792371.86262237,0.26116504619960884,0.24959772499951594
1899,Divergent,2014,18466252.982425448,0.45677034717228476,-0.163452829662658
1900,Disobedience,2018,378099.419983297,0.0881358500765448,0.6690010484284228
1901,Disney Planes,2013,11124719.89227916,0.3483621438217714,-0.01382040596287043
1902,Diplomacy,2014,27698.758101274052,0.07877922001693932,0.31880388418338257
1903,Dior and I,2015,120143.97838434174,0.0822348761078924,0.5166614303348095
1904,Dinner for Schmucks,2010,9283842.741229717,0.4932714920558194,-0.07226378608031453
1905,Diary of a Wimpy Kid:…,2011,3805226.4457019228,0.5114423587191573,-0.332540152239859
1906,Diary of a Wimpy Kid,2010,8070056.3731586225,0.4064585054487158,-0.04735222232561859
1907,Diana Vreeland: The E…,2012,122391.40183158481,0.11990702863833824,0.2112246532979083
1908,Diamantino,2019,3942.2032499092,-1.0399415557737324,7.065364669711135e-05
1909,Dheepan,2016,29961.46322648137,0.1003236765830656,0.23117755361039063
1910,Detropia,2012,47348.81031939749,0.12047886573713303,0.19298903346124321
1911,Detroit,2017,1852975.289554227,0.29703501776369506,0.6989039168494726
1912,Destroyer,2018,167180.41251689754,0.024718330771229997,0.7742543451229876
1913,Despicable Me 3,2017,29461092.01598706,0.43501563448366354,-0.15515783391852989
1914,Despicable Me 2,2013,44595159.28171295,0.2352782400690807,0.28865524390206904
1915,Despicable Me,2010,31646916.323164806,0.34084106940451186,-0.03431555477605619
1916,Departures,2009,520610.51680840785,-5.268328565250435,1.3328557745261634e-05
1917,Denial,2016,460149.0871842582,0.06282734759339453,1.001149725311971
1918,Delivery Man,2013,3719429.7057410213,0.4126805645122165,0.18512902426261243
1919,Deli Man: The Movie,2015,58260.25254348171,0.12929588924999413,0.4896423431556656
1920,Deepwater Horizon,2016,7097056.358642528,0.43652489513124043,0.06313365232699453
1921,Deep Sea 3-D,2010,5367979.371111035,3.2862625205606157,-3.1600534643781906
1922,Deceptive Practice: T…,2013,18958.3185416981,0.08382165736547201,0.10489192370795333
1923,Death of a Nation,2018,644740.2502963706,0.602434315294999,0.01454238408992825
1924,Death at a Funeral,2010,5401809.590336339,0.4794514871966196,-0.02267943513271148
1925,Death Wish,2018,3729704.0158386235,0.5072207112402833,0.12628822737371953
1926,Dear White People,2014,522787.56643794826,0.21464401000895428,0.5551755617891745
1927,Dear John,2010,10148107.81648301,0.4743513897388992,0.005809732394304767
1928,Deadpool 2,2018,35029591.25966124,0.5159673118621331,-0.16439122604098744
1929,Deadpool,2016,42093872.428084396,0.49526491130089256,-0.18640681693818628
1930,Dawson City: Frozen Time,2017,14766.52495498199,0.13459681719130992,0.03794277768539836
1931,Dawn of the Planet of…,2014,25430448.61108248,0.49661445859355874,-0.007895964905723918
1932,David Lynch: The Art …,2017,19387.88813864328,0.09960868423710122,0.2848949725802628
1933,David Crosby: Remembe…,2019,79436.97189542954,0.08450412153028454,0.33828911592931965
1934,Date Night,2010,12553897.455935393,0.32182638658402074,-0.03904230989152768
1935,Darling Companion,2012,99018.41904279316,0.08446398134897444,0.37787222468897647
1936,Darkest Hour,2017,6082060.841462718,0.03507148095870598,0.5061654783386578
1937,Dark Skies,2013,2130386.2299103118,0.5716355833587772,0.03421751983868626
1938,Dark Shadows,2012,9901495.58959996,0.48271844702013067,-0.07429063439235839
1939,Dark Phoenix,2019,7172735.8099188665,0.6508716885717366,-0.07680822819913324
1940,Dark Money,2018,23217.46217510881,0.08905210868527512,0.5120336460841536
1941,Dark Horse,2012,107501.51306412985,-0.0013725693559075585,0.4398577336054667
1942,Danny Collins,2015,645784.6238455346,0.07399408579796188,0.9551442295645312
1943,Dancing Across Borders,2010,8261.344067574824,0.09066928461525799,0.3466042677384232
1944,Damsels in Distress,2012,124526.0488787487,0.1044927223629545,0.24609249899126528
1945,Dallas Buyers Club,2013,3418034.0157327456,0.06354592340710968,0.12096955642368251
1946,Daddyâs Home 2,2017,11543354.73204299,0.3433887980324309,0.03514680484794708
1947,Daddyâs Home,2015,17320941.467838466,0.44354789983286164,-0.04561394618102549
1948,CÃ©zanne and I,2017,27630.682683711697,0.1197287153616451,0.5123244011807655
1949,Cyrus,2010,932399.4560110214,0.0672365262446911,0.8277852998924785
1950,Cut Throat City,2020,93970.97029612765,0.40844446657765604,-0.08017245272499263
1951,Custody,2018,9106.855777891624,0.02677358032655501,0.47278805341049174
1952,Cunningham,2019,29095.673988436552,0.09017595087329684,0.30937296499217143
1953,Crystal Fairy,2013,23522.301454532793,0.21531610782580177,0.3596803085220286
1954,Cruella,2021,9767713.653665928,0.3587547275019335,-0.14343589720248506
1955,Crime after Crime,2011,7937.639815115571,0.06384900837324192,0.2773570276969862
1956,Creed II,2018,12541314.321372634,0.2465578791867779,0.4695471410480971
1957,Creed,2015,12550416.876504123,0.20960189391539813,0.35906872289605474
1958,Creation,2010,46349.255742598616,0.18393036232784277,-0.06638912804069624
1959,"Crazy, Stupid, Love",2011,10696570.0300292,0.3556172200809235,-0.07788621292372966
1960,Crazy Wisdom,2011,2281.145376127196,-0.521363356667002,3.359278124377462e-05
1961,Crazy Rich Asians,2018,18980739.848461196,0.14242281825625816,0.45272587840571055
1962,Crazy Horse,2012,21027.42610509369,0.07404278988562313,0.23149441882109792
1963,Crazy Heart,2009,4981698.182742211,0.014178148354339937,0.5096303002111514
1964,Cowboys and Aliens,2011,12624535.839742796,0.5158976624436697,-0.11583550384285879
1965,Courageous,2011,1380823.449753002,-0.5248758651583346,4.9981943729744575e-08
1966,Counter Column,2020,1028.6903590021827,-0.9562773638788589,0.0002736688650392054
1967,Countdown to Zero,2010,32762.486964265307,0.30844554003833413,0.8279123815676824
1968,Countdown,2019,2788043.745826419,0.46681939944760076,0.17953431725340951
1969,Cosmos,2016,924.9990541481047,-0.702151517748012,0.0001582161873718474
1970,Coriolanus,2012,109754.89474542253,0.09513028674496178,0.01726588165496533
1971,Cop Out,2010,5657525.213005273,0.5197068164403196,0.08995722080786606
1972,Conviction,2010,841769.2789780042,0.11556872665090438,1.1298354458905504
1973,Contagion,2011,9519809.301453542,0.3942676686262183,0.03332336067251751
1974,Concussion,2015,3970136.332382855,0.5212922667268867,0.17948762272199043
1975,Concerning Violence,2014,643.7822591467418,-0.9750205242587158,0.0004096951889104207
1976,Conan O'Brien Can't Stop,2011,33334.771473375324,0.5412632195099445,-0.08180310342394603
1977,Computer Chess,2013,12029.606680319599,0.13771000886199802,0.5419925812152756
1978,Compliance,2012,39095.735967864726,0.12145884138840839,0.654141039475782
1979,Coming Home,2015,43982.48451903542,0.06849036212603042,0.5146242790468032
1980,Come Play,2020,1118404.368041743,0.3906026965780996,-0.1469936439710054
1981,Columbus,2017,112863.57496236713,0.04685129716685454,0.42051357445791504
1982,Colossal,2017,351133.58455177676,0.11992628508020851,0.7182771426988441
1983,Cold Weather,2011,19946.112338616236,0.11162218122619219,0.14378450845723562
1984,Cold War,2018,496432.5731014937,0.014879294968803644,0.6929499779824625
1985,Cold Pursuit,2019,3505630.523364186,0.4704432733115671,0.09191958928657662
1986,Coherence,2014,13348.957438497928,0.18811883554620037,-0.01573205748476142
1987,Code Black,2014,23152.492349434113,0.10755202261106842,0.19553178773668978
1988,Coco Chanel and Igor …,2010,217080.0143391426,0.040445872908360776,0.34115527590001843
1989,Coco,2017,22845310.018477626,0.18812589514872674,0.21485925190806227
1990,Cloudy with a Chance …,2009,15065082.387930572,0.32660303325583495,-0.09917206252558108
1991,Clouds of Sils Maria,2015,214103.46285843555,0.08206847514744932,0.608467312952956
1992,Cloud Atlas,2012,3346527.488292867,0.48817867831878103,0.08958137101799662
1993,Client 9: The Rise an…,2010,22856.227582076233,0.18907402172828586,0.2884449538404432
1994,Clash of the Titans,2010,20530324.613821924,0.25321037508660277,0.32516849272972703
1995,Claireâs Camera,2018,9774.958913256316,0.20259375040051683,-0.0763818781021848
1996,City of Life and Death,2011,14367.985412349506,0.0486172117517603,0.26804134582087163
1997,City Island,2010,838012.0013719863,0.02340155025562528,0.4254844268220509
1998,CitizenFour,2014,328311.9101846823,0.09158985827719536,0.16314985766638906
1999,Citizen K,2019,13843.594435858204,0.021497867441907324,0.5616340791386055
2000,Citizen Jane: Battle …,2017,34770.57482275534,0.15015316842385387,0.3091044640370274
2001,Circumstance,2011,56693.52137138401,0.1470208499019996,0.23983898001299248
2002,Circo,2011,9716.935621845123,0.10520184044522664,0.10898516702100491
2003,Cinderella,2015,23788555.853183925,0.4373787139681368,-0.10353327339895263
2004,Churchill,2017,142719.371427612,0.4679963869959127,-0.06935684889675775
2005,Chronicle,2012,8089414.925633056,0.430351965041359,0.04704741175195298
2006,Christopher Robin,2018,10992728.607888179,0.37097010351027365,-0.07260878798725229
2007,Christine,2016,34167.102104247555,0.10717360083355262,0.5093267122673397
2008,Christ Stopped at Ebo…,2019,9258.053694903663,0.12190150229995446,0.019153810363209997
2009,Chloe,2010,386735.26347010443,0.42368270876762565,-0.028251798671391548
2010,Chimpanzee,2012,3639987.6403835313,0.47086429987825873,-0.020539523405689764
2011,Chimes at Midnight,2016,14837.757588745479,0.29012454680242145,-0.02784263838338824
2012,Child's Pose,2014,25269.03506592911,0.035429195144697806,0.8820849365838012
2013,Chicken with Plums,2012,33649.8977229068,0.1035005147586311,0.07657933639834111
2014,Chely Wright: Wish Me…,2012,757.3747805000021,-0.5268376720266211,9.498113237042604e-05
2015,Chef Flynn,2018,8031.448769361285,0.4276968307387312,-0.31312051519586537
2016,Chef,2014,3780421.2226708136,0.05422060571274971,0.2936127883620886
2017,Chavela,2017,15570.601942682082,0.14919805333470224,0.6146934653343755
2018,Chasing Trane: The Jo…,2017,45306.67278725203,0.09593722741758236,0.14360127542445586
2019,Chasing Mavericks,2012,740725.7387835932,0.5321070327701704,0.11031672940808718
2020,Charlotte Rampling: T…,2011,1199.3931328553344,-1.1564816314985873,0.0003033257431181122
2021,Charlieâs Country,2015,1325.296883877513,-0.6523785121729707,9.013213148867667e-05
2022,Chappaquiddick,2018,1907586.7921910097,0.4584759674855181,0.05988019483292345
2023,Chaos Walking,2021,1455285.080594908,0.34386639719159734,0.13263614134999954
2024,Chained for Life,2019,1151.404469591469,-1.240499867989896,0.0003442267433266922
2025,Certified Copy,2011,167055.33629308123,0.11857528102018051,0.30943375165506276
2026,Certain Women,2016,121660.99050567603,0.11031069789495918,0.8170401999995703
2027,Central Intelligence,2016,14882612.395665098,0.39099265241085135,0.01101564100529534
2028,Cemetery of Splendor,2016,6059.1704405281125,0.23863078485328648,0.12568513909895937
2029,Celeste and Jesse For…,2012,385900.074556306,0.030885700835970573,0.9904644679142136
2030,Cedar Rapids,2011,861704.0158737798,0.10086952884347127,0.4632278699534808
2031,Cave of Forgotten Dreams,2011,660951.0897685052,0.07798926598888216,0.35735072688377056
2032,Cats & Dogs: The Reve…,2010,5488279.13271902,0.45034743812226213,0.09441497340592853
2033,Catfish,2010,402746.6651117192,0.14774344468421516,0.532167769945484
2034,CatVideoFest,2019,48669.21396501074,0.13961276127382305,0.525426062497311
2035,Casino Jack,2010,127084.01797935061,0.07976404138558037,0.4733084111049784
2036,Cartel Land,2015,81692.31093791044,0.1427727609446391,0.5249920380462978
2037,Cars 3,2017,16888701.13329737,0.49569550270399104,-0.08857458389849443
2038,Cars 2,2011,24053636.976718977,0.4764699853339777,-0.09702210042497034
2039,Carol,2015,1447180.1702222172,0.011238711098873257,0.6449643649437281
2040,Carnage,2011,311582.4219330354,0.04873639818207823,0.8452777369090164
2041,Carlos,2010,17990.917009657736,0.24488515803032918,0.048661606409374364
2042,Carancho,2011,2684.6293002272064,-0.5478161898003477,3.178974682730855e-05
2043,Captain Underpants: T…,2017,8198606.282320077,0.4378624493201289,0.03451274418910372
2044,Captain Phillips,2013,13072452.719181275,0.3343838551076556,-0.0010989884709477482
2045,Captain Marvel,2019,46863397.53322416,0.4599865450936311,-0.18908292953588335
2046,Captain Fantastic,2016,660329.4283996547,0.0848104798725418,0.5174097118334332
2047,Captain America: The …,2011,13235259.79306392,-0.9010966781858603,1.5442920313621528e-08
2048,Captain America: Civi…,2016,47110721.166449666,0.5481186207542662,-0.10172318299564909
2049,Capernaum,2018,179245.09960530614,0.0024577781561664538,0.5162940894911271
2050,Can You Ever Forgive Me?,2018,915002.1978999104,0.09525766069668637,0.3311577802517678
2051,Cameraperson,2016,12192.749056061266,0.1547898874044988,0.1602547905852557
2052,Cameraman: The Life a…,2011,437.69959858316906,-0.3368741914405312,0.00012035541048445404
2053,Calvary,2014,435600.34717312997,0.06470766049552576,0.7750700025507895
2054,Call Me by Your Name,2017,2005987.874915421,0.02485909791249553,0.3242114741738117
2055,Cairo Time,2010,200976.7082989223,0.06658344504698709,0.49727858571404987
2056,CafÃ© Society,2016,1246498.472808982,0.11428118931122754,0.643235723594605
2057,Bye Bye Germany,2018,8178.32850985117,0.1105140789473108,0.04727930208145821
2058,By the Grace of God,2019,7006.5070404197995,0.1995205016914162,0.2272017527649684
2059,But Deliver Us From Evil,2018,15317.886510321627,-0.9757495360035118,1.6013908929747207e-05
2060,Burnt,2015,1594495.0417487002,0.5364932829313767,0.3106979919166588
2061,Burning,2018,77964.65376301162,0.10044088480306378,0.196005599397619
2062,Burn,2012,149120.10393185396,0.016905120705304078,0.08116749408980856
2063,Burlesque,2010,4859808.576203019,0.23242980747267486,0.572715902185847
2064,Bumblebee,2018,13790006.619704992,0.3783058694782619,0.13775576235949236
2065,Bully,2012,432100.3385252522,0.08366850322960984,0.5527932395056183
2066,Budrus,2010,9615.365866351016,0.061499829504108275,0.1724620163921818
2067,Buck,2011,499962.8399856591,0.09212325518964298,0.3510162551326381
2068,Brooklyn's Finest,2010,3434260.2192962943,0.629691283479946,-0.033754864638289916
2069,Brooklyn Castle,2012,26125.194443841086,0.14698616416380592,0.22469903422553153
2070,Brooklyn,2015,4474565.2959534135,0.03850600155884816,0.21715094793691786
2071,Broken Embraces,2009,618247.1632853226,0.06739809973228203,0.3274146080390934
2072,Broken City,2013,2419823.4607089995,0.5727530999152257,0.12607556644466533
2073,Brittany Runs a Marathon,2019,768269.7810328157,0.058812254146114754,0.8936426604783032
2074,Brighton Rock,2011,31806.51779017957,0.22375543825119146,-0.03842185307836568
2075,Bridge of Spies,2015,8354365.591293657,0.2979769753216122,0.1174578476332428
2076,Bridesmaids,2011,21368701.118894704,0.22364650946137887,0.07329275621256659
2077,Bride Flight,2011,64537.196933921834,0.15110023926899913,0.060518128502153545
2078,Brick Mansions,2014,2482905.779442978,0.5879999755899326,0.018018299701134555
2079,Breathless,2010,8684.863614733991,-0.26918777981522163,2.196225939914158e-06
2080,Breathe,2015,56054.88780576077,0.016197679818134168,0.4960405867696221
2081,Breakthrough,2019,4394446.687764966,0.21643852321700144,0.5571949814132929
2082,Brave,2012,29486461.63240128,0.4191292633572848,-0.05472579656556836
2083,Boyhood,2014,2956120.232198003,0.06329306782417618,0.370953459312957
2084,Boychoir,2015,42832.56127596717,0.209196813112377,0.043027655304820306
2085,Boy,2012,33072.94139593759,0.08768097398668646,0.20242588497434105
2086,Boxing Gym,2010,5648.74577597562,0.17895542454706978,0.055780883542273535
2087,Boundaries,2018,74503.28525969338,0.13807574808635126,1.1857030349375954
2088,Born to be Wild 3D,2011,1950651.9245707488,0.25289835709221875,-0.1793946352284539
2089,Born to Be Blue,2016,85941.79971667925,0.026611019946967414,0.6831028652384714
2090,Born in China,2017,1554322.9937329944,0.460159638744928,-0.02995116585693053
2091,Borgman,2014,6983.934835036,0.17822863211088702,0.4199694948755604
2092,Border,2018,88620.44526537735,0.10353085818277773,0.324636351823103
2093,Boom for Real: The La…,2018,17697.31812325307,0.2685546697467379,0.24233062163101504
2094,Booksmart,2019,2458910.7547887503,0.4913958893553345,-0.10127265316160905
2095,Book Club,2018,7486118.53522698,0.32784644230792825,0.19148066040268014
2096,Bombshell: The Hedy L…,2017,97142.23475684084,0.003598346779922216,0.20044173859627287
2097,Bombshell,2019,3393639.0339315827,0.1783731910360084,0.6549871534591329
2098,Bohemian Rhapsody,2018,23672699.165006086,0.32629453015485926,-0.15778241789189712
2099,Blue is the Warmest C…,2013,294041.4426571251,0.17019901522583858,0.2553308177433331
2100,Blue Valentine,2010,1216054.6277920993,0.05946364794293406,0.5370637790049896
2101,Blue Jasmine,2013,4000206.3964258963,0.05372391575763857,0.5209707215284956
2102,Blockers,2018,6590397.391495382,0.44254871227371484,0.013634302817398525
2103,Blended,2014,5604359.067696045,0.46471761775136433,-0.03340774058405632
2104,Blaze,2018,76750.45692380624,0.05277253031823502,0.5420788530084508
2105,Blank City,2011,15006.47006305422,0.14227812265273906,0.02410691491949514
2106,Blade Runner 2049,2017,10173062.943051554,0.4990052025825225,-0.07785354653898474
2107,Blackthorn,2011,24204.96012642229,0.18751373258922704,0.1576072254328114
2108,Blackfish,2013,251896.23326673315,0.09767572521430165,0.5123281569313367
2109,Black or White,2015,2547232.9823343605,0.3999724850066215,0.20555608673135223
2110,Black Swan,2010,13390302.050201027,0.06616270735796222,0.384100828132857
2111,Black Panther,2018,76985014.89410374,0.41571911631370073,-0.14868211057670577
2112,Black Mass,2015,7427595.316786067,0.49625211642234063,-0.0011309723141181838
2113,Biutiful,2010,633419.9480994849,0.041314355804953254,0.5606674636309695
2114,Bisbee â17,2018,12468.942286011023,0.11468525886282946,0.4238362727612114
2115,Birds of Passage,2019,54491.810120092676,0.043002918695260066,0.8013459665780879
2116,Birdman or (The Unexpected Virtue of Ignorance),2014,5384732.844942088,0.048289401717313565,0.10044156405107388
2117,Bill Nye: Science Guy,2017,8075.351973602147,0.09595751748846208,0.46513289266800534
2118,Bill Cunningham New York,2011,188561.43497454305,0.05047196432584211,0.19855414000361044
2119,Big Stone Gap,2015,120650.0517092621,0.5392863545837127,-0.2723768428114025
2120,Big Star: Nothing Can…,2013,12626.661932610745,0.20970397252292183,0.41881634726240846
2121,Big Sonia,2017,17455.163889015825,0.048468505493096906,0.44870063703947705
2122,Big Mommas: Like Fath…,2011,4759941.361887104,0.5576728895102906,-0.05812588563207466
2123,Big Hero 6,2014,26462492.598380625,0.34528303306861235,-0.0922939228201245
2124,Big Eyes,2014,1698798.4065589309,0.22483796661080388,0.6705375457586327
2125,Bicycling with Moliere,2014,8023.370712087963,0.10760855373876144,0.06985564239270471
2126,Bhutto,2010,13404.867814631029,0.08311771191754994,0.09707635745593353
2127,Beyond the Mask,2015,49512.55636659189,-0.7030622463344007,2.5739751303995455e-06
2128,Beyond the Lights,2014,1759485.2281410086,0.5199437138999448,0.057616521432013956
2129,Beyond the Hills,2013,14845.914131130932,0.12083357525091179,0.2243642407818741
2130,Beyond the Black Rainbow,2012,8370.55649644524,0.10390950258841623,0.10090286412218435
2131,Beware of Mr. Baker,2012,19794.09692248435,0.1279634319755965,-0.08721315491215617
2132,Beuys,2018,6731.9689092377475,0.1578776834585577,0.23347570772486786
2133,Bettie Page Reveals All,2013,12746.797131991067,0.1410707052539795,0.249329944343759
2134,Bethany Hamilton: Uns…,2019,64289.40412498061,0.6622167995565649,-0.0426341185448319
2135,Best of Enemies,2015,104500.77509891221,0.09999142337936867,0.5658216149544669
2136,Best Worst Movie,2010,16059.240448909299,0.06375604775763916,0.055275286757723564
2137,Bernie,2012,1138852.6137125175,0.0693252540337051,0.3406220366391194
2138,Ben is Back,2018,400801.0711174363,0.08362657429429808,0.7524845730835914
2139,Beloved Sisters,2015,3267.037144089854,-0.9938414825828291,7.864055658994889e-05
2140,Bellflower,2011,21631.794022983504,0.2096805367443367,0.01604228269968902
2141,Belle,2014,1284359.8525515574,0.07706652252535733,0.5376078721263561
2142,Beirut,2018,540250.5481232713,0.25027879108101175,0.8707281834396707
2143,Being Elmo: A Puppete…,2011,37700.37360272367,0.08394799712245535,0.1618606762883819
2144,Behind the Burly Q,2010,736.297072204168,-0.41626577941406295,6.684113216122975e-05
2145,Beginners,2011,724078.512026041,0.04911310302495124,0.4804886751697341
2146,Begin Again,2014,1870755.2067713994,0.10584405901330445,0.7210628397008626
2147,Before You Know It,2019,16049.377583135329,0.2943201270374561,0.2804722398316185
2148,Before Midnight,2013,984836.7472177923,0.04958967555880946,0.6925778554957794
2149,Becoming Traviata,2013,7870.333822751918,0.1691170446721219,0.1998248830448788
2150,Becoming Astrid,2018,14023.487781708956,0.166234569389655,-0.05191423462335626
2151,Beauty and the Beast 3D,2012,25761817.390133735,0.5506827252880123,-0.04511176816163398
2152,Beauty and the Beast,2016,55481761.84576184,0.15680833368088878,0.43211967568870624
2153,Beautifully Broken,2018,131751.4685481877,0.706540587733487,0.19405781152277657
