,title,year,M,p,q
1541,In a Better World,2011,124670.38816572104,0.07130994463834785,0.2308309001314105
1542,In Time,2011,4684119.172805681,0.4462567646815825,0.06148143364988484
1543,In The Land of Blood …,2011,37948.11685514577,0.11145269905297432,0.3513676871260915
1544,In The Fade,2017,34442.20759759612,0.06269619170831608,0.44780799505644064
1545,In Jackson Heights,2015,13743.121582501888,0.2541416449619235,0.022398667475164474
1546,In Darkness,2012,877689.349846298,-0.06364493284257063,2.1386474097791277
1547,In Bloom,2014,1778.493108246828,-0.6177154987807877,5.8671648173582286e-05
1548,In Between,2018,12645.519230248865,0.07914950120981366,0.1256402487732322
1549,In Another Country,2012,3948.7902333418056,0.09668967953038136,0.06337424214002668
1550,Immortals,2011,10519070.558537863,0.4860453154332678,-0.03475837642919699
1551,Il conformista,2014,2294.1065689308507,-0.5449134436573527,3.383561955230658e-05
1552,If I Stay,2014,6192320.63737079,0.4071753012365188,0.07176301088359965
1553,If Beale Street Could…,2018,1596184.9317664355,0.052748668426832,0.7032572016687263
1554,Identity Thief,2013,16509048.72694517,0.35483031120765973,0.0029073962047833635
1555,Ida,2014,452892.2042912367,0.031147722992625124,0.39349346212239644
1556,Ice Age: Continental …,2012,20139437.906416565,0.423799380067528,-0.09701777795422545
1557,Ice Age: Collision Co…,2016,7348058.197310582,0.4998019408953007,0.0581089851537438
1558,"I, Tonya",2017,3261722.8182708807,0.029800750098867394,0.5529278767763169
1559,I'm So Excited,2013,166004.70205205693,0.09146629352670003,0.5047525860645673
1560,I'll See You in My Dr…,2015,874569.5080469052,0.04997333449705277,0.4925857467725775
1561,I am the Blues,2017,6583.67085743755,0.07248064111732203,0.014178215088597713
1562,I am Number Four,2011,6893528.722680054,0.48834316562989366,0.03605747838450296
1563,I am Not a Witch,2018,5800.550634110447,0.3115644128691671,-0.1491231997698978
1564,I am Love,2010,626503.4059640442,0.08928197854746261,0.30329455757987955
1565,I Wish,2012,19742.250496765588,0.08202158495421559,0.1501046270126096
1566,I Still Believe,2020,1077343.3234488666,-1.8976057548912182,8.369419085089172e-07
1567,I Saw the Light,2016,187812.39934935534,0.30178212043330127,0.8064502318762736
1568,I Love You Phillip Mo…,2010,251500.75695417015,0.07905860379338239,0.44784388253702767
1569,I Can Only Imagine,2018,9145402.57524459,0.2914663429285522,0.21569381974437296
1570,I Am Not Your Negro,2017,783621.1229974777,0.15667361796233892,0.38401513204196547
1571,I Am Eleven,2014,36806.705062096284,0.042153222518122736,0.09227907097628425
1572,I Am,2011,201006.243053404,0.0029239891398568038,0.4158223048135493
1573,Hysteria,2012,220765.83709823654,0.07135188827094388,0.6138941060468232
1574,Hyde Park on Hudson,2012,764340.9669983542,0.06361466660634905,0.5219942486539146
1575,Hustlers,2019,11513711.622065626,0.42821061958460127,-0.017787998380467407
1576,Hunt for the Wilderpe…,2016,590091.0377413108,0.06593629753137963,0.36074172563281814
1577,Human Flow,2017,57656.120516108975,0.1882118422294734,0.3161557794201343
1578,Human Capital,2015,20205.170099104806,0.13699963013763125,0.07398068874419823
1579,Hugo,2011,9337890.974594554,0.12475661307706042,0.06553044629463783
1580,Hubble 3D,2010,3614423.524354993,0.11436095300315659,-0.07375342120681695
1581,Howl,2010,78021.47438560244,0.12803287891101825,0.12065154868729039
1582,How to Train Your Dra…,2014,21220788.493621822,0.38565780536622074,-0.27562237020304536
1583,How to Train Your Dragon,2010,27413618.938288886,0.21856891002039497,0.19193914357638228
1584,How to Live Forever,2011,12875.811983910346,0.06457741458216582,-0.02188241635607578
1585,How to Grow a Band,2012,849.7450922279523,-1.0170415018992593,0.0003283674915802267
1586,House at the End of t…,2012,3952283.0615348653,0.4779042465251609,0.14515038599136681
1587,Hotel by the River,2019,2587.402588354881,0.40690588192328325,-0.012245147960783909
1588,Hotel Transylvania 3:…,2018,18370282.79413789,0.40384972327342217,-0.06092561174841815
1589,Hotel Transylvania 2,2015,19811805.626305692,0.3435503745621479,0.05500695452923715
1590,Hotel Transylvania,2012,18256317.200035285,0.34137457415480926,0.061548083073175275
1591,Hotel Mumbai,2019,1038248.800030856,0.2403353622325677,0.5192772577678496
1592,Hot Tub Time Machine,2010,6400341.122357295,0.3913662879274499,-0.0029219985230941603
1593,Hot Pursuit,2015,4096041.162391377,0.5101382475798248,-0.011490252297583048
1594,Hostiles,2017,3244203.647328195,0.06307135628579053,1.019872683955811
1595,Horrible Bosses 2,2014,6401925.782942375,0.22424336705260073,0.5575894483458422
1596,Horrible Bosses,2011,14774639.88979463,0.3614410997703446,0.052608389090926744
1597,Horn From the Heart: …,2018,567.3005455320722,-0.19367251309181802,2.6319774287917944e-05
1598,Hope Springs,2012,7928948.32980027,0.18718657991232987,0.39765373624526273
1599,Hop,2011,13726734.977836004,0.4200757187109872,0.052826912767781786
1600,Hoodwinked Too: Hood …,2011,1261297.8005135406,0.4843310433324455,0.022940696806409366
1601,Honeyland,2019,85680.3331003809,0.06801262687739226,0.22122913506480202
1602,Honey Boy,2019,329143.91129312007,0.08234106253388732,0.6284519091088526
1603,Honest Thief,2020,1518981.2953335259,0.17732614958632353,0.36454199992606495
1604,Home,2009,20663775.857795443,0.04192078230096347,0.5376815810585466
1605,Holy Rollers,2010,38419.312463056136,0.22835635267730062,0.2050654239072121
1606,Holy Motors,2012,81123.20632570247,0.04163983308416879,0.3020166220804583
1607,Hockney,2016,15002.226875795424,0.1454928910079987,0.09137167357874484
1608,Hobo with a Shotgun,2011,90883.72372873053,0.026531129626877405,0.17380906974418725
1609,Hitlerâs Hollywood,2018,4946.661648601775,0.20325930521673072,0.016736167983508438
1610,Hitchcock/Truffaut,2015,29007.5788005463,0.14063674668248902,0.49962507504030484
1611,Hitchcock,2012,724595.7344593165,0.0769195417653863,0.7574360161562893
1612,Hillaryâs America: Th…,2016,1489538.1183471421,0.24487991645185203,0.5753057260192214
1613,Higher Ground,2011,104288.62978400821,0.11698635434122882,0.39918281478216344
1614,High-Rise,2016,39877.993521036195,0.3482772419207491,-0.07161351621502171
1615,"Hieronymus Bosch, Tou…",2016,21069.512109738604,0.08531586774087928,0.08772016056362371
1616,Hidden Figures,2016,18832878.95195503,0.07896081830655806,0.3539650444218836
1617,Hesher,2011,47386.72187988889,0.5114055143801427,0.02628161156475156
1618,Hesburgh,2019,21527.121362295795,0.2643311317194636,0.2617111313062976
1619,Hermia & Helena,2017,4691.756492502076,0.5011037054124264,-0.3405976285196316
1620,Hereditary,2018,4846889.279318526,0.4558133618237965,0.01868456732788132
1621,Hereafter,2010,4121014.085933904,0.2388201591012919,0.619220329335856
1622,Here Comes the Boom,2012,5520929.786398664,0.33513999912122316,0.058861051386632224
1623,Hercules,2014,8854494.819806589,0.5753545225061522,-0.07089405862201026
1624,Herb & Dorothy 50X50,2013,4786.2264318297675,0.20877371544977696,0.16245472900317154
1625,Her,2013,3048439.528101013,0.044637536709399094,0.6866796363153584
1626,"Hello, My Name is Doris",2016,1645418.0677887576,0.09057354953783808,0.5217476090666833
1627,Hello I Must Be Going,2012,13345.662512765013,0.28483476306976097,0.07439060007370893
1628,Hell or High Water,2016,3065631.1162656867,0.09528365466747325,0.661019873557329
1629,Hell and Back Again,2011,5651.824222327179,0.14116862258368526,0.008109614619756844
1630,Hector and the Search…,2014,122663.9200842959,0.18628490715924062,0.5118263261758481
1631,Heaven is for Real,2014,11033581.051650323,0.19267137757092972,0.3820071270805556
1632,Heaven Knows What,2015,9468.073774345035,0.2936283573748691,0.14452864719226222
1633,Hearts Beat Loud,2018,258055.0360092498,0.08927441894967392,0.7812788761609893
1634,Heartbreaker,2010,62143.27870130997,0.16502094844574114,0.278765721770083
1635,Heart of a Dog,2015,47829.86675545627,0.05043717955548142,0.2274049814746254
1636,Headhunters,2012,148236.87719064738,0.07402659248768008,0.3470651081835203
1637,He Named Me Malala,2015,312700.1524444811,0.21902500120859783,0.4026250038575996
1638,Have a Nice Day,2018,8951.55524037629,0.22459644028781367,0.14338099344546434
1639,Hava Nagila: The Movie,2013,44230.82553436716,0.1678017614182105,-0.000474723364386781
1640,Haute Cuisine,2013,11681.929972590979,-0.2837600536489104,2.2518683629895414e-06
1641,Hausu,2010,2325.3420095398387,-0.23284383173769688,5.894795915601459e-06
1642,Harry Potter and the …,2010,25219674.666810103,-1.1182900226905883,1.2426082952174766e-08
1643,Harry Brown,2010,236570.9446722883,0.11832316532780765,0.18306034163947638
1644,Harry & Snowman,2016,63991.42689228422,0.10374760076019654,0.2749030159781029
1645,Harriet,2019,4697090.130716915,0.3779050276935522,0.06397407180935138
1646,Harmonium,2017,1909.657404314188,0.310980967657218,0.06362485168009194
1647,Hare Krishna! The Man…,2017,3725.895302074238,-1.507037030471326,0.0001620390608514316
1648,Hard to Be a God,2015,714.0815555222181,-0.4162605272593996,6.79016066715892e-05
1649,Hara-Kiri: Death of a…,2012,10494.320913315443,0.18108013997420774,-0.027180922284578246
1650,Happy People: A Year …,2013,41085.481963265585,0.030193239925214204,0.5030539576312887
1651,Happy Happy,2011,6440.371435447748,0.19843168123943974,-0.015454127303142662
1652,Happy Feet Two,2011,7952955.197504449,0.48322595346106206,-0.05679839660777536
1653,Happy End,2017,35064.79331396761,0.10889553697637076,0.17059657140016088
1654,Hansel & Gretel: Witc…,2013,6849985.724862147,0.4504192088699282,-0.00879917715041062
1655,Hannah Arendt,2013,90055.55558037711,0.04650727819941706,0.1711222156552675
1656,Hanna,2011,5043726.366807153,0.39849474508077787,0.13067916847082495
1657,Halston,2019,15807.817765186219,0.13954215313406015,0.5675147422989756
1658,Halloween,2018,17481207.084957544,0.5946523799564537,0.15551656531935432
1659,Hall Pass,2011,5683094.244368364,0.399096841461628,0.09729623275779953
1660,Half of a Yellow Sun,2014,1175.123839199102,-0.21785735169738338,1.041429141021124e-05
1661,Hale County This Morn…,2018,25560.74442694882,0.022119647778016994,0.03836256122176492
1662,Hail Satan?,2019,45698.95795380708,0.10808183628809014,0.6600899229086091
1663,Hacksaw Ridge,2016,7497233.220655968,0.327432116883236,0.0746479875073417
1664,HEY BOO: Harper Lee a…,2011,1071.1515195138015,-0.4717017807148392,5.768919291648539e-05
1665,GÃ¼eros,2015,9624.685751764806,0.05756397949966785,0.0064636017316033745
1666,Guy and Madeline on a…,2010,4553.792571899003,0.09025989690790759,0.15144343946075378
1667,Gulliver's Travels,2010,5360140.172817441,0.4327763376916227,0.06576765969950998
1668,Guardians of the Gala…,2017,43444806.53205124,0.4692226285862651,-0.12375732177692261
1669,Guardians of the Galaxy,2014,40937664.36580516,0.3993896086590711,-0.18944590528593136
1670,Grudge Match,2013,3619060.3089990914,0.2085188459276276,0.7156053398894519
1671,Grown Ups 2,2013,16338978.19662318,0.44660487106744434,-0.037841683020056804
1672,Grown Ups,2010,20546440.437254936,0.3587994315065156,0.007804580489003954
1673,Gregory Crewdson: Bri…,2012,994.2375248890548,-0.25126848199243057,2.131793143870093e-05
1674,Greenberg,2010,528871.3071752725,0.180012796711689,0.38172243797265265
1675,Green Room,2016,369265.58381397347,0.12618426462351137,0.8167390448355606
1676,Green Lantern,2011,14619853.3962825,0.6121742381069433,-0.10314355835213096
1677,Green Book,2018,9963040.620623657,0.04510651516184773,0.13099479696434907
1678,Greater,2016,228795.95529047446,0.43224975555505646,0.04763500852360025
1679,Gravity,2013,32868692.699861083,0.3065126414726907,-0.028875989743805952
1680,Granito: How to Nail …,2011,5073.323229268207,0.13469279536200152,0.17013822007760068
1681,Grandma,2015,806364.4820248485,0.04882441520225913,0.7741073759449713
1682,Grace of Jake,2017,536.7840851347075,-0.4405047728302213,0.00010916462920935374
1683,Grace Jones: Bloodlig…,2018,40582.77321821741,0.2084920289331653,0.15321649733913043
1684,Goosebumps,2015,9346274.493714271,0.35332762336662377,0.09561035080810987
1685,Goodnight Mommy,2015,139748.7104977996,0.02806275267867016,0.6159385008328695
1686,Goodbye to Language,2014,53303.40082032918,0.06616687259287699,0.017649084499261634
1687,Goodbye Christopher R…,2017,189782.58724402555,0.08654018729370379,1.099581246439455
1688,Good Time,2017,221338.21885524987,0.11490744946258445,1.2035469576155815
1689,Good Ol' Freda,2013,16609.70789971605,0.13467335043022413,0.33058347857614945
1690,Good Manners,2018,3438.906237605641,0.18594742393306146,-0.08631251744981294
1691,Good Hair,2009,232236.02395787436,-0.8636811215510971,8.031739279107937e-07
1692,Good Boys,2019,9252535.73086498,0.35150486305930306,-0.020508727623996414
1693,Gone Girl,2014,20169247.27043942,0.31599596280436504,0.006002737970078831
1694,Going in Style,2017,5038162.24449968,0.3719730483274345,3.659934412481025e-06
1695,Godâs Own Country,2017,34821.89459726195,0.058602292098060504,0.5725279670988348
1696,Godâs Not Dead: A Lig…,2018,622647.2900300423,0.6739297236898367,0.1586039018675237
1697,Godâs Not Dead 2,2016,2397490.2527499837,0.47286003283863015,0.04026896248475126
1698,Godâs Not Dead,2014,7382802.608171936,0.06992807434631605,0.47311400106478496
1699,Godzilla: King of the…,2019,12083728.384938419,0.5685406564832238,-0.12835830254347902
1700,Godzilla,2014,24424503.149318617,0.5892324882286587,-0.10747196899582234
1701,Gods of Egypt,2016,3592981.294298005,0.5735870934988853,-0.05799655283634986
1702,Gnomeo and Juliet,2011,12456871.97487372,0.3283103899784476,0.1926918958048276
1703,Glory,2017,2203.9964621966406,0.16431610191607673,0.13969687996395544
1704,Gloria Bell,2019,600398.3986063807,0.12197147383658044,1.1003727343332375
1705,Gloria,2014,253260.38887653957,0.08391799012769786,0.5332996759430191
1706,Glen Campbell: I'll B…,2014,12490.2732119893,-0.4221726949301376,3.998410635619419e-06
1707,Glass,2019,12223725.0185179,0.486239683699985,-0.10810335216534189
1708,Give Me Liberty,2019,25923.66303761188,0.22681468112783634,0.04159321961131543
1709,Girls Trip,2017,12853737.457629345,0.39563716031984675,0.013203371870132374
1710,Girlhood,2015,1794.500925651234,-0.4007605328259511,2.3129702535488932e-05
1711,Ginger & Rosa,2013,117237.83588359284,0.13446253957394222,0.31599811673328415
1712,Gifted,2017,2734405.817487903,0.1274085989514254,0.539284571133058
1713,Ghostbusters,2016,14763380.498362353,0.5114409357617132,-0.03178885422217048
1714,Ghost Rider: Spirit o…,2012,6486767.191752517,0.5616807641846467,-0.10110935795779841
1715,Gett: The Trial of Vi…,2015,115128.43479401649,0.03773028035826669,0.5647882461335948
1716,Get Out,2017,19470915.66140158,0.28803618325954883,0.10019545799366483
1717,Get Low,2010,1145176.789744506,0.04296831884128548,0.6910776348301317
1718,Get Him to the Greek,2010,7747615.318936663,0.4308334942625999,0.06088470876665403
1719,Get Hard,2015,10774327.67796917,0.48371886949338966,-0.14977647377034803
1720,Gerhard Richter Painting,2012,32658.624354317704,0.08341831415060125,0.055657673110759684
1721,Geostorm,2017,3737128.5599217075,0.5318542807049446,-0.01704799242027022
1722,Genius Within: The In…,2010,21422.525403620464,0.16938078192338538,0.011372889322819296
1723,Genius,2016,154849.14783902492,0.18992283429621012,0.5886292158307701
1724,Generation Iron,2013,105481.08681630602,0.2945340502127059,-0.02912687691188459
1725,Generation Found,2016,4176.673251274831,-0.3604787932646324,7.926985436706162e-06
1726,Gemma Bovery,2014,51701.995460705424,0.09503003236962274,0.13162395204242794
1727,Ganja & Hess (1973) (…,2018,2186.5989575162253,0.22669361248794864,0.22825071051487378
1728,Gangster Squad,2013,5648848.243325489,0.5033069388613541,0.07197421751362731
1729,Game Night,2018,7618236.530169676,0.32009846422825267,0.06389169285606755
1730,Galapagos,2010,2278426.4245284405,-0.7091787959787479,0.7545418154500809
1731,Gainsbourg: A Heroic …,2011,32236.52524445114,0.10227038143509146,0.07086449053454788
1732,G.I. Joe: Retaliation,2013,14877184.722706221,0.2425237836440379,0.4955572068051808
1733,Fury,2014,10532278.802966492,0.38105219931730194,-0.04836185121040637
1734,Furry Vengeance,2010,2182463.679009389,0.4454055016809482,0.19287468646716704
1735,Furious 7,2015,41711309.7500415,0.5457718836919858,-0.15530661136064705
1736,Fruitvale Station,2013,1947504.3547117172,0.13080737766211034,0.777756704103083
1737,Frozen II,2019,52927602.57413679,0.41971479909388487,-0.20760676874484818
