,tconst,title,released,nconst,primaryName,boxoffice,inf_adj_boxoffice,cr,wicar
36187,tt1448755,Killer Elite,09-23-2011,nm0000134,Robert De Niro,"$25,124,966",30426333.83,2268553528,64553367.07
36138,tt1748179,Red Lights,03-02-2012,nm0000134,Robert De Niro,"$52,624",62617.2976,2293678494,92772129.85
36173,tt0455323,Being Flynn,04-19-2012,nm0000134,Robert De Niro,"$540,152",642726.8648,2293731118,92560727.37
36190,tt1045658,Silver Linings Playbook,12-25-2012,nm0000134,Robert De Niro,"$132,092,958",157177410.7,2294271270,92586260.45
36158,tt1815708,Freelancers,01-12-2013,nm0000134,Robert De Niro,0,0,2426364228,141321138.1
36197,tt1931435,The Big Wedding,04-26-2013,nm0000134,Robert De Niro,"$21,819,348",25502453.94,2426364228,139875069.3
36193,tt1480295,Killing Season,07-25-2013,nm0000134,Robert De Niro,"$39,881",46612.9128,2448183576,141345235
36161,tt2404311,The Family,09-13-2013,nm0000134,Robert De Niro,"$36,918,811",43150706.3,2448223457,141135598.4
36135,tt1204975,Last Vegas,11-01-2013,nm0000134,Robert De Niro,"$63,914,167",74702878.39,2485142268,143622762.7
36191,tt1661382,Grudge Match,12-25-2013,nm0000134,Robert De Niro,"$29,807,260",34838725.49,2549056435,147569978.6
36201,tt2212008,The Bag Man,02-28-2014,nm0000134,Robert De Niro,"$56,574",64929.9798,2578863695,212794877.2
36196,tt2361509,The Intern,09-25-2015,nm0000134,Robert De Niro,"$75,764,672",85356479.48,2578920269,303408373.8
36157,tt3276924,Heist,11-11-2015,nm0000134,Robert De Niro,"$50,136",56483.2176,2654684941,313449495.2
36192,tt2446980,Joy,12-25-2015,nm0000134,Robert De Niro,"$56,451,232",63597957.97,2654735077,312327673.8
36182,tt1860213,Dirty Grandpa,01-22-2016,nm0000134,Robert De Niro,"$35,593,113",39348186.42,2711186309,456870233.2
36198,tt1781827,Hands of Stone,08-26-2016,nm0000134,Robert De Niro,"$4,712,792",5209991.556,2746779422,462282332.6
36139,tt1967614,The Comedian,02-03-2017,nm0000134,Robert De Niro,"$1,659,002",1799021.769,2751492214,660752658.2
36144,tt7286456,Joker,10-04-2019,nm0000134,Robert De Niro,"$335,451,311",349607356.3,2753151216,1349112706
36199,tt1302006,The Irishman,11-27-2019,nm0000134,Robert De Niro,0,0,3088602527,1520351700
36236,tt0093737,The Pick-up Artist,09-18-1987,nm0000375,Robert Downey Jr.,"$13,290,368",22824878,0,0
36219,tt0093407,Less Than Zero,11-06-1987,nm0000375,Robert Downey Jr.,"$12,396,383",21289548.16,13290368,123.5212919
36245,tt0095409,Johnny Be Good,03-25-1988,nm0000375,Robert Downey Jr.,"$17,550,399",29770741.82,25686751,267.3371147
36234,tt0094594,1969,11-18-1988,nm0000375,Robert Downey Jr.,"$5,979,011",10142196.36,43237150,428.7415287
36232,tt0098524,True Believer,02-17-1989,nm0000375,Robert Downey Jr.,"$8,742,750",14645854.8,49216161,589.5362735
36224,tt0097044,Chances Are,03-10-1989,nm0000375,Robert Downey Jr.,"$16,278,590",27269893.97,57958911,705.3097758
36223,tt0099005,Air America,08-10-1990,nm0000375,Robert Downey Jr.,"$31,053,601",51365761.41,74237501,1344.700726
36244,tt0103100,Too Much Sun,01-25-1991,nm0000375,Robert Downey Jr.,0,0,105291102,2831.014673
36222,tt0103939,Chaplin,01-08-1993,nm0000375,Robert Downey Jr.,"$9,493,259",15101876.42,105291102,4843.248934
36226,tt0107091,Heart and Souls,08-13-1993,nm0000375,Robert Downey Jr.,"$16,589,540",26390640.23,114784361,5537.914917
36221,tt0110737,Only You,10-07-1994,nm0000375,Robert Downey Jr.,"$20,059,210",31486941.94,131373901,9276.942838
36214,tt0113321,Home for the Holidays,11-03-1995,nm0000375,Robert Downey Jr.,"$17,519,169",27130185.11,151433111,15288.52961
36209,tt0114272,Restoration,02-02-1996,nm0000375,Robert Downey Jr.,"$4,005,941",6119074.878,168952280,23946.5633
36208,tt0116016,Danger Zone,08-02-1996,nm0000375,Robert Downey Jr.,0,0,172958221,23478.27002
36240,tt0119196,The Gingerbread Man,01-23-1998,nm0000375,Robert Downey Jr.,"$1,677,131",2491042.674,172958221,47336.49851
36217,tt0120873,U.S. Marshals,03-06-1998,nm0000375,Robert Downey Jr.,"$57,167,405",84910746.65,174635352,48018.26569
36230,tt0120710,In Dreams,01-15-1999,nm0000375,Robert Downey Jr.,"$12,017,369",17595831.69,231802757,101477.88
36249,tt0124179,Two Girls and a Guy,01-29-1999,nm0000375,Robert Downey Jr.,"$2,057,193",3012141.991,243820126,97510.38515
36243,tt0185014,Wonder Boys,02-25-2000,nm0000375,Robert Downey Jr.,"$19,393,557",27986842.11,245877319,137867.1424
36229,tt0314676,The Singing Detective,11-14-2003,nm0000375,Robert Downey Jr.,"$337,174",465232.6852,265270876,445964.1239
36238,tt0348836,Gothika,11-21-2003,nm0000375,Robert Downey Jr.,"$59,694,580",82366581.48,265608050,432728.2928
36212,tt0343663,Eros,12-03-2004,nm0000375,Robert Downey Jr.,"$188,392",255968.2104,325302630,809495.1738
36206,tt0425055,Game 6,01-01-2005,nm0000375,Robert Downey Jr.,"$129,664",173438.5664,325491022,1081926.629
36235,tt0373469,Kiss Kiss Bang Bang,11-18-2005,nm0000375,Robert Downey Jr.,"$4,243,756",5676448.026,325620686,1082278.441
36248,tt0405296,A Scanner Darkly,07-28-2006,nm0000375,Robert Downey Jr.,"$5,501,616",7242877.464,329864442,1572853.522
36228,tt0473488,A Guide to Recognizing Your Saints,10-13-2006,nm0000375,Robert Downey Jr.,"$517,809",681695.5485,335366058,1600437.735
36237,tt0422295,Fur: An Imaginary Portrait of Diane Arbus,10-20-2006,nm0000375,Robert Downey Jr.,"$223,202",293845.433,335883867,1595407.38
36210,tt0443706,Zodiac,03-02-2007,nm0000375,Robert Downey Jr.,"$33,080,084",42851940.81,336107069,2280034.811
36239,tt0423977,Charlie Bartlett,02-22-2008,nm0000375,Robert Downey Jr.,"$3,951,699",5035650.036,369187153,3671696.345
36211,tt0371746,Iron Man,05-02-2008,nm0000375,Robert Downey Jr.,"$319,034,126",406545186.8,373138852,3625807.706
36227,tt0942385,Tropic Thunder,08-13-2008,nm0000375,Robert Downey Jr.,"$110,515,313",140829663.4,692172978,7554281.495
36241,tt0821642,The Soloist,04-24-2009,nm0000375,Robert Downey Jr.,"$31,720,158",39751702.01,802688291,11529828.8
36242,tt0988045,Sherlock Holmes,12-25-2009,nm0000375,Robert Downey Jr.,"$209,028,679",261954740.5,834408449,11660453.89
36220,tt1228705,Iron Man 2,05-07-2010,nm0000375,Robert Downey Jr.,"$312,433,331",384949107.1,1043437128,21678682.55
36216,tt1231583,Due Date,11-05-2010,nm0000375,Robert Downey Jr.,"$100,539,043",123874154.9,1355870459,28243863.02
36231,tt1515091,Sherlock Holmes: A Game of Shadows,12-16-2011,nm0000375,Robert Downey Jr.,"$186,848,418",226273434.2,1456409502,41799122.83
36215,tt0848228,The Avengers,05-04-2012,nm0000375,Robert Downey Jr.,"$623,357,910",741733577.1,1643257920,67902325.91
36213,tt1300854,Iron Man Three,05-03-2013,nm0000375,Robert Downey Jr.,"$409,013,994",478055556.2,2266615830,137490013.7
36250,tt2883512,Chef,05-30-2014,nm0000375,Robert Downey Jr.,"$31,424,003",36065328.24,2675629824,226035490.7
36225,tt1872194,The Judge,10-10-2014,nm0000375,Robert Downey Jr.,"$47,119,388",54078921.61,2707053827,223319756.1
36207,tt2395427,Avengers: Age of Ultron,05-01-2015,nm0000375,Robert Downey Jr.,"$459,005,868",517116010.9,2754173215,324844506.7
36218,tt3498820,Captain America: Civil War,05-06-2016,nm0000375,Robert Downey Jr.,"$408,084,349",451137247.8,3213179083,549805580.2
36247,tt4154756,Avengers: Infinity War,04-27-2018,nm0000375,Robert Downey Jr.,"$678,815,482",721784502,3621263432,1256860501
36246,tt4154796,Avengers: Endgame,04-26-2019,nm0000375,Robert Downey Jr.,"$858,373,000",894596340.6,4300078914,2128093488
36233,tt6673612,Dolittle,01-17-2020,nm0000375,Robert Downey Jr.,"$77,047,065",78672758.07,5158451914,3636272678
36284,tt0083232,True Confessions,09-25-1981,nm0000380,Robert Duvall,"$12,850,276",23695908.94,0,0
36272,tt0082958,The Pursuit of D.B. Cooper,11-13-1981,nm0000380,Robert Duvall,"$3,702,028",6826539.632,12850276,15.08672496
36256,tt0086423,Tender Mercies,03-04-1983,nm0000380,Robert Duvall,"$8,443,124",15212820.82,16552304,25.56703329
36260,tt0085168,Angelo My Love,12-08-1983,nm0000380,Robert Duvall,0,0,24995428,41.27395504
36254,tt0088176,The Stone Boy,04-04-1984,nm0000380,Robert Duvall,"$261,033",464821.4631,24995428,46.3968032
36268,tt0087781,The Natural,05-11-1984,nm0000380,Robert Duvall,"$47,951,979",85388089.01,25256461,47.25961019
36288,tt0089491,The Lightship,09-26-1986,nm0000380,Robert Duvall,0,0,73208440,419.1422374
36252,tt0093217,Hotel Colonial,01-03-1987,nm0000380,Robert Duvall,"$9,526",16359.9524,73208440,396.1817929
36291,tt0094894,Colors,04-29-1988,nm0000380,Robert Duvall,"$46,616,067",79074834.45,73217966,566.1004686
36269,tt0100606,A Show of Force,05-11-1990,nm0000380,Robert Duvall,"$91,578",151479.1698,119834033,2402.805477
36290,tt0099371,Days of Thunder,06-27-1990,nm0000380,Robert Duvall,"$82,670,733",136745659.5,119925611,1893.076002
36280,tt0102753,Rambling Rose,09-20-1991,nm0000380,Robert Duvall,"$6,266,621",10233392.09,202596344,5785.201108
36259,tt0099300,Convicts,12-06-1991,nm0000380,Robert Duvall,"$13,623",22246.359,208862965,4797.041846
36264,tt0104990,Newsies,04-10-1992,nm0000380,Robert Duvall,"$2,819,485",4544727.872,208876588,6725.906944
36285,tt0105127,La peste,08-26-1992,nm0000380,Robert Duvall,0,0,211696073,6871.965234
36286,tt0106856,Falling Down,02-26-1993,nm0000380,Robert Duvall,"$40,903,593",65069435.74,211696073,9737.734342
36265,tt0107004,Geronimo: An American Legend,12-10-1993,nm0000380,Robert Duvall,"$18,635,620",29645544.3,252599666,12730.84078
36277,tt0108596,Wrestling Ernest Hemingway,12-17-1993,nm0000380,Robert Duvall,"$278,720",443387.776,271235286,12982.89967
36282,tt0110771,The Paper,03-25-1994,nm0000380,Robert Duvall,"$38,824,341",60942568.07,271514006,17852.64746
36255,tt0114496,Something to Talk About,08-04-1995,nm0000380,Robert Duvall,"$50,865,589",78770451.13,310338347,31209.29552
36276,tt0114534,The Stars Fell on Henrietta,09-15-1995,nm0000380,Robert Duvall,"$99,318",153803.8548,361203936,36527.51192
36273,tt0114345,The Scarlet Letter,10-13-1995,nm0000380,Robert Duvall,"$10,382,407",16078195.48,361303254,33922.38678
36292,tt0116275,A Family Thing,03-29-1996,nm0000380,Robert Duvall,"$10,125,417",15466574.47,371685661,50609.44195
36253,tt0117333,Phenomenon,07-03-1996,nm0000380,Robert Duvall,"$104,636,382",159832073.5,381811078,51919.7714
36279,tt0118632,The Apostle,02-20-1998,nm0000380,Robert Duvall,"$19,868,354",29510466.2,486447460,148240.9456
36262,tt0120647,Deep Impact,05-08-1998,nm0000380,Robert Duvall,"$140,464,664",208632165.4,506315814,141211.2212
36261,tt0120633,A Civil Action,01-08-1999,nm0000380,Robert Duvall,"$56,709,981",83034754.18,646780478,279531.8659
36275,tt0251160,John Q,02-15-2002,nm0000380,Robert Duvall,"$71,756,802",100524103.9,703490459,831908.7336
36270,tt0193854,A Shot at Glory,07-12-2002,nm0000380,Robert Duvall,"$133,122",186490.6098,775247261,916487.773
36281,tt0279111,Gods and Generals,02-21-2003,nm0000380,Robert Duvall,"$12,882,934",17775872.33,775380383,1262726.865
36274,tt0316356,Open Range,08-15-2003,nm0000380,Robert Duvall,"$58,331,254",80485464.27,788263317,1291586.431
36278,tt0327137,Secondhand Lions,09-19-2003,nm0000380,Robert Duvall,"$42,070,939",58049481.63,846594571,1414682.329
36271,tt0384642,Kicking & Screaming,05-13-2005,nm0000380,Robert Duvall,"$52,842,724",70682427.62,888665510,3006397.299
36257,tt0338216,Lucky You,05-04-2007,nm0000380,Robert Duvall,"$5,758,950",7460143.83,941508234,6506519.062
36287,tt0369436,Four Christmases,11-26-2008,nm0000380,Robert Duvall,"$120,146,040",153102098.8,947267184,9194460.704
36283,tt0898367,The Road,11-25-2009,nm0000380,Robert Duvall,"$8,117,000",10172224.4,1067413224,15230527.27
36289,tt1194263,Get Low,08-27-2010,nm0000380,Robert Duvall,"$9,176,933",11306899.15,1075530224,21307385.25
36251,tt1699147,Seven Days in Utopia,09-02-2011,nm0000380,Robert Duvall,"$4,373,074",5295792.614,1084707157,30700458.7
36263,tt2308260,A Night in Old Mexico,05-09-2014,nm0000380,Robert Duvall,0,0,1089080231,89766429.91
36266,tt1872194,The Judge,10-10-2014,nm0000380,Robert Duvall,"$47,119,388",54078921.61,1089080231,89690440.07
36258,tt4442130,Wild Horses,06-05-2015,nm0000380,Robert Duvall,0,0,1136199619,134491531.1
36267,tt8482584,12 Mighty Orphans,06-11-2021,nm0000380,Robert Duvall,"$3,326,335",3326335,1136199619,1136199619
36293,tt0101485,Blowback,08-09-1991,nm0284770,Robert Fontaine,0,0,0,0
36295,tt0272056,"Crispy, Crackers, and Beans",10-23-2007,nm0284770,Robert Fontaine,0,0,0,0
36294,tt2460506,Mi America,10-16-2015,nm0284770,Robert Fontaine,"$3,330",3751.578,0,0
36296,tt3262342,Loving Vincent,09-22-2017,nm7956813,Robert Gulaczyk,"$6,735,118",7303561.959,0,0
36330,tt0478237,Rain,12-30-1899,nm0005162,Robert Loggia,0,0,0,0
36313,tt0084434,An Officer and a Gentleman,08-13-1982,nm0005162,Robert Loggia,"$129,795,554",236604315.4,0,0
36300,tt0086154,Psycho II,06-03-1983,nm0005162,Robert Loggia,"$34,725,000",62567505,129795554,307.4313711
36316,tt0089841,Prizzi's Honor,06-14-1985,nm0005162,Robert Loggia,"$26,657,534",46906596.83,164520554,510.0950572
36304,tt0089360,Jagged Edge,10-04-1985,nm0005162,Robert Loggia,"$40,491,165",71248253.93,191178088,560.6478975
36317,tt0090660,Armed and Dangerous,08-15-1986,nm0005162,Robert Loggia,"$15,945,534",27721310.86,231669253,994.1200367
36311,tt0092079,That's Life!,10-10-1986,nm0005162,Robert Loggia,"$4,079,895",7092897.458,247614787,982.6199419
36314,tt0093692,Over the Top,02-13-1987,nm0005162,Robert Loggia,"$16,057,580",27577287.89,251694682,1378.400456
36308,tt0093215,Hot Pursuit,05-08-1987,nm0005162,Robert Loggia,"$4,215,849",7240299.073,267752262,1511.334892
36310,tt0092632,The Believers,06-10-1987,nm0005162,Robert Loggia,"$18,753,438",32207154.42,271968111,1488.176034
36320,tt0093067,Gaby: A True Story,12-18-1987,nm0005162,Robert Loggia,"$125,400",215361.96,290721549,1646.103947
36301,tt0094737,Big,06-03-1988,nm0005162,Robert Loggia,"$115,227,281",195460036.8,290846949,2249.231431
36328,tt0098184,Relentless,08-30-1989,nm0005162,Robert Loggia,"$6,985,999",11702945.52,406074230,5370.908933
36322,tt0098513,Triumph of the Spirit,12-23-1989,nm0005162,Robert Loggia,"$408,839",684887.0928,413060229,4614.046743
36329,tt0100301,Opportunity Knocks,03-30-1990,nm0005162,Robert Loggia,"$11,359,129",18789135.28,413469068,6527.879376
36305,tt0102411,The Marrying Man,04-05-1991,nm0005162,Robert Loggia,"$12,454,768",20338636.14,424828197,9742.814737
36326,tt0102517,Necessary Roughness,09-27-1991,nm0005162,Robert Loggia,"$26,255,594",42875385,437282965,10033.76674
36327,tt0096154,Spies Inc.,07-29-1992,nm0005162,Robert Loggia,0,0,463538559,15460.64635
36323,tt0104511,Innocent Blood,09-25-1992,nm0005162,Robert Loggia,"$4,943,279",7968071.42,463538559,14925.50474
36318,tt0112702,Coldblooded,09-15-1995,nm0005162,Robert Loggia,"$16,198",25084.2228,468481838,44262.59222
36307,tt0116977,Man with a Gun,12-07-1995,nm0005162,Robert Loggia,0,0,468498036,43980.9952
36325,tt0120108,The Proposition,03-27-1998,nm0005162,Robert Loggia,"$147,773",219487.2369,468498036,128222.0438
36309,tt0120701,Holy Man,10-09-1998,nm0005162,Robert Loggia,"$12,069,719",17927153.63,468645809,128282.1147
36321,tt0132165,Flypaper,07-18-1999,nm0005162,Robert Loggia,0,0,480715528,190241.3211
36306,tt0122459,Return to Me,04-07-2000,nm0005162,Robert Loggia,"$32,722,798",47222269.79,480715528,268501.67
36315,tt0268636,The Shipment,06-13-2002,nm0005162,Robert Loggia,0,0,513438326,601790.7621
36319,tt0405861,The Deal,06-17-2005,nm0005162,Robert Loggia,0,0,513438326,1706306.024
36312,tt0222705,All Over Again,06-12-2007,nm0005162,Robert Loggia,0,0,513438326,3482257.192
36298,tt1507566,Fake,05-01-2011,nm0005162,Robert Loggia,0,0,513438326,14503361.9
36302,tt1901004,The Grand Theft,06-04-2011,nm0005162,Robert Loggia,0,0,513438326,14503361.9
36324,tt1855401,Tim and Eric's Billion Dollar Movie,01-27-2012,nm0005162,Robert Loggia,"$201,436",239688.6964,513438326,20719088.43
36297,tt2375906,Scavenger Killers,07-01-2014,nm0005162,Robert Loggia,0,0,513639762,42303593.33
36303,tt2505818,An Evergreen Christmas,11-04-2014,nm0005162,Robert Loggia,0,0,513639762,42300443.05
36299,tt7036540,The Savant,05-01-2019,nm0005162,Robert Loggia,0,0,513639762,251683483.4
36331,tt1462758,Buried,10-15-2010,nm1746358,Robert Paterson,"$1,044,143",1286488.59,0,0
36365,tt0119837,The Only Thrill,12-30-1899,nm0001598,Robert Patrick,"$52,436",187416.7512,0,0
36366,tt0091026,Eye of the Eagle,12-30-1899,nm0001598,Robert Patrick,0,0,52436,0
36339,tt0091012,Equalizer 2000,01-04-1988,nm0001598,Robert Patrick,0,0,52436,0.4053823867
36333,tt0093345,Behind Enemy Lines,05-01-1988,nm0001598,Robert Patrick,0,0,52436,0.4053823867
36332,tt0097404,Future Hunters,03-01-1989,nm0001598,Robert Patrick,0,0,52436,0.5791176953
36336,tt0103064,Terminator 2: Judgment Day,07-03-1991,nm0001598,Robert Patrick,"$205,881,154",336203924.5,52436,1.181872847
36352,tt0106912,Fire in the Sky,03-12-1993,nm0001598,Robert Patrick,"$19,885,552",31633936.12,205933590,15467.33986
36346,tt0106451,Body Shot,03-09-1994,nm0001598,Robert Patrick,0,0,225819142,15611.12336
36353,tt0109478,The Cool Surface,04-13-1994,nm0001598,Robert Patrick,0,0,225819142,14839.10929
36345,tt0111825,Zero Tolerance,06-09-1994,nm0001598,Robert Patrick,0,0,225819142,14839.10929
36341,tt0106761,Double Dragon,11-04-1994,nm0001598,Robert Patrick,"$2,341,309",3675152.737,225819142,14839.10929
36348,tt0110052,Hong Kong 97,11-09-1994,nm0001598,Robert Patrick,0,0,228160451,15080.61226
36363,tt0113609,Last Gasp,07-25-1995,nm0001598,Robert Patrick,0,0,228160451,21418.51748
36359,tt0112839,Decoy,12-19-1995,nm0001598,Robert Patrick,0,0,228160451,21418.51748
36347,tt0115584,Asylum,05-09-1997,nm0001598,Robert Patrick,0,0,228160451,43711.26015
36337,tt0126253,Renegade Force,12-04-1998,nm0001598,Robert Patrick,0,0,228160451,62444.65736
36334,tt0207100,Shogun Cop,11-01-1999,nm0001598,Robert Patrick,0,0,228160451,89206.65338
36342,tt0180242,A Texas Funeral,05-05-2000,nm0001598,Robert Patrick,0,0,228160451,127438.0763
36364,tt0159103,The Vivero Letter,10-28-2000,nm0001598,Robert Patrick,0,0,228160451,127438.0763
36335,tt0349710,Ladder 49,10-01-2004,nm0001598,Robert Patrick,"$74,541,707",101279817.3,228160451,530770.8299
36357,tt0358273,Walk the Line,11-18-2005,nm0001598,Robert Patrick,"$119,519,402",159869152.1,302702158,1094826.556
36354,tt0419946,The Marine,10-13-2006,nm0001598,Robert Patrick,"$18,844,784",24809158.14,422221560,2196085.748
36356,tt0398808,Bridge to Terabithia,02-16-2007,nm0001598,Robert Patrick,"$82,272,442",106575721.4,441066344,3031865.473
36344,tt0960066,The Black Waters of Echo's Pond,04-09-2010,nm0001598,Robert Patrick,"$224,409",276494.3289,523338786,10828673.01
36351,tt1599348,Safe House,02-10-2012,nm0001598,Robert Patrick,"$126,373,434",150371749.1,523563195,21129765.24
36361,tt1781840,Jayne Mansfield's Car,08-20-2013,nm0001598,Robert Patrick,"$14,836",17340.3168,649936629,38851008.4
36355,tt2318092,Endless Love,02-14-2014,nm0001598,Robert Patrick,"$23,438,250",26900079.53,649951465,53526504.18
36350,tt1216491,Kill the Messenger,10-09-2014,nm0001598,Robert Patrick,"$2,450,846",2812835.954,673389715,55741635.15
36338,tt2724236,Tell,12-04-2014,nm0001598,Robert Patrick,0,0,675840561,55688187.74
36360,tt2505294,Ask Me Anything,12-19-2014,nm0001598,Robert Patrick,0,0,675840561,55658376.31
36340,tt2962876,The Road Within,06-04-2015,nm0001598,Robert Patrick,0,0,675840561,79511966.16
36362,tt5833186,Last Rampage: The Escape of Gary Tison,09-22-2017,nm0001598,Robert Patrick,"$6,294",6825.2136,675840561,162269318.7
36343,tt0972544,Back Roads,12-07-2018,nm0001598,Robert Patrick,0,0,675846855,231815653.5
36349,tt13060796,A Place Among the Dead,11-09-2020,nm0001598,Robert Patrick,0,0,675846855,473092798.5
36358,tt13507778,No Man of God,08-19-2021,nm0001598,Robert Patrick,0,0,675846855,675846855
36380,tt1099212,Twilight,11-21-2008,nm1500155,Robert Pattinson,"$193,962,473",247166379.3,0,0
36378,tt1259571,The Twilight Saga: New Moon,11-20-2009,nm1500155,Robert Pattinson,"$297,816,253",373223328.3,193962473,3421100.843
36373,tt1403981,Remember Me,03-12-2010,nm1500155,Robert Pattinson,"$19,068,240",23493978.5,491778726,11215116.53
36385,tt1325004,The Twilight Saga: Eclipse,06-30-2010,nm1500155,Robert Pattinson,"$300,531,751",370285170.4,510846966,10188624.99
36381,tt1067583,Water for Elephants,04-22-2011,nm1500155,Robert Pattinson,"$58,709,717",71097467.29,811378717,24889801.96
36376,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,11-18-2011,nm1500155,Robert Pattinson,"$281,287,133",340638718.1,870088434,24927767.99
36371,tt1440732,Bel Ami,03-09-2012,nm1500155,Robert Pattinson,"$120,462",143337.7338,1151375567,48857207.68
36383,tt1480656,Cosmopolis,05-25-2012,nm1500155,Robert Pattinson,"$763,556",908555.2844,1151496029,46467941.33
36375,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,11-16-2012,nm1500155,Robert Pattinson,"$292,324,737",347837204.6,1152259585,46503681.7
36377,tt2345737,The Rover,06-20-2014,nm1500155,Robert Pattinson,"$1,114,423",1279023.277,1444584322,123539421
36384,tt2172584,Maps to the Stars,02-27-2015,nm1500155,Robert Pattinson,"$350,741",395144.8106,1445698745,170104376.7
36368,tt2948840,Life,12-04-2015,nm1500155,Robert Pattinson,0,0,1446049486,170131500
36374,tt1837636,Queen of the Desert,04-14-2017,nm1500155,Robert Pattinson,0,0,1446049486,347196481.6
36379,tt1212428,The Lost City of Z,04-21-2017,nm1500155,Robert Pattinson,"$8,580,410",9304596.604,1446049486,347196481.6
36382,tt4846232,Good Time,08-25-2017,nm1500155,Robert Pattinson,"$2,026,499",2197535.516,1454629896,349430515.2
36372,tt4827558,High Life,04-12-2019,nm1500155,Robert Pattinson,"$1,225,852",1277582.954,1456656395,713845441.4
36370,tt6149154,Waiting for the Barbarians,08-07-2020,nm1500155,Robert Pattinson,0,0,1457882247,1020553785
36367,tt6723592,Tenet,09-03-2020,nm1500155,Robert Pattinson,"$58,456,624",59690058.77,1457882247,1020517573
36369,tt1877830,The Batman,03-04-2022,nm1500155,Robert Pattinson,0,0,1516338871,2167960437
36418,tt1539489,A Fierce Green Fire,12-30-1899,nm0000602,Robert Redford,"$29,817",106571.9214,0,0
36419,tt0097046,Changing Steps,12-30-1899,nm0000602,Robert Redford,0,0,29817,0
36420,tt0098483,To Protect Mother Earth,12-30-1899,nm0000602,Robert Redford,0,0,29817,0
36421,tt0098693,Yosemite: The Fate of Heaven,12-30-1899,nm0000602,Robert Redford,0,0,29817,0
36408,tt0080474,Brubaker,06-20-1980,nm0000602,Robert Redford,"$37,121,708",69235697.59,29817,0.01328873332
36406,tt0081283,Ordinary People,09-19-1980,nm0000602,Robert Redford,"$54,766,923",102145788.1,37151525,30.87000541
36394,tt0087781,The Natural,05-11-1984,nm0000602,Robert Redford,"$47,951,979",85388089.01,91918448,258.5652873
36407,tt0089755,Out of Africa,12-20-1985,nm0000602,Robert Redford,"$87,071,205",153210492.3,139870427,470.1692133
36409,tt0091396,Legal Eagles,06-20-1986,nm0000602,Robert Redford,"$49,851,591",86666990.95,226941632,1110.245306
36402,tt0095638,The Milagro Beanfield War,03-18-1988,nm0000602,Robert Redford,"$13,825,794",23452694.36,276793223,2424.506294
36397,tt0099747,Havana,12-14-1990,nm0000602,Robert Redford,"$9,243,140",15289077.87,290619017,4737.141432
36413,tt0104504,Incident at Oglala,06-26-1992,nm0000602,Robert Redford,"$536,848",865345.2912,299862157,9849.952354
36395,tt0105435,Sneakers,09-11-1992,nm0000602,Robert Redford,"$51,432,691",82904354.62,300399005,9683.142156
36415,tt0105265,A River Runs Through It,10-30-1992,nm0000602,Robert Redford,"$43,440,294",70021409.9,351831696,12342.00694
36391,tt0107211,Indecent Proposal,04-07-1993,nm0000602,Robert Redford,"$106,614,059",169601645.1,395271990,19404.67491
36392,tt0110932,Quiz Show,10-07-1994,nm0000602,Robert Redford,"$24,822,619",38964065.04,501886049,37119.181
36386,tt0118055,Up Close & Personal,03-01-1996,nm0000602,Robert Redford,"$51,088,705",78037996.89,526708668,72531.71159
36399,tt0119314,The Horse Whisperer,05-15-1998,nm0000602,Robert Redford,"$75,383,563",111967206.1,577797373,165511.5868
36388,tt0146984,The Legend of Bagger Vance,11-03-2000,nm0000602,Robert Redford,"$30,919,168",44619451.34,653180936,385265.1529
36404,tt0272020,The Last Castle,10-19-2001,nm0000602,Robert Redford,"$18,244,060",25943053.32,684100104,556790.7433
36410,tt0266987,Spy Game,11-21-2001,nm0000602,Robert Redford,"$62,362,560",88679560.32,702344164,566559.5269
36400,tt0331952,The Clearing,07-16-2004,nm0000602,Robert Redford,"$5,763,875",7831376.963,764706724,1840162.556
36401,tt0350261,An Unfinished Life,09-16-2005,nm0000602,Robert Redford,"$8,586,392",11485157.94,770470599,2567370.507
36393,tt0891527,Lions for Lambs,11-09-2007,nm0000602,Robert Redford,"$15,002,854",19434697.07,779056991,5303404.363
36398,tt0968264,The Conspirator,04-15-2011,nm0000602,Robert Redford,"$11,538,204",13972765.04,794059845,22555413.84
36412,tt1381404,The Company You Keep,04-26-2013,nm0000602,Robert Redford,"$5,133,027",5999481.958,805598049,46581471.98
36411,tt2017038,All Is Lost,10-25-2013,nm0000602,Robert Redford,"$6,263,670",7320977.496,810731076,46786982.58
36389,tt1843866,Captain America: The Winter Soldier,04-04-2014,nm0000602,Robert Redford,"$259,766,572",298134094.7,816994746,67370104.23
36387,tt1178665,A Walk in the Woods,09-02-2015,nm0000602,Robert Redford,"$29,504,281",33239522.97,1076761318,131193793
36416,tt3859076,Truth,10-30-2015,nm0000602,Robert Redford,"$2,541,854",2863652.716,1106265599,130590488.9
36396,tt2788732,Pete's Dragon,08-12-2016,nm0000602,Robert Redford,"$76,233,151",84275748.43,1108807453,186411353.3
36417,tt5155780,The Discovery,03-31-2017,nm0000602,Robert Redford,0,0,1185040604,286459276.7
36414,tt5034266,Our Souls at Night,09-29-2017,nm0000602,Robert Redford,0,0,1185040604,284528249
36390,tt6238896,Earth: One Amazing Day,10-06-2017,nm0000602,Robert Redford,"$81,345",88210.518,1185040604,284528249
