,tconst,title,released,nconst,primaryName,boxoffice,inf_adj_boxoffice,cr,wicar
7757,tt2139555,Playing It Cool,05-08-2015,nm0262635,Chris Evans,0,0,2046414700,247595243.2
7770,tt0443465,Before We Go,07-21-2015,nm0262635,Chris Evans,"$37,151",41854.3166,2046414700,240758643
7754,tt3498820,Captain America: Civil War,05-06-2016,nm0262635,Chris Evans,"$408,084,349",451137247.8,2046451851,343947953.1
7755,tt6101516,Virgin Hunters 2,10-07-2016,nm9435779,Chris Evans,0,0,2454536200,419769799.8
7763,tt4481414,Gifted,04-12-2017,nm0262635,Chris Evans,"$24,801,212",26894434.29,2454536200,589334141.6
7775,tt4154756,Avengers: Infinity War,04-27-2018,nm0262635,Chris Evans,"$678,815,482",721784502,2479337412,851130707.6
7767,tt5629084,Superpower Dogs,03-15-2019,nm0262635,Chris Evans,0,0,3158152894,1568549738
7774,tt4154796,Avengers: Endgame,04-26-2019,nm0262635,Chris Evans,"$858,373,000",894596340.6,3158152894,1547494918
7777,tt8946378,Knives Out,11-27-2019,nm0262635,Chris Evans,"$165,363,234",172341562.5,4016525894,1985847125
7769,tt10298810,Lightyear,06-17-2022,nm0262635,Chris Evans,0,0,4181889128,5984096366
7786,tt4395406,Beijing Being,12-30-1899,nm7083782,Chris Fleming,0,0,0,0
7784,tt0810821,A Day in the Life,07-07-2009,nm5176837,Chris Fleming,0,0,0,0
7785,tt3592240,Bamberg - Welcome to FreakCity,11-30-2012,nm6353213,Chris Fleming,0,0,0,0
7804,tt9783600,Escape From Spiderhead,12-30-1899,nm1165110,Chris Hemsworth,0,0,0,0
7801,tt1106860,Ca$h,03-26-2010,nm1165110,Chris Hemsworth,"$46,488",57277.8648,0,0
7790,tt0800369,Thor,05-06-2011,nm1165110,Chris Hemsworth,"$181,030,624",219228085.7,46488,1617.957912
7793,tt1259521,The Cabin in the Woods,04-13-2012,nm1165110,Chris Hemsworth,"$42,073,277",50062992.3,181077112,8848519.971
7787,tt1735898,Snow White and the Huntsman,06-01-2012,nm1165110,Chris Hemsworth,"$155,332,381",184830000.2,223150389,9327336.931
7797,tt1234719,Red Dawn,11-21-2012,nm1165110,Chris Hemsworth,"$44,806,783",53315591.09,378482770,16463480.29
7803,tt1979320,Rush,09-27-2013,nm1165110,Chris Hemsworth,"$26,947,624",31496382.93,423289553,24892316.24
7791,tt1981115,Thor: The Dark World,11-08-2013,nm1165110,Chris Hemsworth,"$206,362,140",241196069.2,450237177,26217504.18
7795,tt2717822,Blackhat,01-16-2015,nm1165110,Chris Hemsworth,"$8,005,980",9019537.068,656599317,81346429.99
7788,tt2395427,Avengers: Age of Ultron,05-01-2015,nm1165110,Chris Hemsworth,"$459,005,868",517116010.9,664605297,78309392.56
7792,tt1390411,In the Heart of the Sea,12-11-2015,nm1165110,Chris Hemsworth,"$25,020,758",28188385.96,1123611165,139028330.2
7798,tt2381991,The Huntsman: Winter's War,04-22-2016,nm1165110,Chris Hemsworth,"$48,390,190",53495355.05,1148631923,193582950.5
7789,tt3501632,Thor: Ragnarok,11-03-2017,nm1165110,Chris Hemsworth,"$315,058,289",341649208.6,1197022113,288630759.5
7796,tt1413492,12 Strong,01-19-2018,nm1165110,Chris Hemsworth,"$45,819,713",48720100.83,1512080402,527764263.3
7802,tt4154756,Avengers: Infinity War,04-27-2018,nm1165110,Chris Hemsworth,"$678,815,482",721784502,1557900115,535354572.5
7800,tt4154796,Avengers: Endgame,04-26-2019,nm1165110,Chris Hemsworth,"$858,373,000",894596340.6,2236715597,1117045462
7794,tt2283336,Men in Black: International,06-14-2019,nm1165110,Chris Hemsworth,"$80,001,807",83377883.26,3095088597,1534342849
7799,tt8936646,Extraction,04-24-2020,nm1165110,Chris Hemsworth,0,0,3175090404,2224926536
7805,tt2473510,Paranormal Activity: The Ghost Dimension,10-23-2015,nm3042235,Chris J. Murray,"$18,300,124",20616919.7,0,0
7806,tt7326798,Sisters,05-27-2018,nm6718469,Chris Linnat-Scott,0,0,0,0
7807,tt1458169,Kidnap,08-04-2017,nm0569341,Chris McGinn,"$30,971,040",33584995.78,0,0
7823,tt0462239,The Crooked Corner,12-30-1899,nm0582149,Chris Messina,0,0,0,0
7810,tt0480251,Ira & Abby,05-09-2008,nm0582149,Chris Messina,"$221,096",281742.6328,0,0
7819,tt0787523,Nothing Is Private,09-26-2008,nm0582149,Chris Messina,"$372,124",474197.6132,221096,2729.776488
7809,tt1135503,Julie & Julia,08-07-2009,nm0582149,Chris Messina,"$94,125,426",117957983.9,593220,9623.758589
7818,tt1502714,Monogamy,04-24-2010,nm0582149,Chris Messina,"$21,527",26523.4167,94718646,2344144.658
7817,tt1314655,Devil,09-17-2010,nm0582149,Chris Messina,"$33,601,190",41400026.2,94740173,1873421.573
7821,tt1212454,An Invisible Sign,04-29-2011,nm0582149,Chris Messina,"$1,279",1548.869,128341363,3845623.667
7820,tt1769363,The Giant Mechanical Man,04-27-2012,nm0582149,Chris Messina,"$7,396",8800.5004,128342642,5179099.427
7811,tt2124074,28 Hotel Rooms,11-09-2012,nm0582149,Chris Messina,"$18,869",22452.2231,128350038,5179443.669
7812,tt1341718,Fairhaven,01-11-2013,nm0582149,Chris Messina,0,0,128368907,7400418.6
7816,tt2977090,Alex of Venice,04-17-2015,nm0582149,Chris Messina,0,0,128368907,15102473.54
7808,tt2893490,Manglehorn,06-03-2015,nm0582149,Chris Messina,"$143,101",161217.5866,128368907,15102473.54
7813,tt2361317,Live by Night,01-13-2017,nm0582149,Chris Messina,"$10,378,555",11254505.04,128512008,30860082.91
7814,tt4838534,The Sweet Life,09-13-2017,nm0582149,Chris Messina,0,0,138890563,33557939.78
7815,tt9252488,The Secrets We Keep,09-16-2020,nm0582149,Chris Messina,"$207,928",212315.2808,138890563,97223394.1
7822,tt7262384,The True Adventures of Wolfboy,10-30-2020,nm0582149,Chris Messina,0,0,139098491,97372014.8
7832,tt4951988,With Pain & Misery,12-30-1899,nm8079859,Chris Miller,0,0,0,0
7833,tt7408424,Race Across America: Push Beyond,12-30-1899,nm3983721,Chris Miller,0,0,0,0
7824,tt0099235,The Cellar,11-04-1989,nm1844237,Chris Miller,0,0,0,0
7828,tt0413267,Shrek the Third,05-18-2007,nm1844237,Chris Miller,"$322,719,944",418051415.5,0,0
7831,tt0448694,Puss in Boots,10-28-2011,nm1844237,Chris Miller,"$149,260,504",180754470.3,322719944,11808917.77
7830,tt1911658,Penguins of Madagascar,11-26-2014,nm1844237,Chris Miller,"$83,850,911",96235690.55,471980448,41463282.96
7825,tt5569676,The Copeland Story,08-08-2017,nm8012877,Chris Miller,0,0,555831359,136428694.9
7826,tt11378444,Brunswick,06-10-2020,nm8079859,Chris Miller,0,0,555831359,389081951.3
7827,tt8723202,The Last Showdown,07-16-2021,nm8079859,Chris Miller,0,0,555831359,555831359
7829,tt3915174,Puss in Boots: The Last Wish,09-23-2022,nm1844237,Chris Miller,0,0,555831359,794044798.6
7843,tt0105327,School Ties,09-18-1992,nm0000563,Chris O'Donnell,"$14,715,067",23719216.5,0,0
7839,tt0105323,Scent of a Woman,01-08-1993,nm0000563,Chris O'Donnell,"$63,095,253",100371928.5,14715067,1091.052025
7841,tt0108333,The Three Musketeers,11-12-1993,nm0000563,Chris O'Donnell,"$53,898,845",85742282.63,77810320,5293.846845
